txn_date,mid,payment_method,gateway,status,txn_count,amount_local,currency,revenue_local,cost_local,gp_local
2025-09-08,OM221133708,LDEBIT,GW-NIMBUS,Success,7,48.26,OMR,0.66,0.34,0.32
2025-11-29,SA623969133,CARD,GW-ORION,Failed,2,490.97,SAR,0.0,0.09,-0.09
2025-07-03,OM817062602,CARD,GW-NIMBUS,APPROVED,123,1579.14,OMR,39.47,24.39,15.08
2026-01-25,AE235728700,TOKEN,GW-ORION,CAPTURED,2,439.4,AED,11.12,6.28,4.84
2025-08-20,SA912413819,TOKEN,GW-ATLAS,Failed,11,367.93,SAR,0.0,0.82,-0.82
2025-06-29,EG873952802,TOKEN,GW-NILE,Success,72,88704.61,EGP,1637.03,1308.01,329.02
2025-09-12,EG331354329,BNPL,GW-NILE,Failed,9,3336.27,EGP,0.0,3.67,-3.67
2025-05-04,AE608679106,CARD,GW-ORION,Success,205,9951.01,AED,315.19,172.37,142.82
2025-05-12,SA512016562,TOKEN,GW-NIMBUS,Success,18,757.31,SAR,25.58,14.99,10.59
2026-03-03,EG103023484,LDEBIT,GW-NILE,Voided,2,2692.94,EGP,0.0,0.83,-0.83
2026-02-03,SA280340580,TOKEN,GW-ORION,Success,1,162.21,SAR,4.22,2.38,1.84
2024-08-19,AE520556972,CARD,GW-ATLAS,Failed,75,10379.65,AED,0.0,5.51,-5.51
2024-12-18,SA512016562,TOKEN,GW-NIMBUS,Refunded,1,43.67,SAR,0.0,0.56,-0.56
2025-12-25,EG361515615,WALLET,GW-NILE,Failed,2,2471.36,EGP,0.0,0.81,-0.81
2025-08-15,AE554805022,CARD,GW-NIMBUS,Voided,1,992.76,AED,0.0,0.06,-0.06
2025-10-18,SA605999505,LDEBIT,GW-NIMBUS,Success,244,53268.11,SAR,498.5,280.88,217.62
2025-10-10,AE295967621,CARD,GW-ORION,Success,3,593.53,AED,14.47,8.26,6.21
2026-01-18,EG217500923,CARD,GW-ATLAS,Approved,25,14963.72,EGP,448.91,311.63,137.28
2025-06-02,SA605999505,LDEBIT,GW-NIMBUS,Failed,4,856.25,SAR,0.0,0.22,-0.22
2025-01-31,SA909908733,TOKEN,GW-ORION,Success,36,6516.6,SAR,174.39,94.7,79.69
2025-12-31,AE436682771,CARD,GW-ATLAS,Failed,1,208.01,AED,0.0,0.07,-0.07
2024-10-26,AE923160667,CARD,GW-ORION,CAPTURED,2,899.62,AED,21.24,11.97,9.27
2024-11-24,SA837285263,CARD,GW-NIMBUS,Failed,1,326.78,SAR,0.0,0.06,-0.06
2025-11-24,SA705652485,TOKEN,GW-NIMBUS,SUCCESS,216,25965.51,SAR,562.05,416.17,145.88
2026-01-13,SA764037736,LDEBIT,GW-NIMBUS,Failed,5,1109.02,SAR,0.0,0.28,-0.28
2026-06-04,EG697551722,LDEBIT,GW-NILE,Voided,4,4742.0,EGP,0.0,1.65,-1.65
2026-03-01,EG245991238,BNPL,GW-ATLAS,Success,17,5524.79,EGP,250.44,208.48,41.96
2026-03-23,SA466668047,LDEBIT,GW-NIMBUS,Voided,4,175.81,SAR,0.0,0.22,-0.22
2025-07-29,SA624172387,LDEBIT,GW-NIMBUS,Failed,1,41.15,SAR,0.0,0.06,-0.06
2024-09-10,SA556781756,CARD,GW-NIMBUS,Failed,9,465.75,SAR,0.0,0.51,-0.51
2025-04-20,SA306273888,CARD,GW-NIMBUS,Success,130,11721.67,SAR,342.94,189.93,153.01
2024-12-27,EG110254241,CARD,GW-ATLAS,APPROVED,5,5635.63,EGP,154.51,100.31,54.2
2026-06-20,SA945807399,CARD,GW-ATLAS,Success,3,1431.64,SAR,36.73,21.71,15.02
2025-02-16,AE208762198,CARD,GW-NIMBUS,Success,9,2122.23,AED,48.51,30.8,17.71
2024-08-29,EG874835199,WALLET,GW-NILE,Success,24,5910.55,EGP,174.92,88.57,86.35
2024-11-11,AE713987880,CARD,GW-ORION,Failed,2,286.74,AED,0.0,0.09,-0.09
2025-04-17,SA502327003,LDEBIT,GW-NIMBUS,Success,3,454.11,SAR,5.98,2.55,3.43
2025-07-31,EG165675111,CARD,GW-ATLAS,Success,1,2321.59,EGP,61.34,37.56,23.78
2026-04-05,AE932795909,TOKEN,GW-ORION,Voided,2,577.35,AED,0.0,0.09,-0.09
2025-08-27,EG799440003,CARD,GW-ATLAS,Failed,4,258068.77,EGP,0.0,3.96,-3.96
2025-06-22,SA189353734,TOKEN,GW-ORION,Success,35,1446.69,SAR,46.08,27.05,19.03
2026-05-28,SA853040870,BNPL,GW-ATLAS,DECLINED,2,95.82,SAR,0.0,0.15,-0.15
2026-06-03,SA954952952,LDEBIT,GW-NIMBUS,Refunded,13,816.22,SAR,0.0,7.31,-7.31
2026-04-07,EG103023484,TOKEN,GW-ATLAS,Refunded,7,10549.76,EGP,0.0,53.87,-53.87
2026-01-16,EG191889591,CARD,GW-ATLAS,Refunded,3,2479.75,EGP,0.0,22.73,-22.73
2025-01-01,SA159383546,TOKEN,GW-NIMBUS,Failed,1,28.35,SAR,0.0,0.06,-0.06
2025-12-19,SA939400299,CARD,GW-ORION,Success,18,1201.51,SAR,33.59,19.42,14.17
2024-10-17,AE123781768,CARD,GW-ORION,Voided,3,149.38,AED,0.0,0.13,-0.13
2024-07-27,EG474829702,WALLET,GW-NILE,Success,1,7293.66,EGP,146.16,60.76,85.4
2025-09-17,SA819868069,CARD,GW-NIMBUS,Voided,5,663.9,SAR,0.0,0.28,-0.28
2026-02-07,SA640104269,BNPL,GW-ATLAS,DECLINED,1,1734.22,SAR,0.0,0.08,-0.08
2025-08-07,EG249264164,WALLET,GW-NILE,Success,6,5696.5,EGP,121.63,56.53,65.1
2025-05-22,AE998528073,CARD,GW-ORION,Failed,1,230.16,AED,0.0,0.04,-0.04
2026-03-22,SA362023155,TOKEN,GW-ORION,Failed,2,132.1,SAR,0.0,0.09,-0.09
2026-06-27,AE561735990,CARD,GW-NIMBUS,Success,1,1256.46,AED,31.82,17.2,14.62
2026-02-11,SA773581532,LDEBIT,GW-NIMBUS,Failed,1,736.99,SAR,0.0,0.06,-0.06
2024-10-26,OM107384993,CARD,GW-NIMBUS,Failed,4,80.3,OMR,0.0,0.02,-0.02
2025-11-06,SA705652485,LDEBIT,GW-NIMBUS,Voided,8,983.57,SAR,0.0,0.45,-0.45
2024-10-22,SA247327945,CARD,GW-NIMBUS,Success,2,9262.93,SAR,142.62,125.54,17.08
2024-08-05,EG344164016,TOKEN,GW-NILE,Success,20,6288.69,EGP,250.52,130.59,119.93
2025-04-15,EG248756723,WALLET,GW-NILE,Success,2,597.53,EGP,16.14,8.32,7.82
2025-06-21,AE526176909,TOKEN,GW-ORION,Success,1,222.16,AED,5.74,3.17,2.57
2026-06-27,SA914955375,CARD,GW-ORION,Success,5,1124.72,SAR,26.48,15.53,10.95
2025-01-02,SA765577175,CARD,GW-ORION,Failed,11,925.15,SAR,0.0,0.5,-0.5
2024-12-06,EG758836714,TOKEN,GW-ATLAS,Failed,1,892.56,EGP,0.0,0.98,-0.98
2026-04-21,SA604765470,CARD,GW-ORION,Voided,2,82.58,SAR,0.0,0.09,-0.09
2024-11-15,EG728979434,WALLET,GW-NILE,Success,3,9167.21,EGP,179.09,79.38,99.71
2025-10-26,SA772263667,CARD,GW-NIMBUS,Success,15,650.72,SAR,20.92,12.44,8.48
2026-03-31,EG647433267,CARD,GW-NILE,Voided,2,979.31,EGP,0.0,0.83,-0.83
2025-07-27,AE375396549,CARD,GW-ORION,Success,5,1875.09,AED,50.64,25.13,25.51
2026-05-10,SA819222940,CARD,GW-ATLAS,Failed,3,144.06,SAR,0.0,0.22,-0.22
2026-05-18,EG774885021,CARD,GW-NILE,Failed,2,14326.17,EGP,0.0,0.82,-0.82
2026-02-12,SA307616362,LDEBIT,GW-NIMBUS,Voided,6,307.1,SAR,0.0,0.34,-0.34
2025-01-28,AE998528073,CARD,GW-ORION,FAILED,2,460.31,AED,0.0,0.09,-0.09
2025-04-23,EG542845011,WALLET,GW-NILE,Failed,1,892.01,EGP,0.0,0.4,-0.4
2024-12-23,OM869288062,CARD,GW-ATLAS,Success,1,209.77,OMR,4.53,3.09,1.44
2025-02-19,AE647447711,LDEBIT,GW-NIMBUS,Success,5,702.24,AED,9.15,3.99,5.16
2026-04-16,EG897740135,TOKEN,GW-NILE,Failed,2,656.93,EGP,0.0,0.82,-0.82
2024-08-09,SA124881724,LDEBIT,GW-NIMBUS,Success,39,4532.28,SAR,44.56,26.98,17.58
2025-10-25,EG486344028,LDEBIT,GW-NILE,Refunded,1,341.72,EGP,0.0,7.55,-7.55
2025-09-15,EG723980954,TOKEN,GW-ATLAS,Success,2,589.65,EGP,24.88,16.45,8.43
2025-03-19,AE588030458,CARD,GW-NIMBUS,Success,28,2971.59,AED,80.3,46.8,33.5
2025-12-30,EG325044783,WALLET,GW-NILE,Success,1,936.44,EGP,18.8,9.37,9.43
2025-07-29,SA124881724,LDEBIT,GW-NIMBUS,Success,61,6951.17,SAR,68.5,41.57,26.93
2026-02-17,SA771478693,CARD,GW-ORION,Success,159,22150.59,SAR,383.38,319.45,63.93
2025-05-24,EG614572570,WALLET,GW-NILE,Success,10,40183.79,EGP,751.83,342.92,408.91
2025-12-21,EG509980512,CARD,GW-NILE,Failed,3,1041.87,EGP,0.0,1.22,-1.22
2026-02-22,AE360087333,CARD,GW-NIMBUS,Success,43,2100.11,AED,63.34,38.62,24.72
2026-04-22,SA267227056,CARD,GW-ORION,Failed,42,12043.65,SAR,0.0,1.89,-1.89
2024-11-21,EG389262771,CARD,GW-NILE,Failed,11,4091.89,EGP,0.0,4.29,-4.29
2024-10-15,EG873952802,LDEBIT,GW-NILE,Failed,2,2538.62,EGP,0.0,0.78,-0.78
2025-10-30,SA775621648,CARD,GW-ATLAS,Failed,1,43.38,SAR,0.0,0.08,-0.08
2025-10-17,AE783290352,TOKEN,GW-ATLAS,Success,1,65.48,AED,2.06,1.26,0.8
2025-05-28,OM978131111,CARD,GW-ATLAS,Refunded,1,10.96,OMR,0.0,0.06,-0.06
2026-04-24,AE107661633,BNPL,GW-ATLAS,Success,2,279.85,AED,13.4,9.82,3.58
2025-10-04,EG967183698,LDEBIT,GW-NILE,Failed,26,9097.76,EGP,0.0,10.47,-10.47
2026-02-17,SA124881724,CARD,GW-NIMBUS,Failed,14,1632.0,SAR,0.0,0.79,-0.79
2025-09-06,EG486344028,CARD,GW-ATLAS,Success,90,28808.77,EGP,1126.64,759.25,367.39
2025-03-18,AE642488904,CARD,GW-ATLAS,Failed,4,5519.01,AED,0.0,0.29,-0.29
2025-09-02,EG482640702,BNPL,GW-NILE,Captured,12,25028.16,EGP,1181.33,725.7,455.63
2025-08-04,EG998632198,CARD,GW-NILE,Voided,1,1564.96,EGP,0.0,0.4,-0.4
2025-09-03,EG373280861,LDEBIT,GW-NILE,Success,2,1491.71,EGP,21.56,9.61,11.95
2026-03-10,SA847623511,TOKEN,GW-ORION,Success,6,637.18,SAR,17.98,9.81,8.17
2025-08-05,EG271950140,WALLET,GW-NILE,Success,1,735.85,EGP,16.88,7.69,9.19
2025-01-09,AE123781768,TOKEN,GW-ORION,Failed,5,248.96,AED,0.0,0.22,-0.22
2026-05-26,AE998528073,CARD,GW-ORION,SETTLED,5,1121.19,AED,28.59,15.47,13.12
2024-07-14,EG903275069,WALLET,GW-NILE,REFUND,1,1046.28,EGP,0.0,7.21,-7.21
2026-04-22,EG216145371,TOKEN,GW-ATLAS,Success,1,5035.34,EGP,127.09,79.93,47.16
2024-11-18,SA860742247,CARD,GW-NIMBUS,Failed,148,28912.31,SAR,0.0,8.32,-8.32
2026-01-06,AE761816465,TOKEN,GW-NIMBUS,Success,7,728.59,AED,19.4,11.87,7.53
2025-07-25,EG191889591,CARD,GW-ATLAS,Success,51,75703.9,EGP,1978.22,1293.17,685.05
2025-09-04,EG744158614,CARD,GW-NILE,Success,8,13494.13,EGP,349.9,185.55,164.35
2025-11-30,EG744743048,CARD,GW-NILE,Refunded,5,6863.87,EGP,0.0,38.23,-38.23
2024-09-06,SA268987858,LDEBIT,GW-NIMBUS,Success,3,226.28,SAR,3.15,1.52,1.63
2025-01-29,SA485114821,BNPL,GW-ATLAS,Success,2,94.82,SAR,4.26,3.43,0.83
2025-07-31,EG389262771,CARD,GW-NILE,Failed,8,3060.62,EGP,0.0,3.21,-3.21
2025-03-08,EG105351460,BNPL,GW-NILE,Failed,1,1079.7,EGP,0.0,0.4,-0.4
2026-05-17,EG758836714,WALLET,GW-NILE,Failed,3,2816.01,EGP,0.0,1.24,-1.24
2026-01-21,EG450716760,CARD,GW-NILE,Success,5,16178.0,EGP,391.34,209.95,181.39
2025-02-21,EG373213017,WALLET,GW-NILE,Success,17,21530.18,EGP,414.39,203.59,210.8
2024-12-18,EG699756627,WALLET,GW-NILE,Failed,1,2773.09,EGP,0.0,0.39,-0.39
2026-02-25,SA768323752,LDEBIT,GW-NIMBUS,Success,6,424.93,SAR,6.21,2.92,3.29
2025-01-12,EG813796112,CARD,GW-NILE,Success,4,9369.31,EGP,242.64,124.23,118.41
2025-12-04,EG559913630,BNPL,GW-NILE,Success,1,7463.7,EGP,340.27,215.36,124.91
2026-04-20,AE426640224,BNPL,GW-ATLAS,Failed,2,155.62,AED,0.0,0.15,-0.15
2025-10-25,SA426436949,LDEBIT,GW-NIMBUS,Success,118,7509.1,SAR,110.51,53.7,56.81
2024-08-20,EG981274071,TOKEN,GW-NILE,Success,78,32115.33,EGP,1151.51,604.91,546.6
2026-02-17,EG373213017,CARD,GW-ATLAS,Success,54,75172.31,EGP,1903.78,1301.03,602.75
2026-03-04,AE545364971,CARD,GW-ORION,Success,2,257.05,AED,6.7,3.73,2.97
2026-04-18,SA679105691,CARD,GW-ORION,Success,12,2224.7,SAR,52.91,31.2,21.71
2026-02-15,EG877654092,CARD,GW-NILE,REVERSED,9,8413.71,EGP,0.0,3.69,-3.69
2026-04-18,EG911025364,BNPL,GW-NILE,Failed,1,222.6,EGP,0.0,0.41,-0.41
2025-09-26,EG611254298,CARD,GW-ATLAS,Failed,2,755.22,EGP,0.0,2.04,-2.04
2024-08-13,OM284198769,LDEBIT,GW-NIMBUS,Failed,6,89.07,OMR,0.0,0.03,-0.03
2026-01-28,EG335687023,CARD,GW-NILE,Success,814,1309710.43,EGP,23496.98,18092.4,5404.58
2025-01-16,AE346681166,TOKEN,GW-NIMBUS,Failed,5,723.3,AED,0.0,0.28,-0.28
2025-06-14,SA597673425,LDEBIT,GW-NIMBUS,Success,4,144.66,SAR,2.65,1.33,1.32
2025-12-12,SA779341840,TOKEN,GW-ATLAS,Failed,1,169.88,SAR,0.0,0.08,-0.08
2026-04-26,EG647781107,WALLET,GW-NILE,Success,5,3568.02,EGP,80.28,37.88,42.4
2026-04-01,EG799496821,TOKEN,GW-ATLAS,Voided,2,1757.96,EGP,0.0,2.05,-2.05
2025-12-09,EG624580946,BNPL,GW-ATLAS,Voided,3,651.46,EGP,0.0,3.05,-3.05
2024-11-29,SA508515348,CARD,GW-ORION,Failed,8,1477.49,SAR,0.0,0.36,-0.36
2026-03-04,SA734980407,BNPL,GW-ATLAS,Success,148,8984.36,SAR,234.85,321.6,-86.75
2026-06-14,AE769624570,CARD,GW-NIMBUS,Success,11,9251.05,AED,204.69,127.51,77.18
2024-07-14,AE608679106,CARD,GW-ORION,Voided,7,346.48,AED,0.0,0.31,-0.31
2025-08-13,EG613159214,BANKTR,GW-NILE,Failed,8,7622.85,EGP,0.0,3.17,-3.17
2024-11-12,SA118340145,LDEBIT,GW-NIMBUS,Success,5,276.83,SAR,4.29,2.09,2.2
2025-11-25,OM371938797,CARD,GW-ATLAS,Voided,14,107.74,OMR,0.0,0.11,-0.11
2025-09-08,OM224536276,CARD,GW-ATLAS,Failed,4,14.82,OMR,0.0,0.03,-0.03
2025-05-09,EG861848123,WALLET,GW-NILE,Declined,1,855.76,EGP,0.0,0.4,-0.4
2025-03-18,SA233359257,BANKTR,GW-NIMBUS,SUCCESS,6,20211.37,SAR,54.52,18.32,36.2
2025-06-24,EG181564804,LDEBIT,GW-NILE,Failed,264,129063.23,EGP,0.0,105.34,-105.34
2024-08-03,EG624580946,BNPL,GW-ATLAS,Failed,12,2479.86,EGP,0.0,11.63,-11.63
2025-10-10,EG221032323,CARD,GW-NILE,Refunded,1,1109.58,EGP,0.0,7.55,-7.55
2024-10-11,EG139657763,LDEBIT,GW-NILE,Voided,2,1898.55,EGP,0.0,0.78,-0.78
2025-04-17,SA502327003,BNPL,GW-ATLAS,Success,3,474.26,SAR,23.02,16.62,6.4
2025-04-06,OM107384993,LDEBIT,GW-NIMBUS,Success,5,99.07,OMR,0.85,0.53,0.32
2025-04-10,AE201167720,BANKTR,GW-NIMBUS,Success,3,13205.69,AED,33.55,10.62,22.93
2024-10-27,EG903275069,TOKEN,GW-ATLAS,Success,56,27963.14,EGP,909.76,624.23,285.53
2025-05-09,EG389262771,WALLET,GW-NILE,Success,57,20888.17,EGP,500.83,268.57,232.26
2025-08-23,EG249264164,LDEBIT,GW-NILE,Success,7,4866.6,EGP,73.63,31.83,41.8
2025-02-14,EG537272220,TOKEN,GW-ATLAS,Success,4,5451.5,EGP,140.16,96.95,43.21
2024-12-13,SA118340145,LDEBIT,GW-NIMBUS,Success,8,415.01,SAR,6.52,3.22,3.3
2024-12-23,EG344164016,TOKEN,GW-NILE,Refunded,1,286.94,EGP,0.0,7.35,-7.35
2024-09-13,SA779341840,CARD,GW-ATLAS,Refunded,4,619.3,SAR,0.0,2.25,-2.25
2025-11-01,EG611254298,LDEBIT,GW-NILE,APPROVED,6,2198.03,EGP,39.89,19.61,20.28
2025-02-09,SA589749602,CARD,GW-ORION,DECLINED,16,2780.68,SAR,0.0,0.72,-0.72
2024-12-07,AE767122784,CARD,GW-ORION,Success,3,597.26,AED,14.72,8.31,6.41
2025-08-12,SA732374987,CARD,GW-ORION,Success,66,3141.59,SAR,92.86,55.0,37.86
2025-09-04,AE642488904,CARD,GW-ATLAS,Refunded,6,7577.99,AED,0.0,3.31,177.84
2026-01-17,SA652586164,TOKEN,GW-NIMBUS,Success,90,12152.53,SAR,243.05,192.07,50.98
2026-05-10,SA362023155,LDEBIT,GW-NIMBUS,Failed,3,198.15,SAR,0.0,0.17,-0.17
2026-04-23,EG903275069,WALLET,GW-NILE,Voided,2,1053.71,EGP,0.0,0.82,-0.82
2025-08-30,EG761087060,TOKEN,GW-ATLAS,Failed,4,5672.0,EGP,0.0,3.96,-3.96
2024-10-13,AE381359654,LDEBIT,GW-NIMBUS,Success,19,1036.16,AED,15.9,7.8,8.1
2024-10-07,AE208762198,CARD,GW-NIMBUS,Voided,2,513.59,AED,0.0,0.11,-0.11
2026-06-26,AE292119623,TOKEN,GW-NIMBUS,Failed,1,179.76,AED,0.0,0.06,-0.06
2026-04-22,AE426640224,BNPL,GW-ATLAS,Failed,6,466.87,AED,0.0,0.44,-0.44
2026-01-15,SA921192561,TOKEN,GW-ORION,Success,3,756.63,SAR,18.29,10.73,7.56
2024-11-24,EG219821138,LDEBIT,GW-NILE,Failed,1,406.33,EGP,0.0,0.39,-0.39
2025-03-29,SA576895050,LDEBIT,GW-NIMBUS,Success,2,448.86,SAR,5.7,2.36,3.34
2025-07-28,EG989134753,WALLET,GW-NILE,Refunded,5,39347.93,EGP,0.0,37.64,-37.64
2025-05-18,EG735951857,CARD,GW-NILE,Failed,1,1106.39,EGP,0.0,0.4,-0.4
2026-01-07,SA853040870,LDEBIT,GW-NIMBUS,Success,10,505.57,SAR,7.4,3.96,3.44
2025-02-11,EG707591429,CARD,GW-ATLAS,Failed,1,697.49,EGP,0.0,0.98,-0.98
2024-12-05,SA555426966,TOKEN,GW-ORION,Success,1,96.55,SAR,2.69,1.51,1.18
2026-06-10,AE767122784,TOKEN,GW-ORION,Success,1,448.03,AED,10.78,6.18,4.6
2025-10-07,EG998632198,TOKEN,GW-NILE,Refunded,1,2028.75,EGP,0.0,7.55,-7.55
2025-07-17,EG178731082,WALLET,GW-NILE,Success,13,9906.06,EGP,216.28,103.07,113.21
2025-11-16,OM236113503,LDEBIT,GW-NIMBUS,Failed,2,54.5,OMR,0.0,0.01,-0.01
2025-12-30,EG286990334,WALLET,GW-NILE,Failed,1,95314.44,EGP,0.0,0.41,-0.41
2025-03-19,EG511884968,CARD,GW-ATLAS,Failed,2,4068.34,EGP,0.0,1.98,-1.98
2025-03-06,SA847687864,LDEBIT,GW-NIMBUS,Failed,1,128.67,SAR,0.0,0.06,-0.06
2026-04-29,EG934454177,LDEBIT,GW-NILE,Failed,6,8395.0,EGP,0.0,2.46,-2.46
2025-06-05,SA837285263,CARD,GW-NIMBUS,Success,1,295.12,SAR,7.26,4.23,3.03
2026-04-18,SA168621990,LDEBIT,GW-NIMBUS,Declined,5,526.88,SAR,0.0,0.28,-0.28
2026-03-30,SA716580826,CARD,GW-ATLAS,Refunded,2,134.19,SAR,0.0,1.12,-1.12
2024-12-16,EG352362522,WALLET,GW-NILE,Failed,2,2524.04,EGP,0.0,0.78,-0.78
2026-01-21,SA306273888,CARD,GW-NIMBUS,REFUNDED,3,319.51,SAR,0.0,1.69,-1.69
2025-02-22,EG707591429,WALLET,GW-NILE,Success,4,2982.73,EGP,67.37,31.03,36.34
2025-11-25,SA818206797,CARD,GW-ORION,Failed,1,124.06,SAR,0.0,0.04,-0.04
2025-12-13,SA256650029,CARD,GW-NIMBUS,Voided,2,251.61,SAR,0.0,0.11,-0.11
2025-05-05,EG373280861,CARD,GW-NILE,Success,8,3297.74,EGP,114.28,61.19,53.09
2026-06-17,SA972748866,CARD,GW-ORION,Refunded,10,1203.01,SAR,0.0,5.62,-5.62
2026-05-29,SA331993666,CARD,GW-ORION,Refunded,8,1304.5,SAR,0.0,4.5,-4.5
2026-03-04,EG284431976,TOKEN,GW-NILE,Success,2,2584.23,EGP,68.93,38.03,30.9
2026-03-23,EG799575469,CARD,GW-ATLAS,Voided,3,1144.43,EGP,0.0,3.1,-3.1
2025-08-31,EG150005962,WALLET,GW-NILE,Failed,1,513.78,EGP,0.0,0.4,-0.4
2025-06-21,AE634298413,CARD,GW-ORION,Success,25,1207.05,AED,38.14,20.94,17.2
2025-04-10,AE307567415,TOKEN,GW-ORION,Voided,4,729.12,AED,0.0,0.18,-0.18
2026-01-06,AE364520535,LDEBIT,GW-NIMBUS,APPROVED,4,796.81,AED,9.98,4.25,5.73
2026-05-22,OM761015209,CARD,GW-ATLAS,Success,2,51.49,OMR,1.28,0.81,0.47
2025-07-05,EG728358410,LDEBIT,GW-NILE,Success,2,3900.18,EGP,44.02,19.31,24.71
2025-05-30,EG220900048,WALLET,GW-NILE,Failed,1,1371.68,EGP,0.0,0.4,-0.4
2026-04-04,EG624580946,WALLET,GW-NILE,Voided,3,656.65,EGP,0.0,1.23,-1.23
2026-02-27,EG134531316,LDEBIT,GW-NILE,REVERSED,1,1789.97,EGP,0.0,0.41,-0.41
2025-08-03,SA512016562,LDEBIT,GW-NIMBUS,Voided,1,37.58,SAR,0.0,0.06,-0.06
2024-11-15,SA307616362,LDEBIT,GW-NIMBUS,VOID,3,153.55,SAR,0.0,0.17,-0.17
2025-11-09,EG783358166,CARD,GW-ATLAS,Voided,1,290.2,EGP,0.0,1.02,-1.02
2025-01-24,SA912413819,CARD,GW-ORION,Failed,59,1973.44,SAR,0.0,2.66,-2.66
2024-12-27,SA779172798,TOKEN,GW-ORION,Failed,1,144.08,SAR,0.0,0.04,-0.04
2026-05-16,SA652243125,BNPL,GW-ATLAS,Failed,1,99.19,SAR,0.0,0.08,-0.08
2026-01-12,EG611254298,CARD,GW-ATLAS,Refunded,1,386.03,EGP,0.0,7.58,-7.58
2025-04-20,EG266138287,LDEBIT,GW-NILE,SETTLED,12,3498.51,EGP,68.35,35.05,33.3
2024-10-15,AE970872555,BNPL,GW-ATLAS,Failed,3,331.28,AED,0.0,0.22,-0.22
2026-04-07,AE368709978,TOKEN,GW-ORION,Success,26,1762.94,AED,52.42,29.13,23.29
2025-03-17,SA385404287,LDEBIT,GW-NIMBUS,Refunded,1,30.44,SAR,0.0,0.56,-0.56
2025-07-10,EG967183698,WALLET,GW-NILE,Success,1807,630469.79,EGP,9077.77,8280.96,796.81
2026-02-16,EG770407516,CARD,GW-NILE,Failed,137,40098.38,EGP,0.0,56.23,-56.23
2025-11-29,SA764037736,CARD,GW-ORION,Voided,5,1109.02,SAR,0.0,0.22,-0.22
2026-05-09,SA729864911,TOKEN,GW-ATLAS,Success,4,1043.98,SAR,27.07,16.9,10.17
2025-09-27,EG450716760,CARD,GW-NILE,CAPTURED,4,11900.5,EGP,289.75,155.39,134.36
2026-05-16,AE713987880,LDEBIT,GW-NIMBUS,Failed,1,143.37,AED,0.0,0.06,-0.06
2025-02-09,EG465172400,WALLET,GW-NILE,Success,1,1169.0,EGP,23.6,11.19,12.41
2025-05-15,SA267227056,LDEBIT,GW-NIMBUS,Voided,3,860.26,SAR,0.0,0.17,-0.17
2025-12-13,SA517497912,CARD,GW-NIMBUS,Voided,1,47.6,SAR,0.0,0.06,-0.06
2026-05-06,SA939182412,LDEBIT,GW-NIMBUS,Success,43,1799.94,SAR,30.07,15.36,14.71
2025-05-28,AE632922055,CARD,GW-NIMBUS,Success,5,74318.47,AED,1120.52,1004.49,116.03
2026-05-19,SA559191767,CARD,GW-ATLAS,Failed,1,928.77,SAR,0.0,0.08,-0.08
2024-09-22,SA776589285,CARD,GW-ORION,Success,14,2601.17,SAR,65.26,36.47,28.79
2025-02-02,SA502327003,BNPL,GW-ATLAS,Failed,1,180.14,SAR,0.0,0.08,-0.08
2025-03-14,EG538857731,TOKEN,GW-NILE,Refunded,1,1003.57,EGP,0.0,7.41,-7.41
2026-03-05,SA407055199,TOKEN,GW-NIMBUS,Refunded,2,238.26,SAR,0.0,1.12,-1.12
2025-11-05,EG453339370,CARD,GW-NILE,Success,6,12620.24,EGP,318.21,169.54,148.67
2025-05-05,EG552283131,WALLET,GW-NILE,Success,2,9408.69,EGP,185.83,79.7,106.13
2026-05-06,AE713987880,LDEBIT,GW-NIMBUS,Captured,16,2469.77,AED,32.55,13.76,18.79
2026-02-06,SA897535524,TOKEN,GW-NIMBUS,Success,1,1000.68,SAR,24.31,14.25,10.06
2025-02-03,EG998632198,BNPL,GW-NILE,Success,13,21288.97,EGP,912.23,618.23,294.0
2024-12-22,SA138962665,CARD,GW-ORION,Success,15,2881.21,SAR,77.04,40.28,36.76
2025-12-18,AE608679106,LDEBIT,GW-NIMBUS,Failed,3,148.49,AED,0.0,0.17,-0.17
2025-03-06,EG486344028,CARD,GW-ATLAS,Success,140,43966.01,EGP,1710.96,1152.77,558.19
2024-12-08,SA147303844,CARD,GW-ORION,Success,50,8386.68,SAR,220.28,118.67,101.61
2026-02-18,AE201167720,CARD,GW-ORION,Success,2,10864.37,AED,178.58,139.72,38.86
2026-03-22,SA247197710,CARD,GW-ATLAS,Refunded,1,335.13,SAR,0.0,0.56,-0.56
2025-11-07,EG696983188,LDEBIT,GW-NILE,Failed,4,1362.41,EGP,0.0,1.63,-1.63
2025-04-11,SA168621990,LDEBIT,GW-NIMBUS,Voided,1,105.38,SAR,0.0,0.06,-0.06
2025-07-16,EG537155658,WALLET,GW-NILE,Voided,1,225.97,EGP,0.0,0.4,-0.4
2026-03-10,EG799496821,CARD,GW-NILE,Failed,30,26515.67,EGP,0.0,12.38,-12.38
2025-03-12,SA939182412,LDEBIT,GW-NIMBUS,Failed,4,153.49,SAR,0.0,0.22,-0.22
2025-09-08,EG799575469,CARD,GW-ATLAS,Voided,1,376.6,EGP,0.0,1.02,-1.02
2025-11-14,EG217500923,CARD,GW-ATLAS,Failed,5,3098.16,EGP,0.0,5.1,-5.1
