merchant_key,mid,merchant_name,country_code,segment,vertical,integration_type,account_manager,lifecycle_status,live_date,last_txn_date,gmv_last_3m,gmv_prior_3m,gmv_fy26,revenue_fy26,gp_fy26,leakage_fy26,success_last_3m,failed_last_3m,gmv_change_3m_pct,health_status,success_rate_last_3m,flag_negative_gp,flag_billing_leakage,flag_low_success_rate,flag_declining,flag_inactive,flag_never_transacted,alert_count,as_of_month
177,OM954248664,Coral Grill,OM,Online,Food & Beverage,E-commerce Plugin,Salim Al-Harthy,Active,2021-11-17,2026-06-30,34254.929000000004,35032.1194,137383.7718,3547.7492,1324.6875,0.44300000000009715,1904.0,189.0,-0.022185080814722258,Stable,0.9096989966555183,0,0,0,0,0,0,0,202606
178,EG352362522,Urban Care,EG,SME,Healthcare,Payment Links,Nadia Fouad,Active,2021-11-20,2026-06-29,22121.9807,23507.1165,85025.7606,1891.525,928.0351,0.0012999999999862106,843.0,125.0,-0.058924104962001615,Stable,0.8708677685950413,0,0,0,0,0,0,0,202606
179,SA485114821,Golden Cloud,SA,Online,Digital Services,Direct API,Reem Al-Ghamdi,Churned,2022-03-02,2025-06-30,0.0,0.0,0.0,0.0,-0.7464999999999999,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
180,AE878919871,Royal Basket,AE,Online,E-commerce,Hosted Checkout,Yousef Al-Marri,Active,2021-12-18,2026-06-30,1043506.0935,1017314.1106,4006730.9791,103112.123,33814.427800000005,0.0354999999981372,17345.0,2253.0,0.02574621016959277,Stable,0.8850392897234411,0,0,0,0,0,0,0,202606
181,AE301462734,Oasis Kitchen,AE,SME,Food & Beverage,POS Terminal,Layla Haddad,Active,2021-12-03,2026-06-30,34504.8502,39816.757300000005,164147.97590000002,5027.411499999999,2307.9409,-0.03409999999990979,2946.0,223.0,-0.13340883236616569,Stable,0.9296307983591038,0,0,0,0,0,0,0,202606
182,EG573406141,Falcon Market,EG,SME,Retail,POS Terminal,Nadia Fouad,Active,2021-11-08,2026-06-30,11060.9974,10850.3755,41713.5742,1074.6347,528.4454000000001,0.00020000000003499998,669.0,68.0,0.01941148488363376,Stable,0.9077340569877883,0,0,0,0,0,0,0,202606
183,SA391765371,Crescent Schools,SA,Online,Unclassified,E-commerce Plugin,Reem Al-Ghamdi,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
184,EG624580946,Sand Digital,EG,Online,Digital Services,Hosted Checkout,Mai Ragab,Active,2021-12-03,2026-06-30,303053.0179,280411.0425,1073756.4482999998,43697.530399999996,16154.6562,-0.0003000000001522243,70972.0,13373.0,0.08074566250364408,Stable,0.8414488114292489,0,0,1,0,0,0,1,202606
185,EG283786715,Green Market,EG,SME,Retail,POS Terminal,Hany Soliman,Churned,2021-12-21,2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
186,AE563552817,Urban Market,AE,SME,Retail,Payment Links,Yousef Al-Marri,Churned,2021-11-28,2025-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
187,EG875318556,Urban Stores,EG,SME,Retail,Hosted Checkout,Hany Soliman,Churned,2022-01-02,2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
188,SA749593761,Oasis Outlet,SA,SME,Retail,Payment Links,Omar Al-Anazi,Live - never transacted,2021-11-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
189,SA534917472,Bright Bakery,SA,SME,Food & Beverage,POS Terminal,Omar Al-Anazi,Active,2021-12-30,2026-06-30,21473.3015,20930.7248,77783.09939999999,2206.1839999999997,959.2682,-0.024100000000032595,2178.0,157.0,0.025922499348899827,Stable,0.932762312633833,0,0,0,0,0,0,0,202606
190,SA416884588,Coral Cart,SA,Online,E-commerce,Direct API,Reem Al-Ghamdi,Active,2022-01-12,2026-06-30,506635.36720000004,488022.17949999997,1917366.3448,43901.272399999994,15858.9307,0.010999999999512301,9132.0,1207.0,0.03814004461655839,Stable,0.8832575684302156,0,0,0,0,0,0,0,202606
191,SA954952952,Bright Streaming,SA,Online,Digital Services,E-commerce Plugin,Turki Al-Shammari,Active,2021-12-24,2026-06-30,1300672.6825,1209782.5846,4632072.1311,124575.32940000002,50055.83520000001,0.0015999999995983973,111702.0,13324.0,0.07512928277939451,Stable,0.8934301665253628,0,0,0,0,0,0,0,202606
192,EG799440003,Coral Traders,EG,B2B,Distribution & Wholesale,Payment Links,Nadia Fouad,Active,2021-12-08,2026-06-30,2512978.4641,2182692.9220000003,8538897.4724,121726.81349999999,29235.207800000004,-0.0017999999990931767,1922.0,240.0,0.15132020577469013,Stable,0.8889916743755781,0,0,0,0,0,0,0,202606
193,SA683492515,Bright Outlet,SA,SME,Retail,Payment Links,Turki Al-Shammari,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
194,EG231422873,Metro EdTech,EG,Online,Education,Direct API,Karim Ezzat,Active,2022-02-16,2026-06-30,26437.5907,38551.7803,166513.31499999997,3804.3226,1243.9071,-0.0025999999998586984,222.0,34.0,-0.31423165170922074,Declining,0.8671875,0,0,0,1,0,0,1,202606
195,SA845331728,Horizon Hotels,SA,Online,Travel & Hospitality,Hosted Checkout,Reem Al-Ghamdi,Active,2022-01-15,2026-06-30,16419.2295,16636.4934,72812.0639,1364.0505,544.5223000000001,-0.0003000000000527997,55.0,5.0,-0.013059476824605244,Stable,0.9166666666666666,0,0,0,0,0,0,0,202606
196,EG284431976,Crescent Boutique,EG,SME,Retail,POS Terminal,Mai Ragab,Active,2022-01-11,2026-06-30,19924.8808,21422.4911,82746.95659999999,1926.2118000000003,896.0326,0.00040000000004169995,1177.0,112.0,-0.06990831705842092,Stable,0.91311093871218,0,0,0,0,0,0,0,202606
197,EG823617801,Swift Bakery,EG,SME,Food & Beverage,POS Terminal,Nadia Fouad,Active,2022-01-09,2026-06-30,16133.2873,14520.3105,58034.12789999999,1952.3640000000003,891.9062,-0.0003999999999846999,2743.0,309.0,0.11108418101665253,Stable,0.8987549148099607,0,0,0,0,0,0,0,202606
198,AE932795909,Oasis Pharmacy,AE,Enterprise,Healthcare,E-commerce Plugin,Layla Haddad,Active,2021-12-28,2026-06-30,3673314.2901,5787560.0356,26950961.235,573053.3037,187454.9928,-0.003700000012031502,46780.0,4039.0,-0.3653086503630221,Declining,0.9205218520632047,0,0,0,1,0,0,1,202606
199,EG816834588,Green Clinics,EG,SME,Healthcare,Payment Links,Karim Ezzat,Dormant,2021-12-31,2026-04-30,2275.9032,6325.8724,20144.4008,401.7713,193.0902,0.0024000000000083,52.0,8.0,-0.640223030739602,Dormant,0.8666666666666667,0,0,0,0,1,0,1,202606
200,AE520556972,Palm Telecom,AE,B2B,Telecom & Utilities,Payment Links,Layla Haddad,Active,2022-01-02,2026-06-30,809006.8756,794758.9923,3417740.7759000002,47479.3937,-169.88699999999963,-0.0240999999996344,21545.0,2361.0,0.017927300525115413,Stable,0.9012381828829582,1,0,0,0,0,0,1,202606
201,AE333371080,Zenith Consulting,AE,SME,Professional Services,Payment Links,Layla Haddad,Active,2022-01-05,2026-06-30,55724.0873,55433.3639,234241.12279999998,5060.5828,2376.0843,0.0349999999999112,641.0,58.0,0.005244556338389606,Stable,0.9170243204577968,0,0,0,0,0,0,0,202606
202,SA205739809,Amber Cafe,SA,SME,Food & Beverage,POS Terminal,Turki Al-Shammari,Active,2022-01-30,2026-06-30,40184.0082,60161.389500000005,199433.06699999998,5893.355600000001,2584.7096,0.0013999999997052993,4125.0,361.0,-0.33206316320204016,Declining,0.9195274186357557,0,0,0,1,0,0,1,202606
203,SA545085858,Falcon Mart,SA,SME,Retail,Payment Links,Turki Al-Shammari,Live - never transacted,2022-01-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
204,SA196173797,Swift Stores,SA,SME,Retail,POS Terminal,Turki Al-Shammari,Active,2022-02-20,2026-06-30,44257.101200000005,48094.4449,186626.4954,4165.2216,1749.6817999999998,0.006500000000016798,1911.0,177.0,-0.07978767003088952,Stable,0.9152298850574713,0,0,0,0,0,0,0,202606
205,EG275709942,Cedar Deals,EG,Enterprise,E-commerce,POS Terminal,Mai Ragab,Active,2022-02-21,2026-06-30,743226.8545,777950.5749000001,3140472.6067999997,40981.49089999999,4472.713400000001,-0.0005000000005566241,24246.0,2042.0,-0.04463486694442457,Stable,0.9223219720024346,0,0,0,0,0,0,0,202606
206,EG911025364,Nova Bakery,EG,SME,Food & Beverage,Hosted Checkout,Nadia Fouad,Active,2022-02-08,2026-06-30,29094.1814,31088.1446,130072.4609,5597.2918,2519.0475,0.0012000000002102,6673.0,787.0,-0.0641390223075583,Stable,0.8945040214477212,0,0,0,0,0,0,0,202606
207,EG165126097,Palm Basket,EG,Online,E-commerce,Direct API,Mai Ragab,Active,2022-04-14,2026-06-30,6611.093,7641.4116,30426.631599999997,836.6546000000001,308.12289999999996,-0.0018000000000381823,283.0,49.0,-0.13483354305898146,Stable,0.8524096385542169,0,0,0,0,0,0,0,202606
208,AE678947423,Golden Shop,AE,Online,E-commerce,Hosted Checkout,Layla Haddad,Churned,2022-03-07,2025-10-31,0.0,0.0,88849.2443,2255.2693,840.1244,-0.0156999999999243,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
209,EG744158614,Zenith Basket,EG,Online,E-commerce,Direct API,Mai Ragab,Active,2022-02-28,2026-06-30,34276.3629,36216.265,143026.32679999998,3762.5813000000003,1604.5898000000002,0.0002999999999813022,1122.0,118.0,-0.05356438881811803,Stable,0.9048387096774193,0,0,0,0,0,0,0,202606
210,EG207904094,Oasis Wholesale,EG,B2B,Distribution & Wholesale,Payment Links,Karim Ezzat,Live - never transacted,2022-02-08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
211,SA794064500,Cedar Online,SA,Online,E-commerce,Direct API,Turki Al-Shammari,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
212,AE346681166,Urban Shop,AE,Online,E-commerce,E-commerce Plugin,Layla Haddad,Active,2022-02-19,2026-06-30,997911.4467,1028072.114,4169183.1863,103191.8267,38660.7541,-0.04490000000259871,25326.0,2977.0,-0.029337112532555255,Stable,0.894816803872381,0,0,0,0,0,0,0,202606
213,EG622517179,Golden Bakery,EG,SME,Food & Beverage,E-commerce Plugin,Hany Soliman,Active,2022-02-18,2026-06-30,16274.8004,17799.841800000002,65087.147300000004,2004.8294,970.5290999999999,-0.0021000000000126998,1796.0,175.0,-0.08567724461461235,Stable,0.9112125824454591,0,0,0,0,0,0,0,202606
214,EG728979434,Crescent Services,EG,SME,Professional Services,POS Terminal,Hany Soliman,Churned,2022-03-13,2025-09-30,0.0,0.0,24398.912399999997,521.4008,224.3983,0.0013999999999611001,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
215,EG105628327,Green Online,EG,Online,E-commerce,Hosted Checkout,Karim Ezzat,Live - never transacted,2022-02-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
216,OM713381935,Horizon Schools,OM,Online,Education,Hosted Checkout,Salim Al-Harthy,Active,2022-03-14,2026-06-30,56082.939,71810.2991,257922.67979999998,5696.254600000001,2387.0517,-0.11310000000020148,276.0,52.0,-0.21901259703846582,Stable,0.8414634146341463,0,0,1,0,0,0,1,202606
217,AE339334302,Silver Supply,AE,B2B,Distribution & Wholesale,Direct API,Yousef Al-Marri,Active,2022-03-30,2026-06-30,1007423.4554000001,1391017.6530000002,5212335.942799999,30598.885799999993,10909.0865,0.004500000001144,397.0,18.0,-0.27576515421835557,Declining,0.9566265060240964,0,0,0,1,0,0,1,202606
218,EG935471821,Silver Kitchen,EG,SME,Food & Beverage,Payment Links,Nadia Fouad,Live - never transacted,2022-02-12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
219,EG768201701,Bright Roastery,EG,SME,Food & Beverage,POS Terminal,Mai Ragab,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
220,EG998632198,Prime Cart,EG,Online,E-commerce,Hosted Checkout,Hany Soliman,Active,2022-03-21,2026-06-30,360026.9825,351446.0391,1364884.8857,33098.641,13929.2129,-0.004599999999299701,11399.0,1529.0,0.02441610502134121,Stable,0.8817295792079208,0,0,0,0,0,0,0,202606
221,EG286990334,Amber Wholesale,EG,B2B,Distribution & Wholesale,Payment Links,Hany Soliman,Active,2022-02-21,2026-06-30,905320.2657,863017.1653,3392635.66,47770.17900000001,16124.733099999998,0.0010000000002035473,476.0,45.0,0.04901768134043393,Stable,0.9136276391554703,0,0,0,0,0,0,0,202606
222,EG839115780,Golden Institute,EG,SME,Education,POS Terminal,Karim Ezzat,Active,2022-03-04,2026-06-30,168275.71310000002,182335.3935,687907.4273999999,14329.5548,6475.4655999999995,0.0028000000005477016,1672.0,214.0,-0.07710889328790672,Stable,0.8865323435843054,0,0,0,0,0,0,0,202606
223,AE782539735,Urban Cloud,AE,Online,Digital Services,Hosted Checkout,Layla Haddad,Active,2022-03-30,2026-06-30,283767.7796,267019.83160000003,1028791.6658,31461.0377,11452.5063,0.034100000000762375,24937.0,2187.0,0.06272173830552281,Stable,0.9193702993658752,0,0,0,0,0,0,0,202606
224,OM362279591,Nova Tours,OM,Online,Travel & Hospitality,Direct API,Salim Al-Harthy,Active,2022-04-21,2026-06-28,15306.372199999998,14655.396700000001,72475.6829,1526.3975,616.5937,0.06260000000003892,52.0,4.0,0.04441882490973423,Stable,0.9285714285714286,0,0,0,0,0,0,0,202606
225,AE605101733,Urban Pharmacy,AE,SME,Healthcare,Payment Links,Yousef Al-Marri,Live - never transacted,2022-03-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
226,EG987489356,Sand Cloud,EG,Online,Digital Services,Hosted Checkout,Karim Ezzat,Active,2022-03-08,2026-06-30,2873150.7188,2673023.9037,10361772.102699999,362316.49419999996,128588.03689999999,0.0015999999923222998,483523.0,68643.0,0.07486907050213214,Stable,0.8756841239772097,0,0,0,0,0,0,0,202606
227,EG933744774,Oasis Freight,EG,B2B,Logistics,Direct API,Nadia Fouad,Active,2022-06-22,2026-06-30,523954.3979999999,406685.2312,1773024.248,11154.8204,2780.232,-0.001700000000254996,1255.0,37.0,0.28835364012107245,Growing,0.9713622291021672,0,0,0,0,0,0,0,202606
228,AE123781768,Sand Bakery,AE,Enterprise,Food & Beverage,POS Terminal,Layla Haddad,Active,2022-04-02,2026-06-30,939820.2916000001,1007305.2173000001,3836815.7959,58884.1755,-1259.7246,0.014300000000730497,69339.0,5267.0,-0.06699550894900345,Stable,0.9294024609280754,1,0,0,0,0,0,1,202606
229,OM509470813,Blue EdTech,OM,SME,Education,Direct API,Salim Al-Harthy,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
230,AE174460555,Blue Online,AE,Online,E-commerce,Direct API,Layla Haddad,Active,2022-04-14,2026-06-30,11043.457699999999,14079.8697,62027.4609,1618.8828,693.3699,-0.037399999999891395,232.0,18.0,-0.21565625710300432,Stable,0.928,0,0,0,0,0,0,0,202606
231,EG613159214,Pearl Telecom,EG,B2B,Telecom & Utilities,Payment Links,Hany Soliman,Active,2022-03-13,2026-06-30,288631.587,301524.9965,1232110.655,28546.5628,6825.5877,0.0004999999994196264,14998.0,800.0,-0.04276066544950614,Stable,0.9493606785669072,0,0,0,0,0,0,0,202606
232,OM765991018,Metro Medical,OM,SME,Healthcare,Direct API,Salim Al-Harthy,Active,2022-05-26,2026-06-30,4474.8768,3199.9216,15674.642600000001,371.6774,167.8553,-0.01949999999999371,79.0,4.0,0.3984332616149095,Stable,0.9518072289156626,0,0,0,0,0,0,0,202606
233,EG235600888,Bright EdTech,EG,Online,Education,E-commerce Plugin,Karim Ezzat,Active,2022-03-22,2026-06-30,46782.3348,61651.922000000006,233284.258,4917.187,2053.7722999999996,0.0005000000000448589,346.0,59.0,-0.24118610933167675,Stable,0.854320987654321,0,0,0,0,0,0,0,202606
234,EG485824653,Amber Supply,EG,B2B,Distribution & Wholesale,Payment Links,Nadia Fouad,Live - never transacted,2022-03-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
235,AE707625102,Golden Services,AE,SME,Unclassified,POS Terminal,Yousef Al-Marri,Active,2022-03-31,2026-06-29,100530.63810000001,100538.6091,402483.14499999996,8886.5055,3840.2840000000006,0.000899999999887705,1300.0,110.0,-7.928297468350847e-05,Stable,0.9219858156028369,0,0,0,0,0,0,0,202606
236,EG656793347,Zenith Supply,EG,B2B,Distribution & Wholesale,Payment Links,Mai Ragab,Active,2022-03-20,2026-06-29,3679870.9193,1996052.2086999998,10734311.6474,147553.32690000001,31183.8235,-0.00040000000262788767,2394.0,382.0,0.8435744833030431,Growing,0.8623919308357348,0,0,0,0,0,0,0,202606
237,SA796857151,Green Journeys,SA,Online,Travel & Hospitality,Direct API,Turki Al-Shammari,Active,2022-06-21,2026-06-30,453496.6004,311933.787,1482764.2214,31677.544100000003,11442.806099999998,0.059499999998933496,836.0,143.0,0.45382327692511226,Growing,0.8539325842696629,0,0,0,0,0,0,0,202606
238,AE162515553,Royal Travel,AE,Online,Travel & Hospitality,Hosted Checkout,Layla Haddad,Active,2022-04-07,2026-06-30,184984.9989,118049.4755,592628.9517999999,13424.241,5575.3078,-0.0042000000004236,481.0,62.0,0.5670124591108412,Growing,0.8858195211786372,0,0,0,0,0,0,0,202606
239,OM667112904,Crescent Roastery,OM,SME,Food & Beverage,POS Terminal,Salim Al-Harthy,Active,2022-04-19,2026-06-30,63609.0246,62151.4432,236723.64030000003,7480.883300000001,3005.1178,0.2752999999999014,8107.0,800.0,0.023452092581496088,Stable,0.9101830021331537,0,0,0,0,0,0,0,202606
240,SA508515348,Bright Basket,SA,Online,E-commerce,Direct API,Reem Al-Ghamdi,Active,2022-04-30,2026-06-30,441029.63239999994,508610.6394,2104417.1188000003,50903.6052,20149.725499999997,-0.018199999999069398,8923.0,996.0,-0.1328737579688154,Stable,0.8995866518802299,0,0,0,0,0,0,0,202606
241,EG799575469,Horizon Apps,EG,Online,Digital Services,Direct API,Nadia Fouad,Active,2022-06-19,2026-06-30,47262.856700000004,48298.069800000005,192675.9417,6437.0335,2502.1391,-0.0008999999998306982,6352.0,894.0,-0.02143383999167604,Stable,0.8766215843223848,0,0,0,0,0,0,0,202606
242,SA190250693,Zenith Institute,SA,SME,Education,POS Terminal,Reem Al-Ghamdi,Active,2022-05-05,2026-06-30,23025.206000000002,25595.6214,106691.1176,2101.8160999999996,978.0881,-0.014100000000041798,101.0,4.0,-0.10042402799410051,Stable,0.9619047619047619,0,0,0,0,0,0,0,202606
243,SA575207038,Falcon Cargo,SA,B2B,Logistics,Payment Links,Reem Al-Ghamdi,Active,2022-04-17,2026-06-30,155653.2611,190769.80020000003,695235.0401000001,3891.8909000000003,1343.301,-0.0252999999997029,185.0,5.0,-0.18407808292079986,Stable,0.9736842105263158,0,0,0,0,0,0,0,202606
244,EG508110442,Palm Distribution,EG,B2B,Distribution & Wholesale,Payment Links,Nadia Fouad,Active,2022-04-17,2026-06-30,90193.5883,81949.8511,330284.178,2039.3071,516.6517000000001,0.0003999999999990001,76.0,5.0,0.1005949015080029,Stable,0.9382716049382716,0,0,0,0,0,0,0,202606
245,EG259754316,Coral Games,EG,Online,Digital Services,Direct API,Mai Ragab,Active,2022-07-06,2026-06-30,81367.8193,81361.2625,324621.96469999995,10478.875999999998,3036.8514000000005,0.0013999999999893984,10749.0,1991.0,8.058871996984746e-05,Stable,0.8437205651491366,0,0,1,0,0,0,1,202606
246,EG550259154,Royal Cloud,EG,Online,Digital Services,Direct API,Mai Ragab,Active,2022-06-20,2026-06-30,18777.3686,18493.8906,75224.10579999999,2464.9315999999994,847.446,-0.0014999999999928998,2871.0,389.0,0.015328197085798854,Stable,0.8806748466257669,0,0,0,0,0,0,0,202606
247,SA352518639,Horizon Legal,SA,B2B,Professional Services,Direct API,Turki Al-Shammari,Active,2022-07-07,2026-06-30,1110127.9761,1430319.9412,5336661.619100001,43495.9838,9409.1724,-0.0104000000001177,10012.0,578.0,-0.22386037967936562,Stable,0.9454202077431539,0,0,0,0,0,0,0,202606
248,SA716580826,Royal Roastery,SA,SME,Food & Beverage,POS Terminal,Omar Al-Anazi,Active,2022-05-12,2026-06-29,60220.579,70129.0502,266927.46900000004,7587.2586999999985,3092.5984,0.002199999999902513,5089.0,411.0,-0.1412891115984343,Stable,0.9252727272727272,0,0,0,0,0,0,0,202606
249,EG246247584,Urban Services,EG,B2B,Professional Services,Payment Links,Karim Ezzat,Live - never transacted,2022-05-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
250,AE889475271,Sand Kitchen,AE,SME,Food & Beverage,POS Terminal,Layla Haddad,Active,2022-05-25,2026-06-30,73010.02600000001,78689.1822,285263.4926,8378.0357,3548.5068999999994,-0.008400000000165,6086.0,368.0,-0.07217200689118336,Stable,0.9429810969941121,0,0,0,0,0,0,0,202606
251,EG584658548,Horizon Bakery,EG,SME,Food & Beverage,Payment Links,Karim Ezzat,Live - never transacted,2022-05-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
252,SA577673991,Crescent Labs,SA,SME,Healthcare,E-commerce Plugin,Omar Al-Anazi,Active,2022-05-11,2026-06-29,53797.3968,47767.021199999996,204242.30919999996,5270.7277,2247.5838000000003,-0.0352000000001451,1174.0,126.0,0.12624558635864877,Stable,0.9030769230769231,0,0,0,0,0,0,0,202606
253,SA251636450,Nova Kitchen,SA,SME,Food & Beverage,Hosted Checkout,Omar Al-Anazi,Active,2022-06-07,2026-06-30,59793.2133,60650.3572,232741.29869999998,6033.7294999999995,2604.2482,-0.0104999999998086,3485.0,349.0,-0.014132544960510068,Stable,0.9089723526343245,0,0,0,0,0,0,0,202606
254,EG237932689,Green Kitchen,EG,SME,Food & Beverage,Direct API,Hany Soliman,Active,2022-07-20,2026-06-30,8107.9492,7577.8073,31309.629799999995,1008.8702,462.7206,0.002100000000027,942.0,108.0,0.06995980222405491,Stable,0.8971428571428571,0,0,0,0,0,0,0,202606
255,EG310107271,Palm Partners,EG,SME,Professional Services,POS Terminal,Nadia Fouad,Churned,2022-06-07,2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
256,EG309629254,Falcon Freight,EG,B2B,Logistics,Payment Links,Mai Ragab,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
257,AE584770998,Zenith Boutique,AE,SME,Retail,Payment Links,Yousef Al-Marri,Churned,2022-05-28,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Churned,,0,0,0,0,1,0,1,202606
258,EG614021979,Coral Power,EG,B2B,Telecom & Utilities,Payment Links,Nadia Fouad,Live - never transacted,2022-05-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
259,EG509980512,Swift Kitchen,EG,Online,Food & Beverage,E-commerce Plugin,Nadia Fouad,Active,2022-06-02,2026-06-30,38704.544,42123.2638,159654.99630000003,5621.7246000000005,2448.5286000000006,0.0027999999999224,5670.0,845.0,-0.0811598981558499,Stable,0.8702993092862624,0,0,0,0,0,0,0,202606
260,AE937738745,Blue Market,AE,Enterprise,Retail,Payment Links,Layla Haddad,Live - never transacted,2022-05-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Live - never transacted,,0,0,0,0,0,1,1,202606
261,AE205330599,Silver Boutique,AE,SME,Retail,Direct API,Yousef Al-Marri,Active,2022-09-08,2026-06-30,19745.9364,24944.806399999998,105478.00510000001,2908.569,1362.8321,-0.0058999999999398,518.0,45.0,-0.20841492680416232,Stable,0.9200710479573713,0,0,0,0,0,0,0,202606
262,AE688405384,Horizon Cart,AE,Online,E-commerce,Direct API,Yousef Al-Marri,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
263,EG400875498,Prime Advisory,EG,SME,Professional Services,Payment Links,Mai Ragab,Active,2022-06-02,2026-06-30,89740.8299,84093.42,325377.94950000005,7265.2868,3864.6794,0.003599999999948898,1911.0,221.0,0.06715638274671192,Stable,0.8963414634146342,0,0,0,0,0,0,0,202606
264,AE360087333,Blue Digital,AE,Online,Digital Services,Direct API,Layla Haddad,Active,2022-06-30,2026-06-30,62353.7402,58974.393299999996,227991.4279,6925.3859999999995,2665.1288,-0.0031000000000174013,4746.0,547.0,0.05730193582169508,Stable,0.8966559607028151,0,0,0,0,0,0,0,202606
265,SA582972742,Green Medical,SA,SME,Healthcare,Payment Links,Reem Al-Ghamdi,Active,2022-05-31,2026-06-30,38556.1682,38440.8854,153973.7039,3588.392,1678.9362,0.0269000000000402,726.0,74.0,0.0029989631820499345,Stable,0.9075,0,0,0,0,0,0,0,202606
266,SA597581402,Green Cafe,SA,SME,Food & Beverage,Direct API,Turki Al-Shammari,Onboarding (not live),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Onboarding (not live),,0,0,0,0,0,0,0,202606
267,OM958516072,Crescent Trading,OM,B2B,Distribution & Wholesale,Payment Links,Salim Al-Harthy,Active,2022-06-01,2026-06-30,875925.2016,863629.1806,3399580.4418999995,45824.7855,4707.387599999999,0.04130000000031961,304.0,25.0,0.014237616417103341,Stable,0.9240121580547113,0,0,0,0,0,0,0,202606
268,EG304469248,Falcon Institute,EG,SME,Education,Payment Links,Karim Ezzat,Active,2022-06-10,2026-06-27,111387.00349999999,115391.15410000001,507417.8735,10160.629700000001,5083.24,0.0018999999999776021,1203.0,149.0,-0.03470067208557386,Stable,0.889792899408284,0,0,0,0,0,0,0,202606
269,EG249264164,Royal Pharmacy,EG,SME,Healthcare,POS Terminal,Nadia Fouad,Active,2022-06-23,2026-06-30,38042.7718,37338.768800000005,151452.47449999998,3641.5696000000003,1483.0349999999999,0.0004999999999880564,2127.0,194.0,0.018854478136943735,Stable,0.9164153382162861,0,0,0,0,0,0,0,202606
270,AE521533668,Nova Online,AE,Online,E-commerce,Direct API,Yousef Al-Marri,Active,2022-07-12,2026-06-30,37563.7575,39027.063,156515.4608,3927.8534,1705.4046,0.05800000000010579,500.0,59.0,-0.037494635453352,Stable,0.8944543828264758,0,0,0,0,0,0,0,202606
271,EG511893937,Cedar Medical,EG,SME,Healthcare,Direct API,Hany Soliman,Active,2022-10-08,2026-06-27,5153.6845,6439.6365000000005,26168.449400000005,617.7543999999999,288.5796,-0.00019999999998171432,178.0,26.0,-0.19969325908380078,Stable,0.8725490196078431,0,0,0,0,0,0,0,202606
