month_key,date_key,gateway,payment_method,decline_reason,failed_count
202411,20241101,GW-NIMBUS,LDEBIT,Issuer Decline,2823
202411,20241101,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,463
202411,20241101,GW-NIMBUS,TOKEN,3DS Authentication Failed,128
202411,20241101,GW-NIMBUS,TOKEN,Gateway Timeout,219
202411,20241101,GW-NIMBUS,TOKEN,Insufficient Funds,685
202411,20241101,GW-NIMBUS,TOKEN,Invalid Card / Account Data,273
202411,20241101,GW-NIMBUS,TOKEN,Issuer Decline,1098
202411,20241101,GW-NIMBUS,TOKEN,Risk / Fraud Rule,331
202411,20241101,GW-ORION,CARD,3DS Authentication Failed,7038
202411,20241101,GW-ORION,CARD,Gateway Timeout,2099
202411,20241101,GW-ORION,CARD,Insufficient Funds,7773
202411,20241101,GW-ORION,CARD,Invalid Card / Account Data,2800
202411,20241101,GW-ORION,CARD,Issuer Decline,11987
202411,20241101,GW-ORION,CARD,Risk / Fraud Rule,3459
202411,20241101,GW-ORION,TOKEN,3DS Authentication Failed,169
202411,20241101,GW-ORION,TOKEN,Gateway Timeout,251
202411,20241101,GW-ORION,TOKEN,Insufficient Funds,807
202411,20241101,GW-ORION,TOKEN,Invalid Card / Account Data,335
202411,20241101,GW-ORION,TOKEN,Issuer Decline,1324
202411,20241101,GW-ORION,TOKEN,Risk / Fraud Rule,397
202412,20241201,GW-ATLAS,BNPL,3DS Authentication Failed,424
202412,20241201,GW-ATLAS,BNPL,Gateway Timeout,372
202412,20241201,GW-ATLAS,BNPL,Insufficient Funds,781
202412,20241201,GW-ATLAS,BNPL,Invalid Card / Account Data,374
202412,20241201,GW-ATLAS,BNPL,Issuer Decline,369
202412,20241201,GW-ATLAS,BNPL,Risk / Fraud Rule,5344
202412,20241201,GW-ATLAS,CARD,3DS Authentication Failed,15845
202412,20241201,GW-ATLAS,CARD,Gateway Timeout,4605
202412,20241201,GW-ATLAS,CARD,Insufficient Funds,17055
202412,20241201,GW-ATLAS,CARD,Invalid Card / Account Data,6324
202412,20241201,GW-ATLAS,CARD,Issuer Decline,26941
202412,20241201,GW-ATLAS,CARD,Risk / Fraud Rule,7853
202412,20241201,GW-ATLAS,TOKEN,3DS Authentication Failed,268
202412,20241201,GW-ATLAS,TOKEN,Gateway Timeout,375
202412,20241201,GW-ATLAS,TOKEN,Insufficient Funds,1237
202412,20241201,GW-ATLAS,TOKEN,Invalid Card / Account Data,474
202412,20241201,GW-ATLAS,TOKEN,Issuer Decline,1911
202412,20241201,GW-ATLAS,TOKEN,Risk / Fraud Rule,609
202412,20241201,GW-NILE,BANKTR,Gateway Timeout,206
202412,20241201,GW-NILE,BANKTR,Insufficient Funds,293
202412,20241201,GW-NILE,BANKTR,Invalid Card / Account Data,339
202412,20241201,GW-NILE,BANKTR,Issuer Decline,90
202412,20241201,GW-NILE,BANKTR,Risk / Fraud Rule,47
202412,20241201,GW-NILE,BNPL,3DS Authentication Failed,66
202412,20241201,GW-NILE,BNPL,Gateway Timeout,85
202412,20241201,GW-NILE,BNPL,Insufficient Funds,161
202412,20241201,GW-NILE,BNPL,Invalid Card / Account Data,87
202412,20241201,GW-NILE,BNPL,Issuer Decline,80
202412,20241201,GW-NILE,BNPL,Risk / Fraud Rule,1180
202412,20241201,GW-NILE,CARD,3DS Authentication Failed,3945
202412,20241201,GW-NILE,CARD,Gateway Timeout,1200
202412,20241201,GW-NILE,CARD,Insufficient Funds,4349
202412,20241201,GW-NILE,CARD,Invalid Card / Account Data,1566
202412,20241201,GW-NILE,CARD,Issuer Decline,6897
202412,20241201,GW-NILE,CARD,Risk / Fraud Rule,2033
202412,20241201,GW-NILE,LDEBIT,3DS Authentication Failed,1469
202412,20241201,GW-NILE,LDEBIT,Gateway Timeout,967
202412,20241201,GW-NILE,LDEBIT,Insufficient Funds,5536
202412,20241201,GW-NILE,LDEBIT,Invalid Card / Account Data,1461
202412,20241201,GW-NILE,LDEBIT,Issuer Decline,4271
202412,20241201,GW-NILE,LDEBIT,Risk / Fraud Rule,710
202412,20241201,GW-NILE,TOKEN,3DS Authentication Failed,141
202412,20241201,GW-NILE,TOKEN,Gateway Timeout,284
202412,20241201,GW-NILE,TOKEN,Insufficient Funds,805
202412,20241201,GW-NILE,TOKEN,Invalid Card / Account Data,319
202412,20241201,GW-NILE,TOKEN,Issuer Decline,1357
202412,20241201,GW-NILE,TOKEN,Risk / Fraud Rule,422
202412,20241201,GW-NILE,WALLET,3DS Authentication Failed,6620
202412,20241201,GW-NILE,WALLET,Gateway Timeout,6425
202412,20241201,GW-NILE,WALLET,Insufficient Funds,15391
202412,20241201,GW-NILE,WALLET,Invalid Card / Account Data,4298
202412,20241201,GW-NILE,WALLET,Issuer Decline,8694
202412,20241201,GW-NILE,WALLET,Risk / Fraud Rule,2256
202412,20241201,GW-NIMBUS,BANKTR,Gateway Timeout,77
202412,20241201,GW-NIMBUS,BANKTR,Insufficient Funds,132
202412,20241201,GW-NIMBUS,BANKTR,Invalid Card / Account Data,122
202412,20241201,GW-NIMBUS,BANKTR,Issuer Decline,38
202412,20241201,GW-NIMBUS,BANKTR,Risk / Fraud Rule,16
202412,20241201,GW-NIMBUS,CARD,3DS Authentication Failed,7042
202412,20241201,GW-NIMBUS,CARD,Gateway Timeout,2043
202412,20241201,GW-NIMBUS,CARD,Insufficient Funds,7608
202412,20241201,GW-NIMBUS,CARD,Invalid Card / Account Data,2864
202412,20241201,GW-NIMBUS,CARD,Issuer Decline,11784
202412,20241201,GW-NIMBUS,CARD,Risk / Fraud Rule,3522
202412,20241201,GW-NIMBUS,LDEBIT,3DS Authentication Failed,916
202412,20241201,GW-NIMBUS,LDEBIT,Gateway Timeout,708
202412,20241201,GW-NIMBUS,LDEBIT,Insufficient Funds,3473
202412,20241201,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,901
202412,20241201,GW-NIMBUS,LDEBIT,Issuer Decline,2841
202412,20241201,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,490
202412,20241201,GW-NIMBUS,TOKEN,3DS Authentication Failed,142
202412,20241201,GW-NIMBUS,TOKEN,Gateway Timeout,205
202412,20241201,GW-NIMBUS,TOKEN,Insufficient Funds,699
202412,20241201,GW-NIMBUS,TOKEN,Invalid Card / Account Data,288
202412,20241201,GW-NIMBUS,TOKEN,Issuer Decline,1054
202412,20241201,GW-NIMBUS,TOKEN,Risk / Fraud Rule,334
202412,20241201,GW-ORION,CARD,3DS Authentication Failed,7193
202412,20241201,GW-ORION,CARD,Gateway Timeout,2114
202412,20241201,GW-ORION,CARD,Insufficient Funds,7688
202412,20241201,GW-ORION,CARD,Invalid Card / Account Data,2800
202412,20241201,GW-ORION,CARD,Issuer Decline,12309
202412,20241201,GW-ORION,CARD,Risk / Fraud Rule,3588
202412,20241201,GW-ORION,TOKEN,3DS Authentication Failed,161
202412,20241201,GW-ORION,TOKEN,Gateway Timeout,273
202412,20241201,GW-ORION,TOKEN,Insufficient Funds,835
202412,20241201,GW-ORION,TOKEN,Invalid Card / Account Data,314
202412,20241201,GW-ORION,TOKEN,Issuer Decline,1381
202412,20241201,GW-ORION,TOKEN,Risk / Fraud Rule,388
202501,20250101,GW-ATLAS,BNPL,3DS Authentication Failed,432
202501,20250101,GW-ATLAS,BNPL,Gateway Timeout,406
202501,20250101,GW-ATLAS,BNPL,Insufficient Funds,853
202501,20250101,GW-ATLAS,BNPL,Invalid Card / Account Data,420
202501,20250101,GW-ATLAS,BNPL,Issuer Decline,424
202501,20250101,GW-ATLAS,BNPL,Risk / Fraud Rule,6013
202501,20250101,GW-ATLAS,CARD,3DS Authentication Failed,16501
202501,20250101,GW-ATLAS,CARD,Gateway Timeout,4948
202501,20250101,GW-ATLAS,CARD,Insufficient Funds,17995
202501,20250101,GW-ATLAS,CARD,Invalid Card / Account Data,6468
202501,20250101,GW-ATLAS,CARD,Issuer Decline,27857
202501,20250101,GW-ATLAS,CARD,Risk / Fraud Rule,8430
202501,20250101,GW-ATLAS,TOKEN,3DS Authentication Failed,276
202501,20250101,GW-ATLAS,TOKEN,Gateway Timeout,364
202501,20250101,GW-ATLAS,TOKEN,Insufficient Funds,1249
202501,20250101,GW-ATLAS,TOKEN,Invalid Card / Account Data,554
202501,20250101,GW-ATLAS,TOKEN,Issuer Decline,2058
202501,20250101,GW-ATLAS,TOKEN,Risk / Fraud Rule,596
202501,20250101,GW-NILE,BANKTR,Gateway Timeout,111
202501,20250101,GW-NILE,BANKTR,Insufficient Funds,180
202501,20250101,GW-NILE,BANKTR,Invalid Card / Account Data,187
202501,20250101,GW-NILE,BANKTR,Issuer Decline,55
202501,20250101,GW-NILE,BANKTR,Risk / Fraud Rule,28
202501,20250101,GW-NILE,BNPL,3DS Authentication Failed,95
202501,20250101,GW-NILE,BNPL,Gateway Timeout,78
202501,20250101,GW-NILE,BNPL,Insufficient Funds,171
202501,20250101,GW-NILE,BNPL,Invalid Card / Account Data,61
202501,20250101,GW-NILE,BNPL,Issuer Decline,79
202501,20250101,GW-NILE,BNPL,Risk / Fraud Rule,1118
202501,20250101,GW-NILE,CARD,3DS Authentication Failed,3845
202501,20250101,GW-NILE,CARD,Gateway Timeout,1174
202501,20250101,GW-NILE,CARD,Insufficient Funds,4389
202501,20250101,GW-NILE,CARD,Invalid Card / Account Data,1507
202501,20250101,GW-NILE,CARD,Issuer Decline,6539
202501,20250101,GW-NILE,CARD,Risk / Fraud Rule,1952
202501,20250101,GW-NILE,LDEBIT,3DS Authentication Failed,1421
202501,20250101,GW-NILE,LDEBIT,Gateway Timeout,1060
202501,20250101,GW-NILE,LDEBIT,Insufficient Funds,5511
202501,20250101,GW-NILE,LDEBIT,Invalid Card / Account Data,1455
202501,20250101,GW-NILE,LDEBIT,Issuer Decline,4336
202501,20250101,GW-NILE,LDEBIT,Risk / Fraud Rule,736
202501,20250101,GW-NILE,TOKEN,3DS Authentication Failed,146
202501,20250101,GW-NILE,TOKEN,Gateway Timeout,260
202501,20250101,GW-NILE,TOKEN,Insufficient Funds,788
202501,20250101,GW-NILE,TOKEN,Invalid Card / Account Data,325
202501,20250101,GW-NILE,TOKEN,Issuer Decline,1268
202501,20250101,GW-NILE,TOKEN,Risk / Fraud Rule,365
202501,20250101,GW-NILE,WALLET,3DS Authentication Failed,6711
202501,20250101,GW-NILE,WALLET,Gateway Timeout,6610
202501,20250101,GW-NILE,WALLET,Insufficient Funds,15487
202501,20250101,GW-NILE,WALLET,Invalid Card / Account Data,4407
202501,20250101,GW-NILE,WALLET,Issuer Decline,8919
202501,20250101,GW-NILE,WALLET,Risk / Fraud Rule,2198
202501,20250101,GW-NIMBUS,BANKTR,Gateway Timeout,112
202501,20250101,GW-NIMBUS,BANKTR,Insufficient Funds,148
202501,20250101,GW-NIMBUS,BANKTR,Invalid Card / Account Data,184
202501,20250101,GW-NIMBUS,BANKTR,Issuer Decline,55
202501,20250101,GW-NIMBUS,BANKTR,Risk / Fraud Rule,25
202501,20250101,GW-NIMBUS,CARD,3DS Authentication Failed,6449
202501,20250101,GW-NIMBUS,CARD,Gateway Timeout,1909
202501,20250101,GW-NIMBUS,CARD,Insufficient Funds,7067
202501,20250101,GW-NIMBUS,CARD,Invalid Card / Account Data,2539
202501,20250101,GW-NIMBUS,CARD,Issuer Decline,10917
202501,20250101,GW-NIMBUS,CARD,Risk / Fraud Rule,3239
202501,20250101,GW-NIMBUS,LDEBIT,3DS Authentication Failed,987
202501,20250101,GW-NIMBUS,LDEBIT,Gateway Timeout,670
202501,20250101,GW-NIMBUS,LDEBIT,Insufficient Funds,3724
202501,20250101,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,989
202501,20250101,GW-NIMBUS,LDEBIT,Issuer Decline,2841
202501,20250101,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,467
202501,20250101,GW-NIMBUS,TOKEN,3DS Authentication Failed,119
202501,20250101,GW-NIMBUS,TOKEN,Gateway Timeout,184
202501,20250101,GW-NIMBUS,TOKEN,Insufficient Funds,580
202501,20250101,GW-NIMBUS,TOKEN,Invalid Card / Account Data,258
202501,20250101,GW-NIMBUS,TOKEN,Issuer Decline,947
202501,20250101,GW-NIMBUS,TOKEN,Risk / Fraud Rule,282
202501,20250101,GW-ORION,CARD,3DS Authentication Failed,6972
202501,20250101,GW-ORION,CARD,Gateway Timeout,2057
202501,20250101,GW-ORION,CARD,Insufficient Funds,7970
202501,20250101,GW-ORION,CARD,Invalid Card / Account Data,2813
202501,20250101,GW-ORION,CARD,Issuer Decline,12325
202501,20250101,GW-ORION,CARD,Risk / Fraud Rule,3645
202501,20250101,GW-ORION,TOKEN,3DS Authentication Failed,148
202501,20250101,GW-ORION,TOKEN,Gateway Timeout,268
202501,20250101,GW-ORION,TOKEN,Insufficient Funds,814
202501,20250101,GW-ORION,TOKEN,Invalid Card / Account Data,311
202501,20250101,GW-ORION,TOKEN,Issuer Decline,1212
202501,20250101,GW-ORION,TOKEN,Risk / Fraud Rule,362
202502,20250201,GW-ATLAS,BNPL,3DS Authentication Failed,512
202502,20250201,GW-ATLAS,BNPL,Gateway Timeout,513
202502,20250201,GW-ATLAS,BNPL,Insufficient Funds,926
202502,20250201,GW-ATLAS,BNPL,Invalid Card / Account Data,463
202502,20250201,GW-ATLAS,BNPL,Issuer Decline,468
202502,20250201,GW-ATLAS,BNPL,Risk / Fraud Rule,6595
202502,20250201,GW-ATLAS,CARD,3DS Authentication Failed,17243
202502,20250201,GW-ATLAS,CARD,Gateway Timeout,5157
202502,20250201,GW-ATLAS,CARD,Insufficient Funds,18974
202502,20250201,GW-ATLAS,CARD,Invalid Card / Account Data,6761
202502,20250201,GW-ATLAS,CARD,Issuer Decline,29373
202502,20250201,GW-ATLAS,CARD,Risk / Fraud Rule,8519
202502,20250201,GW-ATLAS,TOKEN,3DS Authentication Failed,262
202502,20250201,GW-ATLAS,TOKEN,Gateway Timeout,448
202502,20250201,GW-ATLAS,TOKEN,Insufficient Funds,1380
202502,20250201,GW-ATLAS,TOKEN,Invalid Card / Account Data,545
202502,20250201,GW-ATLAS,TOKEN,Issuer Decline,2203
202502,20250201,GW-ATLAS,TOKEN,Risk / Fraud Rule,712
202502,20250201,GW-NILE,BANKTR,Gateway Timeout,111
202502,20250201,GW-NILE,BANKTR,Insufficient Funds,170
202502,20250201,GW-NILE,BANKTR,Invalid Card / Account Data,194
202502,20250201,GW-NILE,BANKTR,Issuer Decline,50
202502,20250201,GW-NILE,BANKTR,Risk / Fraud Rule,37
202502,20250201,GW-NILE,BNPL,3DS Authentication Failed,74
202502,20250201,GW-NILE,BNPL,Gateway Timeout,77
202502,20250201,GW-NILE,BNPL,Insufficient Funds,157
202502,20250201,GW-NILE,BNPL,Invalid Card / Account Data,70
202502,20250201,GW-NILE,BNPL,Issuer Decline,81
202502,20250201,GW-NILE,BNPL,Risk / Fraud Rule,1044
202502,20250201,GW-NILE,CARD,3DS Authentication Failed,4297
202502,20250201,GW-NILE,CARD,Gateway Timeout,1256
202502,20250201,GW-NILE,CARD,Insufficient Funds,4879
202502,20250201,GW-NILE,CARD,Invalid Card / Account Data,1798
202502,20250201,GW-NILE,CARD,Issuer Decline,7381
202502,20250201,GW-NILE,CARD,Risk / Fraud Rule,2136
202502,20250201,GW-NILE,LDEBIT,3DS Authentication Failed,1408
202502,20250201,GW-NILE,LDEBIT,Gateway Timeout,1089
202502,20250201,GW-NILE,LDEBIT,Insufficient Funds,5705
202502,20250201,GW-NILE,LDEBIT,Invalid Card / Account Data,1533
202502,20250201,GW-NILE,LDEBIT,Issuer Decline,4411
202502,20250201,GW-NILE,LDEBIT,Risk / Fraud Rule,720
202502,20250201,GW-NILE,TOKEN,3DS Authentication Failed,164
202502,20250201,GW-NILE,TOKEN,Gateway Timeout,264
202502,20250201,GW-NILE,TOKEN,Insufficient Funds,817
202502,20250201,GW-NILE,TOKEN,Invalid Card / Account Data,336
202502,20250201,GW-NILE,TOKEN,Issuer Decline,1277
202502,20250201,GW-NILE,TOKEN,Risk / Fraud Rule,372
202502,20250201,GW-NILE,WALLET,3DS Authentication Failed,6883
202502,20250201,GW-NILE,WALLET,Gateway Timeout,7058
202502,20250201,GW-NILE,WALLET,Insufficient Funds,16135
202502,20250201,GW-NILE,WALLET,Invalid Card / Account Data,4568
202502,20250201,GW-NILE,WALLET,Issuer Decline,9239
202502,20250201,GW-NILE,WALLET,Risk / Fraud Rule,2399
202502,20250201,GW-NIMBUS,BANKTR,Gateway Timeout,109
202502,20250201,GW-NIMBUS,BANKTR,Insufficient Funds,168
202502,20250201,GW-NIMBUS,BANKTR,Invalid Card / Account Data,195
202502,20250201,GW-NIMBUS,BANKTR,Issuer Decline,56
202502,20250201,GW-NIMBUS,BANKTR,Risk / Fraud Rule,32
202502,20250201,GW-NIMBUS,CARD,3DS Authentication Failed,7332
202502,20250201,GW-NIMBUS,CARD,Gateway Timeout,2246
202502,20250201,GW-NIMBUS,CARD,Insufficient Funds,8019
202502,20250201,GW-NIMBUS,CARD,Invalid Card / Account Data,2971
202502,20250201,GW-NIMBUS,CARD,Issuer Decline,12460
202502,20250201,GW-NIMBUS,CARD,Risk / Fraud Rule,3603
202502,20250201,GW-NIMBUS,LDEBIT,3DS Authentication Failed,1050
202502,20250201,GW-NIMBUS,LDEBIT,Gateway Timeout,796
202502,20250201,GW-NIMBUS,LDEBIT,Insufficient Funds,4071
202502,20250201,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,1025
202502,20250201,GW-NIMBUS,LDEBIT,Issuer Decline,3230
202502,20250201,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,548
202502,20250201,GW-NIMBUS,TOKEN,3DS Authentication Failed,146
202502,20250201,GW-NIMBUS,TOKEN,Gateway Timeout,252
202502,20250201,GW-NIMBUS,TOKEN,Insufficient Funds,630
202502,20250201,GW-NIMBUS,TOKEN,Invalid Card / Account Data,260
202502,20250201,GW-NIMBUS,TOKEN,Issuer Decline,1043
202502,20250201,GW-NIMBUS,TOKEN,Risk / Fraud Rule,349
202502,20250201,GW-ORION,CARD,3DS Authentication Failed,7242
202502,20250201,GW-ORION,CARD,Gateway Timeout,2176
202502,20250201,GW-ORION,CARD,Insufficient Funds,7926
202502,20250201,GW-ORION,CARD,Invalid Card / Account Data,2895
202502,20250201,GW-ORION,CARD,Issuer Decline,12295
202502,20250201,GW-ORION,CARD,Risk / Fraud Rule,3713
202502,20250201,GW-ORION,TOKEN,3DS Authentication Failed,154
202502,20250201,GW-ORION,TOKEN,Gateway Timeout,244
202502,20250201,GW-ORION,TOKEN,Insufficient Funds,842
202502,20250201,GW-ORION,TOKEN,Invalid Card / Account Data,363
202502,20250201,GW-ORION,TOKEN,Issuer Decline,1369
202502,20250201,GW-ORION,TOKEN,Risk / Fraud Rule,404
202503,20250301,GW-ATLAS,BNPL,3DS Authentication Failed,559
202503,20250301,GW-ATLAS,BNPL,Gateway Timeout,508
202503,20250301,GW-ATLAS,BNPL,Insufficient Funds,1059
202503,20250301,GW-ATLAS,BNPL,Invalid Card / Account Data,526
202503,20250301,GW-ATLAS,BNPL,Issuer Decline,503
202503,20250301,GW-ATLAS,BNPL,Risk / Fraud Rule,7552
202503,20250301,GW-ATLAS,CARD,3DS Authentication Failed,20240
202503,20250301,GW-ATLAS,CARD,Gateway Timeout,6010
202503,20250301,GW-ATLAS,CARD,Insufficient Funds,22497
202503,20250301,GW-ATLAS,CARD,Invalid Card / Account Data,8168
202503,20250301,GW-ATLAS,CARD,Issuer Decline,34323
202503,20250301,GW-ATLAS,CARD,Risk / Fraud Rule,10211
202503,20250301,GW-ATLAS,TOKEN,3DS Authentication Failed,300
202503,20250301,GW-ATLAS,TOKEN,Gateway Timeout,497
202503,20250301,GW-ATLAS,TOKEN,Insufficient Funds,1529
202503,20250301,GW-ATLAS,TOKEN,Invalid Card / Account Data,583
202503,20250301,GW-ATLAS,TOKEN,Issuer Decline,2466
202503,20250301,GW-ATLAS,TOKEN,Risk / Fraud Rule,749
202503,20250301,GW-NILE,BANKTR,Gateway Timeout,89
202503,20250301,GW-NILE,BANKTR,Insufficient Funds,144
202503,20250301,GW-NILE,BANKTR,Invalid Card / Account Data,172
202503,20250301,GW-NILE,BANKTR,Issuer Decline,44
202503,20250301,GW-NILE,BANKTR,Risk / Fraud Rule,21
202503,20250301,GW-NILE,BNPL,3DS Authentication Failed,79
202503,20250301,GW-NILE,BNPL,Gateway Timeout,81
202503,20250301,GW-NILE,BNPL,Insufficient Funds,187
202503,20250301,GW-NILE,BNPL,Invalid Card / Account Data,90
202503,20250301,GW-NILE,BNPL,Issuer Decline,96
202503,20250301,GW-NILE,BNPL,Risk / Fraud Rule,1316
202503,20250301,GW-NILE,CARD,3DS Authentication Failed,5301
202503,20250301,GW-NILE,CARD,Gateway Timeout,1511
202503,20250301,GW-NILE,CARD,Insufficient Funds,5942
202503,20250301,GW-NILE,CARD,Invalid Card / Account Data,2135
202503,20250301,GW-NILE,CARD,Issuer Decline,9177
202503,20250301,GW-NILE,CARD,Risk / Fraud Rule,2599
202503,20250301,GW-NILE,LDEBIT,3DS Authentication Failed,1769
202503,20250301,GW-NILE,LDEBIT,Gateway Timeout,1157
202503,20250301,GW-NILE,LDEBIT,Insufficient Funds,6752
202503,20250301,GW-NILE,LDEBIT,Invalid Card / Account Data,1805
202503,20250301,GW-NILE,LDEBIT,Issuer Decline,5219
202503,20250301,GW-NILE,LDEBIT,Risk / Fraud Rule,930
202503,20250301,GW-NILE,TOKEN,3DS Authentication Failed,162
202503,20250301,GW-NILE,TOKEN,Gateway Timeout,299
202503,20250301,GW-NILE,TOKEN,Insufficient Funds,856
202503,20250301,GW-NILE,TOKEN,Invalid Card / Account Data,386
202503,20250301,GW-NILE,TOKEN,Issuer Decline,1449
202503,20250301,GW-NILE,TOKEN,Risk / Fraud Rule,418
202503,20250301,GW-NILE,WALLET,3DS Authentication Failed,8311
202503,20250301,GW-NILE,WALLET,Gateway Timeout,8442
202503,20250301,GW-NILE,WALLET,Insufficient Funds,19584
202503,20250301,GW-NILE,WALLET,Invalid Card / Account Data,5482
202503,20250301,GW-NILE,WALLET,Issuer Decline,11113
202503,20250301,GW-NILE,WALLET,Risk / Fraud Rule,2775
202503,20250301,GW-NIMBUS,BANKTR,Gateway Timeout,125
202503,20250301,GW-NIMBUS,BANKTR,Insufficient Funds,164
202503,20250301,GW-NIMBUS,BANKTR,Invalid Card / Account Data,198
202503,20250301,GW-NIMBUS,BANKTR,Issuer Decline,62
202503,20250301,GW-NIMBUS,BANKTR,Risk / Fraud Rule,33
202503,20250301,GW-NIMBUS,CARD,3DS Authentication Failed,8369
202503,20250301,GW-NIMBUS,CARD,Gateway Timeout,2613
202503,20250301,GW-NIMBUS,CARD,Insufficient Funds,9130
202503,20250301,GW-NIMBUS,CARD,Invalid Card / Account Data,3453
202503,20250301,GW-NIMBUS,CARD,Issuer Decline,14626
202503,20250301,GW-NIMBUS,CARD,Risk / Fraud Rule,4288
202503,20250301,GW-NIMBUS,LDEBIT,3DS Authentication Failed,1200
202503,20250301,GW-NIMBUS,LDEBIT,Gateway Timeout,884
202503,20250301,GW-NIMBUS,LDEBIT,Insufficient Funds,4914
202503,20250301,GW-NIMBUS,LDEBIT,Invalid Card / Account Data,1233
202503,20250301,GW-NIMBUS,LDEBIT,Issuer Decline,3635
202503,20250301,GW-NIMBUS,LDEBIT,Risk / Fraud Rule,603
202503,20250301,GW-NIMBUS,TOKEN,3DS Authentication Failed,173
202503,20250301,GW-NIMBUS,TOKEN,Gateway Timeout,272
202503,20250301,GW-NIMBUS,TOKEN,Insufficient Funds,812
202503,20250301,GW-NIMBUS,TOKEN,Invalid Card / Account Data,318
202503,20250301,GW-NIMBUS,TOKEN,Issuer Decline,1304
202503,20250301,GW-NIMBUS,TOKEN,Risk / Fraud Rule,410
202503,20250301,GW-ORION,CARD,3DS Authentication Failed,8461
202503,20250301,GW-ORION,CARD,Gateway Timeout,2607
202503,20250301,GW-ORION,CARD,Insufficient Funds,9280
202503,20250301,GW-ORION,CARD,Invalid Card / Account Data,3349
202503,20250301,GW-ORION,CARD,Issuer Decline,14502
202503,20250301,GW-ORION,CARD,Risk / Fraud Rule,4217
202503,20250301,GW-ORION,TOKEN,3DS Authentication Failed,185
202503,20250301,GW-ORION,TOKEN,Gateway Timeout,306
202503,20250301,GW-ORION,TOKEN,Insufficient Funds,936
202503,20250301,GW-ORION,TOKEN,Invalid Card / Account Data,387
202503,20250301,GW-ORION,TOKEN,Issuer Decline,1554
202503,20250301,GW-ORION,TOKEN,Risk / Fraud Rule,444
202504,20250401,GW-ATLAS,BNPL,3DS Authentication Failed,525
202504,20250401,GW-ATLAS,BNPL,Gateway Timeout,495
202504,20250401,GW-ATLAS,BNPL,Insufficient Funds,1038
202504,20250401,GW-ATLAS,BNPL,Invalid Card / Account Data,537
202504,20250401,GW-ATLAS,BNPL,Issuer Decline,477
202504,20250401,GW-ATLAS,BNPL,Risk / Fraud Rule,7113
202504,20250401,GW-ATLAS,CARD,3DS Authentication Failed,17792
202504,20250401,GW-ATLAS,CARD,Gateway Timeout,5348
202504,20250401,GW-ATLAS,CARD,Insufficient Funds,19419
202504,20250401,GW-ATLAS,CARD,Invalid Card / Account Data,7087
202504,20250401,GW-ATLAS,CARD,Issuer Decline,29616
202504,20250401,GW-ATLAS,CARD,Risk / Fraud Rule,8755
202504,20250401,GW-ATLAS,TOKEN,3DS Authentication Failed,251
202504,20250401,GW-ATLAS,TOKEN,Gateway Timeout,486
202504,20250401,GW-ATLAS,TOKEN,Insufficient Funds,1463
202504,20250401,GW-ATLAS,TOKEN,Invalid Card / Account Data,583
202504,20250401,GW-ATLAS,TOKEN,Issuer Decline,2303
202504,20250401,GW-ATLAS,TOKEN,Risk / Fraud Rule,698
202504,20250401,GW-NILE,BANKTR,Gateway Timeout,142
202504,20250401,GW-NILE,BANKTR,Insufficient Funds,164
202504,20250401,GW-NILE,BANKTR,Invalid Card / Account Data,209
202504,20250401,GW-NILE,BANKTR,Issuer Decline,62
202504,20250401,GW-NILE,BANKTR,Risk / Fraud Rule,23
202504,20250401,GW-NILE,BNPL,3DS Authentication Failed,67
202504,20250401,GW-NILE,BNPL,Gateway Timeout,85
202504,20250401,GW-NILE,BNPL,Insufficient Funds,160
202504,20250401,GW-NILE,BNPL,Invalid Card / Account Data,72
202504,20250401,GW-NILE,BNPL,Issuer Decline,85
202504,20250401,GW-NILE,BNPL,Risk / Fraud Rule,1159
202504,20250401,GW-NILE,CARD,3DS Authentication Failed,4748
202504,20250401,GW-NILE,CARD,Gateway Timeout,1363
202504,20250401,GW-NILE,CARD,Insufficient Funds,5184
202504,20250401,GW-NILE,CARD,Invalid Card / Account Data,1930
202504,20250401,GW-NILE,CARD,Issuer Decline,8103
202504,20250401,GW-NILE,CARD,Risk / Fraud Rule,2376
202504,20250401,GW-NILE,LDEBIT,3DS Authentication Failed,1602
202504,20250401,GW-NILE,LDEBIT,Gateway Timeout,1075
202504,20250401,GW-NILE,LDEBIT,Insufficient Funds,5788
202504,20250401,GW-NILE,LDEBIT,Invalid Card / Account Data,1538
202504,20250401,GW-NILE,LDEBIT,Issuer Decline,4574
202504,20250401,GW-NILE,LDEBIT,Risk / Fraud Rule,763
202504,20250401,GW-NILE,TOKEN,3DS Authentication Failed,175
202504,20250401,GW-NILE,TOKEN,Gateway Timeout,304
202504,20250401,GW-NILE,TOKEN,Insufficient Funds,916
202504,20250401,GW-NILE,TOKEN,Invalid Card / Account Data,366
202504,20250401,GW-NILE,TOKEN,Issuer Decline,1435
202504,20250401,GW-NILE,TOKEN,Risk / Fraud Rule,406
202504,20250401,GW-NILE,WALLET,3DS Authentication Failed,7342
202504,20250401,GW-NILE,WALLET,Gateway Timeout,7476
