dimension_value,month_key,fiscal_year,gmv,refunds,revenue,cogs,gp,success_txn,failed_txn,active_merchants,dimension_name,date_key,gp_margin,take_rate,success_rate,gmv_yoy,gmv_rank
GW-NIMBUS,202411,2025,33674238.149,675739.9635000001,529821.3824,372400.6076,157420.77479999998,643574,48228,279,gateway,20241101,0.29712046366817224,0.015733730338773344,0.93028641142986,,1.0
GW-NIMBUS,202412,2025,32785133.1463,746079.8375,519641.4837,366209.7007,153431.783,636824,46891,290,gateway,20241201,0.2952646927022081,0.015849912256911017,0.931417330320382,,1.0
GW-NIMBUS,202501,2025,32332326.0085,661047.2624,493810.99179999996,348069.1987,145741.7931,607781,44585,297,gateway,20250101,0.2951367942798393,0.015272980721219366,0.9316564627831616,,1.0
GW-NIMBUS,202502,2025,34562060.8299,643429.5349,531569.2831,374796.8892,156772.3939,663451,50450,309,gateway,20250201,0.2949237265662463,0.01538013851998472,0.9293319381819047,,1.0
GW-NIMBUS,202503,2025,38600606.4955,755853.0802,600751.7805999999,423588.2383,177163.5423,766220,58734,318,gateway,20250301,0.2949030664928836,0.01556327309701817,0.9288033029720445,,1.0
GW-NIMBUS,202504,2025,37121642.3236,737229.3972,562347.0191,397074.8422,165272.1769,716649,53943,320,gateway,20250401,0.29389713341862717,0.015148764545433088,0.9299979755824094,,1.0
GW-NIMBUS,202505,2025,37829062.4985,780457.5989999999,570405.309,403297.16459999996,167108.1444,727420,56393,330,gateway,20250501,0.2929638658044117,0.015078494451788695,0.9280529922315655,,1.0
GW-NIMBUS,202506,2025,38622250.8908,780705.3908,584568.2879,412089.4493,172478.8386,753337,57873,346,gateway,20250601,0.29505336189140885,0.0151355313172399,0.9286584238359981,,1.0
GW-NIMBUS,202507,2026,40030732.4273,815345.818,604446.959,427802.6429,176644.3161,781165,61142,357,gateway,20250701,0.2922412189685613,0.015099572811907427,0.9274112645389389,0.3800257985184747,1.0
GW-NIMBUS,202508,2026,42379871.8606,843272.5941999999,641886.335,455733.5826,186152.7524,811175,61458,366,gateway,20250801,0.29000890383497574,0.015146018777766836,0.9295717672836118,0.37475121224987057,1.0
GW-NIMBUS,202509,2026,43913443.0092,861261.2882000001,654709.5012,465136.8189,189572.68230000001,837523,62930,372,gateway,20250901,0.28955236170016957,0.01490909061862529,0.9301129542574682,0.3872946962353685,1.0
GW-NIMBUS,202510,2026,42328997.5018,852130.0235,636512.0343,453192.1817,183319.85259999998,840378,63654,381,gateway,20251001,0.28800689181250877,0.01503725747988558,0.9295887756185621,0.3588863933468769,1.0
GW-NIMBUS,202511,2026,45791229.2183,887448.6158,701161.9153999999,499052.478,202109.4374,928896,71399,390,gateway,20251101,0.28824930869883353,0.015312144429610283,0.9286220564933345,0.3598297017347617,1.0
GW-NIMBUS,202512,2026,44814178.3944,994312.4563000001,676854.6251,483844.7396,193009.8855,904336,69583,399,gateway,20251201,0.28515707560022113,0.015103582155253347,0.9285536066141024,0.3669054871432649,1.0
GW-NIMBUS,202601,2026,41309202.7852,856012.9254,622081.1372,445588.593,176492.5442,843516,63867,408,gateway,20260101,0.2837130619237172,0.015059141674427939,0.9296140659456922,0.27764401405392325,1.0
GW-NIMBUS,202602,2026,44547447.6547,839760.4277,679497.042,486033.169,193463.873,935023,71352,413,gateway,20260201,0.2847162843131258,0.015253332744604714,0.9290999875791827,0.2889117889683692,1.0
GW-NIMBUS,202603,2026,46299923.4832,963756.7104,707884.8367,507034.396,200850.4407,970058,73121,425,gateway,20260301,0.28373321518839084,0.015289114612832074,0.9299056058452096,0.19946103667043613,1.0
GW-NIMBUS,202604,2026,45004776.8359,946768.6228,678131.3025,486277.7925,191853.51,933191,70802,434,gateway,20260401,0.2829149890186643,0.015067985004628649,0.9294795880050957,0.21235952988233806,1.0
GW-NIMBUS,202605,2026,44498616.0098,968826.0170999999,677429.2314,485291.7556,192137.47580000001,953286,72711,442,gateway,20260501,0.2836273766972259,0.015223602263288564,0.929131371729157,0.17630766058673716,1.0
GW-NIMBUS,202606,2026,45479140.8268,1232648.0822,691753.4525,497164.9576,194588.4949,984509,74590,446,gateway,20260601,0.2812974683346448,0.015210345664497749,0.9295722118517721,0.17753729463844758,1.0
GW-ORION,202407,2025,16065747.413800001,202642.7865,316349.3693,237364.1289,78985.2404,478123,35798,151,gateway,20240701,0.24967724947507897,0.019690921383979015,0.9303433796244949,,2.0
GW-ORION,202408,2025,17796552.2467,322584.0675,344058.6452,260691.3015,83367.3437,485996,36554,155,gateway,20240801,0.24230562104183972,0.019332882034147854,0.9300468854655057,,2.0
GW-ORION,202409,2025,18699983.6556,334324.3282,358636.3225,273254.4092,85381.9133,500605,37263,161,gateway,20240901,0.2380738033025085,0.019178429730477373,0.9307209203745157,,2.0
GW-ORION,202410,2025,16921615.4729,326229.2758,330897.7409,249568.7778,81328.96310000001,489777,37896,166,gateway,20241001,0.24578276925915396,0.01955473704209467,0.9281827950264653,,2.0
GW-ORION,202411,2025,18228397.0773,327425.1683,358625.9329,267903.0857,90722.8472,512799,38322,170,gateway,20241101,0.2529734714563917,0.01967402462099097,0.9304653606013924,,2.0
GW-ORION,202412,2025,17844553.2709,366904.6596,349891.9984,262633.0516,87258.9468,506868,38989,176,gateway,20241201,0.2493882317944428,0.019607775722275227,0.9285728679855713,,2.0
GW-ORION,202501,2025,17369637.2735,330900.7102,337978.4952,256086.4034,81892.0918,500892,38817,180,gateway,20250101,0.24229971126281288,0.01945800536178364,0.9280779086507729,,2.0
GW-ORION,202502,2025,18224593.048100002,310470.7026,356971.4927,267942.8373,89028.6554,517499,39574,187,gateway,20250201,0.24939990229085315,0.019587350551962857,0.9289608363715348,,2.0
GW-ORION,202503,2025,20577262.4271,383687.0503,405716.8571,303563.961,102152.8961,599337,46082,192,gateway,20250301,0.2517837115030732,0.019716755741311633,0.928601420162716,,2.0
GW-ORION,202504,2025,19233677.1344,366044.9808,378088.2877,282644.0967,95444.191,542678,41595,195,gateway,20250401,0.2524388988101416,0.01965761851246728,0.9288089643026461,,2.0
GW-ORION,202505,2025,19171673.7683,357480.4263,378390.1699,282009.3446,96380.8253,544067,41994,205,gateway,20250501,0.25471281488488795,0.019736939741049682,0.9283453428909277,,2.0
GW-ORION,202506,2025,19300094.3713,368871.9756,384208.6823,284058.003,100150.6793,551484,42945,213,gateway,20250601,0.2606674026741535,0.01990708827161661,0.9277541977258849,,2.0
GW-ORION,202507,2026,19663415.6675,380892.7773,393042.8252,289175.33520000003,103867.49,557818,42858,226,gateway,20250701,0.2642650707264456,0.01998853260522928,0.9286503872303871,0.22393407297127732,2.0
GW-ORION,202508,2026,21992072.5196,402202.6395,431228.056,320725.1658,110502.8902,577726,44704,233,gateway,20250801,0.25625162524212014,0.019608340942659064,0.9281782690423019,0.23574904929565624,2.0
GW-ORION,202509,2026,23042690.0494,426936.8908,446739.6434,334420.3082,112319.3352,581731,45493,235,gateway,20250901,0.251420121001959,0.019387477870086284,0.9274692932668392,0.2322304914154035,2.0
GW-ORION,202510,2026,21241016.2366,443432.4963,416458.2287,311010.0112,105448.2175,565716,118132,239,gateway,20251001,0.2532023867775722,0.01960632316557475,0.827254009662966,0.25525936165004637,2.0
GW-ORION,202511,2026,22558561.1942,472590.1707,443662.8337,328305.4219,115357.4118,583193,46100,245,gateway,20251101,0.2600114389523181,0.019667160058686257,0.9267431864012471,0.23755046033599936,2.0
GW-ORION,202512,2026,21495960.4596,464912.0734,421390.9364,312497.9858,108892.9506,552968,45419,250,gateway,20251201,0.2584131294571432,0.019603261607778436,0.9240976157570268,0.20462306527194116,2.0
GW-ORION,202601,2026,20094465.4163,403895.8065,396016.4965,292900.58150000003,103115.91500000001,529524,42797,254,gateway,20260101,0.26038287776226515,0.01970773983261898,0.925222034487639,0.15687305957489026,2.0
GW-ORION,202602,2026,20579764.8586,400581.1365,411074.5691,301252.3212,109822.2479,563936,48093,257,gateway,20260201,0.2671589442772951,0.01997469708349061,0.9214203902102678,0.12923041981151603,3.0
GW-ORION,202603,2026,21123487.441800002,454524.321,423771.3735,308819.8892,114951.4843,572058,48232,261,gateway,20260301,0.27125825737259246,0.020061619780710273,0.9222428219058827,0.026545076957400875,4.0
GW-ORION,202604,2026,19833533.1803,420793.0967,398742.2476,289119.94,109622.3076,523519,44867,267,gateway,20260401,0.2749202229254826,0.02010444856068598,0.9210624469990464,0.03118779844895815,4.0
GW-ORION,202605,2026,19720287.5014,421251.6797,398552.9808,288412.9073,110140.0735,537361,47396,275,gateway,20260501,0.27634989275182453,0.020210302754039747,0.9189475286315513,0.028615849598229822,4.0
GW-ORION,202606,2026,18706251.7979,537938.9892,382021.4071,275226.6028,106794.8043,528575,47448,276,gateway,20260601,0.27955188456767505,0.020422124711423295,0.9176282891481764,-0.03076889480307771,4.0
BANKTR,202407,2025,5446711.3663,23687.594,30834.5316,18424.172,12410.3596,46249,1389,34,method,20240701,0.4024825076311521,0.005661128252688406,0.9708426046433519,,4.0
BANKTR,202408,2025,4751869.2058999995,21220.8456,27069.5737,16308.4379,10761.1358,40798,1266,34,method,20240801,0.3975362124007147,0.005696615905671387,0.9699030049448459,,4.0
BANKTR,202409,2025,5083365.7274,22556.9881,29006.9274,17434.351300000002,11572.5761,43727,1286,35,method,20240901,0.39895904658967773,0.005706244436367996,0.9714304756403705,,4.0
BANKTR,202410,2025,5850673.9311999995,28753.2202,30437.7314,17768.184,12669.5474,43255,1282,37,method,20241001,0.4162447993742398,0.00520243167845744,0.971214944877293,,4.0
BANKTR,202411,2025,5489984.3625,32141.667100000002,31076.9467,18760.668,12316.278699999999,46444,1301,37,method,20241101,0.39631559750366335,0.00566066215275126,0.9727510734108283,,4.0
BANKTR,202412,2025,5127481.8209999995,36956.5267,30124.9142,18305.2144,11819.6998,46030,1360,39,method,20241201,0.39235629756582013,0.00587518693418299,0.9713019624393332,,4.0
BANKTR,202501,2025,5604818.3083,39437.7041,28870.1181,16963.2932,11906.8249,40677,1085,40,method,20250101,0.41242730143178735,0.005150946295127381,0.9740194435132417,,4.0
BANKTR,202502,2025,5883511.7706,41822.0078,30011.479,17559.6662,12451.8128,42042,1122,44,method,20250201,0.41490167145711143,0.005100946538420782,0.9740061162079511,,4.0
BANKTR,202503,2025,6249497.4695,39476.3693,30631.5928,17659.3328,12972.26,41638,1038,46,method,20250301,0.423492832537262,0.004901448948414523,0.9756771956134596,,4.0
BANKTR,202504,2025,6894784.5364,33909.0406,35097.7025,20537.5873,14560.1152,48900,1363,46,method,20250401,0.41484525091065433,0.005090471256165708,0.9728826373276566,,4.0
BANKTR,202505,2025,7056871.1755,55663.1605,32819.2488,18432.164,14387.0848,42647,1189,46,method,20250501,0.438373373128516,0.004650679881183273,0.9728761748334702,,4.0
BANKTR,202506,2025,7538395.9152999995,49341.5598,35282.3982,19810.1136,15472.2846,46051,1190,51,method,20250601,0.43852701033230784,0.0046803588716255295,0.974810016722762,,4.0
BANKTR,202507,2026,7883522.9946,56124.3626,38459.2071,22075.2887,16383.9184,52022,1509,52,method,20250701,0.42600770102720087,0.004878428987439184,0.9718107264949282,0.4473913641499509,4.0
BANKTR,202508,2026,7292456.9878,51107.8961,36854.3863,21516.0555,15338.3308,51171,1366,52,method,20250801,0.41618738879936257,0.005053768073182464,0.9739992767002303,0.5346501917067845,4.0
BANKTR,202509,2026,8015862.456499999,45802.5129,39425.7686,22728.8904,16696.8782,53652,1359,53,method,20250901,0.4235016536874819,0.004918468700523917,0.9752958499209249,0.5768809262126197,4.0
BANKTR,202510,2026,8053677.7241,48404.8131,39985.125,23184.9951,16800.1299,54767,1447,54,method,20251001,0.42015949431194727,0.004964828041274565,0.9742590813676308,0.3765384669878799,4.0
BANKTR,202511,2026,8007352.9759,47337.8789,38332.7404,21879.0919,16453.6485,51139,1314,57,method,20251101,0.4292322523333082,0.004787192536081692,0.9749490019636627,0.4585383941337229,4.0
BANKTR,202512,2026,8705203.6796,54521.1674,41818.984,23923.6831,17895.3009,55909,1525,58,method,20251201,0.42792289980072207,0.004803906437938918,0.9734477835428492,0.6977541770986224,4.0
BANKTR,202601,2026,7780466.4909,41204.3414,39881.8809,23401.4303,16480.4506,56023,1450,58,method,20260101,0.4132315284056726,0.005125898420955308,0.97477076192299,0.3881746138636021,4.0
BANKTR,202602,2026,8793127.8468,48890.1652,42119.3797,23998.155899999998,18121.2238,56271,1490,58,method,20260201,0.4302348213356998,0.004790033812067012,0.9742040477138554,0.4945373086086775,4.0
BANKTR,202603,2026,9030606.6718,56221.027500000004,43380.0931,24716.9836,18663.1095,58080,1593,63,method,20260301,0.43022290102000726,0.004803674290838467,0.9733045095771957,0.44501325360525473,4.0
BANKTR,202604,2026,9498060.605,60187.94,48457.6059,28627.3105,19830.2954,67879,1645,65,method,20260401,0.40922977996319043,0.00510184214601566,0.9763391059202577,0.3775717797788152,4.0
BANKTR,202605,2026,9199273.5464,64683.6841,46594.8771,27379.6236,19215.2535,64957,1567,67,method,20260501,0.41238983115592337,0.005065060503417057,0.9764445914256509,0.303590970788581,4.0
BANKTR,202606,2026,10214799.873,87482.298,51791.2041,30623.37,21167.8341,72350,1671,69,method,20260601,0.4087148477785632,0.005070212313889354,0.9774253252455384,0.3550362686931772,4.0
BNPL,202407,2025,810355.6966,15135.3943,30178.398400000002,28240.0028,1938.3955999999998,28004,8068,77,method,20240701,0.06423122838752104,0.037240928306691935,0.776336216455977,,6.0
BNPL,202408,2025,826664.0507,27051.537399999997,30820.063299999998,28808.6647,2011.3986,27991,7989,78,method,20240801,0.06526263688757576,0.03728245261651608,0.7779599777654252,,6.0
BNPL,202409,2025,782480.6881,21997.9801,29528.6248,27258.8836,2269.7412000000004,28776,8064,79,method,20240901,0.07686579430546323,0.03773719306951928,0.7811074918566775,,6.0
BNPL,202410,2025,818732.1631,24672.5091,30680.482,28551.6494,2128.8326,29550,8354,82,method,20241001,0.06938719541629106,0.03747316080002672,0.7796010975094977,,6.0
BNPL,202411,2025,900801.7535,28788.2065,34467.053,31328.1275,3138.9255000000003,31705,8981,86,method,20241101,0.0910703186605481,0.03826263977182633,0.7792606793491619,,6.0
BNPL,202412,2025,949890.3324,23449.2773,35609.9942,33087.0426,2522.9516,32898,9294,90,method,20241201,0.0708495369538701,0.037488532081411466,0.7797212741751991,,6.0
BNPL,202501,2025,1020527.5509,23310.0762,36663.748400000004,35666.5963,997.1521,35822,10128,93,method,20250101,0.027197221874891545,0.03592627006264197,0.7795865070729053,,6.0
BNPL,202502,2025,1124381.1779,25958.6212,40361.9588,39306.9803,1054.9784999999997,38200,10978,94,method,20250201,0.02613794105552676,0.03589704238502443,0.7767701004514214,,6.0
BNPL,202503,2025,1311868.328,34106.351,47338.8852,45814.3072,1524.5780000000002,43614,12522,96,method,20250301,0.03220561687413797,0.03608508886876641,0.7769345874305259,,6.0
BNPL,202504,2025,1309845.8812,33213.6696,46871.9326,45748.6585,1123.2741,41451,11800,98,method,20250401,0.0239647490020499,0.03578431117182949,0.7784079172222118,,6.0
BNPL,202505,2025,1319437.8133,35506.3969,47259.6827,46076.978500000005,1182.7041999999997,41424,11762,99,method,20250501,0.02502564834190052,0.03581804479424494,0.7788515774827962,,6.0
BNPL,202506,2025,1444591.9024,44727.0178,51593.8717,50466.9707,1126.901,43470,12239,100,method,20250601,0.02184176071438345,0.035715188223250836,0.7803047981475165,,6.0
BNPL,202507,2026,1469481.9757,46124.661,52610.6987,51360.507900000004,1250.1908000000003,44389,12544,104,method,20250701,0.023763052589909822,0.03580220756021077,0.7796708411641754,0.8133789666259995,6.0
BNPL,202508,2026,1518042.4574,41319.8756,54796.2234,52998.345499999996,1797.8779,44729,12824,110,method,20250801,0.032810252029157175,0.03609663427586291,0.7771792956057895,0.8363474934159247,6.0
BNPL,202509,2026,1507706.9831,46479.509,54701.7383,52640.4866,2061.2517,46121,13190,111,method,20250901,0.037681648957762645,0.036281412047006384,0.7776129217177252,0.9268296406918058,6.0
BNPL,202510,2026,1507310.7967,44090.9553,54644.9895,52680.4683,1964.5212000000001,46591,12999,113,method,20251001,0.035950619040744806,0.03625329933258349,0.7818593723779158,0.8410303938626349,6.0
BNPL,202511,2026,1738605.4472999999,53545.369699999996,63780.9848,60695.1949,3085.7898999999993,51383,14446,115,method,20251101,0.04838103252366212,0.03668514032269362,0.7805526439715019,0.9300644570736839,6.0
BNPL,202512,2026,1389959.9485,40915.2316,50561.427299999996,48586.665,1974.7623,46329,13366,119,method,20251201,0.03905669609133048,0.036376175698130196,0.7760951503476003,0.463284656227753,6.0
BNPL,202601,2026,1303091.3895,30703.4215,47261.2738,45600.6294,1660.6444,45693,13433,122,method,20260101,0.035137529450168986,0.03626857961062446,0.7728072252477759,0.27688016688114675,6.0
BNPL,202602,2026,1409789.7257,37189.8671,51388.6889,49386.7895,2001.8994,50296,14672,120,method,20260201,0.03895603182045767,0.03645131466288994,0.7741657431350819,0.2538361130635928,6.0
BNPL,202603,2026,1481215.1831,33218.0622,54119.2722,51903.7189,2215.5533,53277,15258,123,method,20260301,0.0409383424783011,0.036537076325895514,0.7773692274020574,0.12908830214551842,6.0
BNPL,202604,2026,1446008.9312,36991.0345,52513.5564,50746.3093,1767.2470999999998,50764,14970,122,method,20260401,0.0336531597010634,0.036316204739081766,0.7722639729820184,0.10395348945576396,6.0
BNPL,202605,2026,1446267.6274,33270.0054,52835.0056,50807.448000000004,2027.5576000000003,51132,14586,123,method,20260501,0.03837526989871277,0.03653197001649212,0.7780516753400895,0.09612413167301188,6.0
BNPL,202606,2026,1491644.6055,51146.5544,54107.3967,52439.6297,1667.767,51880,15148,123,method,20260601,0.030823271894727843,0.03627365157926688,0.7740048934773528,0.032571623184255806,6.0
CARD,202407,2025,39423955.0678,541882.7035,811152.9673,625104.1223,186048.845,1355826,144548,453,method,20240701,0.2293634523945358,0.02057512915446982,0.9036586877671834,,1.0
CARD,202408,2025,41723646.5304,825916.6359,852299.6985,658992.0976,193307.6009,1395230,147389,464,method,20240801,0.22680707413156498,0.02042725814674447,0.9044553450981739,,1.0
CARD,202409,2025,43421606.2878,812531.5718,885146.765,686907.6687,198239.0963,1485626,154539,473,method,20240901,0.22396183789927765,0.020384938298533103,0.9057783820530252,,1.0
CARD,202410,2025,41874639.8111,849903.2002,862240.8141,667975.1984,194265.6157,1504035,157319,486,method,20241001,0.22530320129043402,0.020591002525386256,0.9053067558148353,,1.0
CARD,202411,2025,45621065.2217,893550.3237000001,945426.1727,726768.2641,218657.9086,1625216,168427,498,method,20241101,0.2312797285646797,0.02072345676510642,0.9060978132214716,,1.0
CARD,202412,2025,45573178.3812,1009697.8516,941561.2626,727911.5048999999,213649.7577,1637728,168802,516,method,20241201,0.22691009728887288,0.020660425628518726,0.906560090338937,,1.0
CARD,202501,2025,44184420.0546,892821.61,907228.9635,707100.8555000001,200128.108,1597306,169247,526,method,20250101,0.22059272361403176,0.020532779707845214,0.9041936471761673,,1.0
CARD,202502,2025,47471900.3755,833403.3136,975106.2901,758294.6685,216811.6216,1703698,180447,541,method,20250201,0.22234665471983095,0.02054070476191105,0.9042287085123492,,1.0
CARD,202503,2025,54147910.0082,1036570.2191,1117204.6123,869442.5528,247762.0595,2005594,212764,557,method,20250301,0.22176963536690908,0.020632460461185182,0.904089421094341,,1.0
CARD,202504,2025,50468304.3595,1017079.4794,1033838.7768,804755.6881,229083.0887,1790079,188134,561,method,20250401,0.22158492585185455,0.020484912063533464,0.9048969954196034,,1.0
CARD,202505,2025,50838849.9591,1028582.1554,1042999.9973,811108.279,231891.7183,1810813,191959,575,method,20250501,0.22233146586797214,0.0205158062808088,0.9041533434659562,,1.0
CARD,202506,2025,52406617.4859,1068833.3734,1076855.3591,836709.5261,240145.83299999998,1865900,198196,601,method,20250601,0.22300658205453508,0.020548079818158992,0.9039792722819093,,1.0
CARD,202507,2026,53857685.503299996,1106280.4584,1107076.8735,859629.7369,247447.1366,1913373,204203,624,method,20250701,0.22351396052353723,0.020555596906075117,0.9035675697117836,0.36611573878565323,1.0
CARD,202508,2026,56739164.8315,1164833.6557,1160434.5068,900761.266,259673.2408,1958678,207585,639,method,20250801,0.2237724225523694,0.020452090020115332,0.9041736852819809,0.3598802968997362,1.0
CARD,202509,2026,58858655.9194,1144616.5662,1197755.8905,933374.401,264381.4895,2018288,210517,650,method,20250901,0.2207306944569771,0.02034969830334192,0.9055471429757201,0.3555153977787618,1.0
CARD,202510,2026,57043284.9828,1180403.4692,1168139.7261,911325.1375,256814.5886,2035735,279530,664,method,20251001,0.2198492037056319,0.02047812860798995,0.8792665202471424,0.36223941841952617,1.0
CARD,202511,2026,62610391.1251,1318577.537,1282601.7392,995807.1918,286794.5474,2179905,234570,687,method,20251101,0.22360374123528243,0.020485445245618586,0.9028484453141987,0.37240090341684756,1.0
CARD,202512,2026,60065136.4956,1385845.9622,1229834.9904,956937.312,272897.6784,2130140,226692,705,method,20251201,0.22189779972940993,0.020475021987007222,0.9038149515960407,0.317993140464793,1.0
CARD,202601,2026,56369230.9558,1156118.9549,1157851.0913,902699.9084000001,255151.1829,2059581,222628,718,method,20260101,0.22036614623174386,0.020540480536409823,0.9024506519779739,0.2757716608284745,1.0
CARD,202602,2026,60638194.2851,1148817.7791,1254927.6829,974740.4526,280187.2303,2263237,246010,729,method,20260201,0.22326962271843276,0.02069533398372254,0.9019586353993847,0.2773492066981808,1.0
CARD,202603,2026,63969005.5737,1354093.6839,1322205.1908,1028759.3727000001,293445.8181,2371452,256772,748,method,20260301,0.22193667075414417,0.020669466078797494,0.9023020868845274,0.18137533958397895,1.0
CARD,202604,2026,60763254.3181,1302798.182,1252944.4412,974760.6229,278183.8183,2206837,240605,764,method,20260401,0.22202406519603624,0.020620101001186438,0.9016912351753382,0.20398842579029722,1.0
CARD,202605,2026,60577535.8408,1284495.11,1252728.5141,973842.7008999999,278885.8132,2232560,245054,782,method,20260501,0.22262270720353197,0.020679753587075855,0.901092744874706,0.19155991706214445,1.0
CARD,202606,2026,61206128.5859,1705550.2434,1268579.6913,988528.9278,280050.7635,2281545,247601,798,method,20260601,0.2207592990969396,0.020726350785601585,0.9021009463273374,0.16790839634646348,1.0
LDEBIT,202407,2025,9891404.4453,107618.2021,97235.9958,58432.4596,38803.5362,368484,19475,340,method,20240701,0.39906555057874976,0.009830352841977124,0.949801396539325,,2.0
LDEBIT,202408,2025,11217812.6139,183462.8846,108105.4995,65197.027799999996,42908.4717,383417,20415,352,method,20240801,0.396912940585414,0.009636950020545574,0.9494467996592643,,2.0
LDEBIT,202409,2025,11872249.2833,195571.7467,113959.2301,68929.8537,45029.3764,405929,21417,360,method,20240901,0.3951358425332149,0.009598790202316574,0.9498837007951403,,2.0
LDEBIT,202410,2025,10891479.597099999,178359.5645,106901.45539999999,64943.2696,41958.1858,419251,21801,368,method,20241001,0.3924940557918728,0.009815145357152753,0.9505704542775002,,2.0
LDEBIT,202411,2025,11611407.735,204378.7161,114474.8684,69181.5182,45293.3502,444732,22738,378,method,20241101,0.3956619547421991,0.009858827716034899,0.9513594455259161,,2.0
LDEBIT,202412,2025,11776002.4753,207936.22950000002,115880.1356,70250.6198,45629.5158,452446,23653,394,method,20241201,0.3937647774033154,0.009840362707383678,0.9503191563099271,,2.0
LDEBIT,202501,2025,12063314.9482,197448.4987,117613.9194,71767.7613,45846.1581,456901,24143,401,method,20250101,0.3898021453062808,0.009749718042265777,0.949811243877899,,2.0
LDEBIT,202502,2025,12566032.8495,189072.0482,123133.5714,74953.1771,48180.3943,479789,25488,411,method,20250201,0.39128560759019776,0.009798921654490141,0.949556381944953,,2.0
LDEBIT,202503,2025,14253526.432599999,243344.3817,140820.7339,85816.3671,55004.3668,567176,30052,424,method,20250301,0.39059849552452874,0.00987971184295287,0.949680858901458,,2.0
LDEBIT,202504,2025,13433440.3333,211861.6869,131435.3516,80023.1303,51412.221300000005,506185,27213,430,method,20250401,0.39115976542189285,0.009784191416266347,0.9489818109554217,,2.0
LDEBIT,202505,2025,13475158.2796,236188.4501,132183.6165,80471.6033,51712.0132,511660,27849,439,method,20250501,0.39121348446386317,0.009809429600549655,0.9483808425809394,,2.0
LDEBIT,202506,2025,13557087.901,226057.5836,134106.1867,81292.72290000001,52813.4638,524222,28715,452,method,20250601,0.3938182502955324,0.009891961140866249,0.9480682247706339,,2.0
LDEBIT,202507,2026,13892468.8505,255944.67909999998,137352.577,83426.27739999999,53926.2996,539082,29151,468,method,20250701,0.39261221578682143,0.009886837140185963,0.9486988612065825,0.4044991211638451,2.0
LDEBIT,202508,2026,15434325.642099999,267806.2346,150150.4932,91043.41,59107.0832,555052,29806,482,method,20250801,0.3936522747299241,0.009728348143078993,0.949037202192669,0.375876578913015,2.0
LDEBIT,202509,2026,16436614.9768,273239.7724,158958.8663,96508.2072,62450.6591,579045,31415,491,method,20250901,0.3928730781341764,0.009671022076283207,0.9485388068014284,0.38445669262693366,2.0
LDEBIT,202510,2026,15251020.7903,272978.956,149547.4225,91321.643,58225.779500000004,582287,31973,500,method,20251001,0.3893465933857871,0.009805731993698125,0.9479487513430794,0.40027079464582455,2.0
LDEBIT,202511,2026,16626032.703,279614.9049,162756.7882,99082.91500000001,63673.8732,622783,34074,518,method,20251101,0.3912209985475739,0.009789273912027864,0.9481256955471282,0.43187054338678776,2.0
LDEBIT,202512,2026,15915427.277,289010.92,156078.554,95560.9947,60517.5593,614349,34050,533,method,20251201,0.3877378265562353,0.00980674607621469,0.9474860386891405,0.3515135811479649,2.0
LDEBIT,202601,2026,15606205.656200001,268549.1103,153437.3959,93807.7335,59629.6624,606576,33718,547,method,20260101,0.38862535466166626,0.009831819423643359,0.9473398157721297,0.29369130485386563,2.0
LDEBIT,202602,2026,16139701.3364,259899.052,160799.2191,98282.6608,62516.5583,664742,37179,553,method,20260201,0.3887864546227762,0.00996296125612611,0.9470325008084955,0.28439114633081636,2.0
LDEBIT,202603,2026,16903659.9144,282408.24809999997,168738.3324,102937.8138,65800.5186,697139,38702,567,method,20260301,0.38995596118620873,0.009982354901511838,0.9474043985045683,0.185928267950501,2.0
LDEBIT,202604,2026,16287233.0107,268855.4201,161926.2823,98528.2565,63398.0258,653452,37210,576,method,20260401,0.39152400030121615,0.009941914761925583,0.9461241533485265,0.21243945010317028,2.0
LDEBIT,202605,2026,16407381.5507,276699.3304,163875.5485,99991.8515,63883.697,673439,38084,590,method,20260501,0.38983056096376695,0.009987915987301976,0.946475377464959,0.21760213945234938,2.0
LDEBIT,202606,2026,16086251.632100001,368509.1434,161628.1328,99489.4647,62138.6681,688362,38681,596,method,20260601,0.3844545316680167,0.010047594461190213,0.9467968194453423,0.18655656359013825,2.0
TOKEN,202407,2025,8436497.4349,133783.2743,180493.1857,134671.7058,45821.4799,279797,12550,353,method,20240701,0.25386819852667714,0.021394327099933434,0.95707156221887,,3.0
TOKEN,202408,2025,9320678.6443,216804.8684,196251.8807,147033.9315,49217.9492,285206,12754,359,method,20240801,0.2507896944704286,0.021055535566609898,0.9571955967243926,,3.0
TOKEN,202409,2025,9429830.1886,217550.78399999999,198173.2052,148830.8729,49342.3323,291912,12568,366,method,20240901,0.24898589216540562,0.021015564568657604,0.9587230688386758,,3.0
TOKEN,202410,2025,8888755.0256,221251.86250000002,189424.1946,141574.0872,47850.1074,291208,13050,372,method,20241001,0.25260821354443813,0.02131054282117688,0.9571087695311216,,3.0
TOKEN,202411,2025,9888530.6208,234616.0022,211723.509,157133.0822,54590.4268,316774,13935,382,method,20241101,0.25783828663070196,0.021411018190574324,0.9578632574257127,,3.0
TOKEN,202412,2025,9627164.9735,236060.9293,205615.7506,153357.4028,52258.347799999996,310558,14226,394,method,20241201,0.25415537305632846,0.021357871311646116,0.9561985812108971,,3.0
