txn_date,mid,payment_method,gateway,status,txn_count,amount_local,currency,revenue_local,cost_local,gp_local,status_std,dq_failed_rules
,EG981274071,BNPL,GW-ATLAS,Failed,24,10320.2,EGP,0.0,24.63,-24.63,Failed,DQ-T02
,EG624580946,TOKEN,GW-ATLAS,Failed,14,3064.21,EGP,0.0,14.37,-14.37,Failed,DQ-T02
,OM371938797,TOKEN,GW-ATLAS,Failed,15,115.44,OMR,0.0,0.12,-0.12,Failed,DQ-T02
2026-06-01,XX456203592,CARD,GW-NILE,Success,870,803699.23,EGP,15189.1,12136.71,3052.39,Success,DQ-T04
2026-02-08,XX129123322,TOKEN,GW-ORION,Voided,5,911.4,AED,0.0,0.22,-0.22,Voided,DQ-T04
2026-04-01,EG357144481,CARD,GW-NILE,PENDING_REVIEW,5,1934.0,EGP,71.88,37.09,34.79,,DQ-T05
2026-06-11,AE543834117,CARD,GW-ORION,UNKNOWN,3,106.64,AED,0.0,1.65,-1.65,,DQ-T05
2025-08-08,AE779021046,TOKEN,GW-ORION,UNKNOWN,7,11807.3,AED,289.72,158.57,131.15,,DQ-T05
2026-04-22,OM141192539,LDEBIT,GW-NIMBUS,Success,0,429.9,OMR,5.07,2.45,2.62,Success,DQ-T08
,EG799575469,CARD,GW-ATLAS,Success,52,18348.64,EGP,697.63,453.15,244.48,Success,DQ-T02
2024-11-28,XX844071240,BNPL,GW-NILE,Success,2,3239.51,EGP,132.56,94.08,38.48,Success,DQ-T04
,SA416884588,CARD,GW-ORION,Failed,12,2482.23,SAR,0.0,0.54,-0.54,Failed,DQ-T02
,SA147303844,TOKEN,GW-ORION,Failed,1,169.22,SAR,0.0,0.04,-0.04,Failed,DQ-T02
,AE870997409,CARD,GW-NIMBUS,Failed,1,146.08,AED,0.0,0.06,-0.06,Failed,DQ-T02
2025-01-09,OM543606528,LDEBIT,GW-NIMBUS,UNKNOWN,1,10.49,OMR,0.0,0.01,-0.01,,DQ-T05
,EG181564804,LDEBIT,GW-NILE,Failed,321,157910.82,EGP,0.0,128.88,-128.88,Failed,DQ-T02
2025-02-13,EG474518016,CARD,GW-NILE,PENDING_REVIEW,7,9595.47,EGP,0.0,2.75,-2.75,,DQ-T05
,EG843137256,CARD,GW-ATLAS,Success,16,18685.58,EGP,514.7,331.0,183.7,Success,DQ-T02
2025-05-19,XX814285030,TOKEN,GW-ORION,Success,5,185.9,AED,5.99,3.57,2.42,Success,DQ-T04
,SA472968758,CARD,GW-ORION,Failed,1,316.98,SAR,0.0,0.04,-0.04,Failed,DQ-T02
,EG987489356,WALLET,GW-NILE,ERROR,161,48746.9,EGP,0.0,65.65,-65.65,Failed,DQ-T02
2026-02-18,SA845331728,LDEBIT,GW-NIMBUS,SETTLED,1,1086.65,SAR,1521.31,5.06,1516.25,Success,DQ-T09
2025-10-05,AE486272694,TOKEN,GW-ORION,PENDING_REVIEW,2,418.55,AED,10.48,6.0,4.48,,DQ-T05
,SA852543984,TOKEN,GW-ORION,Failed,1,237.54,SAR,0.0,0.04,-0.04,Failed,DQ-T02
2026-04-19,EG573406141,WALLET,GW-NILE,PENDING_REVIEW,1,629.86,EGP,15.15,6.9,8.25,,DQ-T05
,SA623621170,LDEBIT,GW-NIMBUS,Voided,1,54.66,SAR,0.0,0.06,-0.06,Voided,DQ-T02
2026-06-21,AE512828415,CARD,GW-ATLAS,Approved,6,-622.7,AED,-16.09,-10.71,-5.38,Success,DQ-T07
2024-08-18,EG511253320,TOKEN,GW-ATLAS,CHARGEBACK?,13,3830.08,EGP,163.25,104.51,58.74,,DQ-T05
,AE987618927,CARD,GW-ORION,Voided,7,290.2,AED,0.0,0.31,-0.31,Voided,DQ-T02
,AE761816465,LDEBIT,GW-NIMBUS,Refunded,1,139.27,AED,0.0,0.55,-0.55,Refunded,DQ-T02
2025-07-27,OM590437110,TOKEN,GW-ATLAS,UNKNOWN,1,4.32,OMR,0.14,0.09,0.05,,DQ-T05
2024-10-17,EG345706176,CARD,GW-NILE,Success,2,-5935.56,EGP,-148.45,-77.27,-71.18,Success,DQ-T07
2025-01-28,EG674673242,CARD,GW-NILE,CHARGEBACK?,3,25166.08,EGP,561.31,313.56,247.75,,DQ-T05
,SA716580826,TOKEN,GW-NIMBUS,REFUND,1,32.66,SAR,0.0,0.56,-0.56,Refunded,DQ-T02
2025-11-20,EG432619696,CARD,GW-ATLAS,Success,188,-41522.7,EGP,-1880.08,-1314.52,-565.56,Success,DQ-T07
2025-10-03,XX223101064,LDEBIT,GW-NILE,Failed,1,1447.74,EGP,0.0,0.4,-0.4,Failed,DQ-T04
,EG623813968,CARD,GW-NILE,Failed,5,10817.95,EGP,0.0,1.98,-1.98,Failed,DQ-T02
2025-08-21,SA288575225,LDEBIT,GW-NIMBUS,UNKNOWN,2,440.52,SAR,5.57,2.32,3.25,,DQ-T05
,EG431057266,CARD,GW-NILE,Success,6,63979.61,EGP,1439.75,793.06,646.69,Success,DQ-T02
2025-01-25,SA247197710,CARD,GW-ATLAS,UNKNOWN,2,654.47,SAR,16.63,10.1,6.53,,DQ-T05
2024-07-31,XX739926115,CARD,GW-ATLAS,Refunded,1,121.94,OMR,0.0,0.06,-0.06,Refunded,DQ-T04
2024-11-30,EG266138287,WALLET,GW-NILE,UNKNOWN,2,766.07,EGP,18.34,9.62,8.72,,DQ-T05
2026-06-02,EG344758416,CARD,GW-NILE,CHARGEBACK?,5,10658.18,EGP,291.22,143.13,148.09,,DQ-T05
2026-06-10,EG427255297,TOKEN,GW-ATLAS,CHARGEBACK?,2,6767.13,EGP,174.77,109.93,64.84,,DQ-T05
,SA474123129,TOKEN,GW-NIMBUS,Failed,2,120.63,SAR,0.0,0.11,-0.11,Failed,DQ-T02
2024-10-05,XX578702191,TOKEN,GW-ATLAS,Success,2,13093.32,EGP,332.04,205.16,126.88,Success,DQ-T04
2025-10-20,EG215045135,TOKEN,GW-ATLAS,Success,0,8514.81,EGP,136.97,132.47,4.5,Success,DQ-T08
,AE984737156,LDEBIT,GW-NIMBUS,Success,4,916.58,AED,11.33,4.79,6.54,Success,DQ-T02
2024-11-03,SA674924548,LDEBIT,GW-NIMBUS,Success,15,-957.04,SAR,-14.64,-6.84,-7.8,Success,DQ-T07
2024-12-02,SA860742247,LDEBIT,GW-NIMBUS,CHARGEBACK?,39,7618.79,SAR,0.0,2.19,-2.19,,DQ-T05
2026-03-26,SA268987858,LDEBIT,GW-NIMBUS,Success,3,188.49,SAR,263.89,1.35,262.54,Success,DQ-T09
,EG327327982,LDEBIT,GW-NILE,Voided,1,303.52,EGP,0.0,0.41,-0.41,Voided,DQ-T02
2025-12-17,EG178731082,WALLET,GW-NILE,CHARGEBACK?,2,1320.22,EGP,0.0,0.81,-0.81,,DQ-T05
2026-03-31,OM435145511,CARD,GW-NIMBUS,Success,0,161.81,OMR,3.81,2.38,1.43,Success,DQ-T08
2025-09-22,XX228422291,CARD,GW-ATLAS,Voided,164,81875.24,EGP,0.0,167.06,-167.06,Voided,DQ-T04
2026-01-10,XX471759132,WALLET,GW-NILE,Success,37,66544.29,EGP,1028.85,604.43,424.42,Success,DQ-T04
2025-05-07,EG761087060,CARD,GW-NILE,UNKNOWN,9,12853.17,EGP,0.0,3.59,-3.59,,DQ-T05
2025-01-28,EG538857731,CARD,GW-NILE,PENDING_REVIEW,1,977.3,EGP,0.0,7.35,-7.35,,DQ-T05
,SA485114821,TOKEN,GW-ATLAS,Success,2,117.39,SAR,3.44,2.33,1.11,Success,DQ-T02
2026-04-15,OM141192539,LDEBIT,GW-NIMBUS,Success,0,281.89,OMR,3.27,1.56,1.71,Success,DQ-T08
,SA315873581,LDEBIT,GW-NIMBUS,Voided,1,40.67,SAR,0.0,0.06,-0.06,Voided,DQ-T02
,EG105351460,TOKEN,GW-NILE,Success,2,1835.41,EGP,52.05,28.33,23.72,Success,DQ-T02
,SA556781756,BNPL,GW-ATLAS,Refunded,1,47.13,SAR,0.0,0.56,-0.56,Refunded,DQ-T02
2024-10-12,EG220900048,TOKEN,GW-NILE,Success,1,-2014.05,EGP,-48.02,-27.95,-20.07,Success,DQ-T07
,AE375396549,TOKEN,GW-NIMBUS,Success,1,354.21,AED,9.79,5.2,4.59,Success,DQ-T02
2024-10-12,SA633817671,LDEBIT,GW-NIMBUS,Success,1,-56.64,SAR,-0.86,-0.42,-0.44,Success,DQ-T07
2025-03-06,EG998632198,CARD,GW-NILE,Success,55,-81302.65,EGP,-2013.18,-1131.82,-881.36,Success,DQ-T07
,EG911025364,CARD,GW-NILE,FAILED,1,217.74,EGP,0.0,0.4,-0.4,Failed,DQ-T02
2026-06-28,SA845331728,TOKEN,GW-ORION,Success,0,515.51,SAR,11.61,7.08,4.53,Success,DQ-T08
,EG538857731,TOKEN,GW-NILE,Success,5,8773.83,EGP,218.72,123.66,95.06,Success,DQ-T02
2025-03-13,AE853501645,TOKEN,GW-NIMBUS,PENDING_REVIEW,40,2843.97,AED,78.28,49.36,28.92,,DQ-T05
,SA912413819,CARD,GW-ORION,Success,202,6734.83,SAR,217.99,131.41,86.58,Success,DQ-T02
,EG537339465,TOKEN,GW-ATLAS,Success,223,91926.64,EGP,2339.16,2218.14,121.02,Success,DQ-T02
2024-07-03,SA466668047,LDEBIT,GW-NIMBUS,UNKNOWN,1,43.95,SAR,0.0,0.06,-0.06,,DQ-T05
2026-03-10,EG427255297,LDEBIT,GW-NILE,UNKNOWN,1,3666.5,EGP,45.23,16.66,28.57,,DQ-T05
2025-09-16,EG215045135,CARD,GW-ATLAS,PENDING_REVIEW,5,45691.87,EGP,718.34,685.03,33.31,,DQ-T05
,EG331354329,WALLET,GW-NILE,Refunded,1,279.41,EGP,0.0,7.27,-7.27,Refunded,DQ-T02
,SA796857151,CARD,GW-NIMBUS,Refunded,1,2083.58,SAR,0.0,0.56,-0.56,Refunded,DQ-T02
2024-10-04,XX253145638,WALLET,GW-NILE,Declined,1,6553.64,EGP,0.0,0.39,-0.39,Failed,DQ-T04
2024-09-16,XX914831352,TOKEN,GW-ATLAS,Captured,249,70393.06,EGP,2834.26,1953.19,881.07,Success,DQ-T04
,EG981274071,CARD,GW-ATLAS,Voided,2,814.78,EGP,0.0,1.94,-1.94,Voided,DQ-T02
,AE468236624,BNPL,GW-ATLAS,Success,1,1441.88,AED,66.9,49.9,17.0,Success,DQ-T02
,SA847687864,TOKEN,GW-NIMBUS,Success,14,1736.39,SAR,48.56,27.72,20.84,Success,DQ-T02
,AE410140017,LDEBIT,GW-NIMBUS,Success,389,63715.02,AED,485.33,351.0,134.33,Success,DQ-T02
2026-05-09,SA986462340,CARD,GW-ORION,UNKNOWN,1,16.89,SAR,0.0,0.56,-0.56,,DQ-T05
2026-01-03,XX124577281,CARD,GW-NILE,Failed,1,1300.5,EGP,0.0,0.4,-0.4,Failed,DQ-T04
2025-11-14,SA112481566,LDEBIT,GW-NIMBUS,Success,14,-1777.66,SAR,-24.81,-10.36,-14.45,Success,DQ-T07
,EG680139391,CARD,GW-NILE,Success,212,88163.88,EGP,3144.83,1643.14,1501.69,Success,DQ-T02
2026-02-26,EG468167807,CARD,GW-ATLAS,UNKNOWN,2,8004.41,EGP,125.86,124.3,1.56,,DQ-T05
,AE381359654,LDEBIT,GW-NIMBUS,SUCCESS,8,347.32,AED,5.65,2.89,2.76,Success,DQ-T02
2024-08-30,EG981274071,TOKEN,GW-NILE,PENDING_REVIEW,74,31969.86,EGP,1128.63,592.81,535.82,,DQ-T05
2026-06-19,SA663148534,LDEBIT,GW-NIMBUS,Success,1,-243.22,SAR,-3.16,-1.26,-1.9,Success,DQ-T07
2026-06-22,OM410323148,CARD,GW-NIMBUS,UNKNOWN,1,17.64,OMR,0.0,0.01,-0.01,,DQ-T05
2025-02-07,AE317795493,TOKEN,GW-NIMBUS,PENDING_REVIEW,35,10280.74,AED,157.09,152.29,4.8,,DQ-T05
2026-06-05,EG187417841,CARD,GW-ATLAS,UNKNOWN,1,12027.18,EGP,262.28,179.16,83.12,,DQ-T05
,SA819868069,CARD,GW-NIMBUS,Refunded,17,2239.34,SAR,0.0,9.56,-9.56,Refunded,DQ-T02
,EG723843125,LDEBIT,GW-NILE,REFUND,1,287.34,EGP,0.0,7.55,-7.55,Refunded,DQ-T02
,EG105351460,CARD,GW-NILE,Failed,1,1071.17,EGP,0.0,0.39,-0.39,Failed,DQ-T02
,EG550259154,CARD,GW-ATLAS,Success,19,6218.53,EGP,230.03,159.65,70.38,Success,DQ-T02
,AE932795909,TOKEN,GW-ORION,Refunded,2,346.37,AED,0.0,1.1,-1.1,Refunded,DQ-T02
2025-05-02,SA184014126,TOKEN,GW-NIMBUS,CHARGEBACK?,14,788.16,SAR,21.73,14.45,7.28,,DQ-T05
2025-06-03,EG750576392,CARD,GW-ATLAS,Success,8,-5589.1,EGP,-178.94,-111.02,-67.92,Success,DQ-T07
2025-02-24,SA267227056,CARD,GW-ORION,Success,592,167125.64,SAR,233975.9,2274.64,231701.26,Success,DQ-T09
,OM173271126,CARD,GW-NIMBUS,Failed,1,13.58,OMR,0.0,0.01,-0.01,Failed,DQ-T02
,EG465172400,CARD,GW-ATLAS,Failed,1,1905.18,EGP,0.0,1.03,-1.03,Failed,DQ-T02
2025-11-04,SA487858809,CARD,GW-ATLAS,Success,29,-1281.99,SAR,-39.96,-26.74,-13.22,Success,DQ-T07
2025-06-21,SA256650029,TOKEN,GW-NIMBUS,PENDING_REVIEW,5,436.55,SAR,0.0,2.81,-2.81,,DQ-T05
2024-10-08,EG799575469,TOKEN,GW-NILE,PENDING_REVIEW,15,5426.81,EGP,207.98,107.02,100.96,,DQ-T05
2025-06-29,EG474829702,TOKEN,GW-NILE,Success,1,-2195.27,EGP,-60.29,-30.3,-29.99,Success,DQ-T07
2025-05-07,SA674924548,LDEBIT,GW-NIMBUS,Success,0,844.56,SAR,13.67,6.67,7.0,Success,DQ-T08
,SA205739809,LDEBIT,GW-NIMBUS,Failed,2,73.09,SAR,0.0,0.11,-0.11,Failed,DQ-T02
2026-02-12,SA550486234,CARD,GW-ATLAS,SETTLED,0,2513.63,SAR,69.99,43.59,26.4,Success,DQ-T08
2025-05-06,SA124881724,TOKEN,GW-ATLAS,PENDING_REVIEW,1,116.57,SAR,0.0,0.08,-0.08,,DQ-T05
2026-01-28,EG305582435,CARD,GW-NILE,Success,6,-11457.98,EGP,-280.92,-155.28,-125.64,Success,DQ-T07
2026-05-09,EG981274071,CARD,GW-ATLAS,UNKNOWN,5,2160.48,EGP,0.0,5.16,-5.16,,DQ-T05
,SA315873581,LDEBIT,GW-NIMBUS,Failed,3,122.0,SAR,0.0,0.17,-0.17,Failed,DQ-T02
2025-10-24,AE741353303,TOKEN,GW-ORION,UNKNOWN,1,43.6,AED,0.0,0.55,-0.55,,DQ-T05
,SA577673991,LDEBIT,GW-NIMBUS,Success,2,586.27,SAR,7.38,2.98,4.4,Success,DQ-T02
,SA158425015,TOKEN,GW-NIMBUS,Success,28,1177.37,SAR,38.95,23.31,15.64,Success,DQ-T02
,EG482640702,WALLET,GW-NILE,Success,15,35353.53,EGP,705.7,313.12,392.58,Success,DQ-T02
,SA758672424,TOKEN,GW-ORION,Success,1,85.18,SAR,2.23,1.36,0.87,Success,DQ-T02
,EG861848123,CARD,GW-NILE,Success,12,9640.8,EGP,294.28,148.59,145.69,Success,DQ-T02
2026-04-24,EG432619696,CARD,GW-ATLAS,Success,0,40271.44,EGP,1750.88,1221.23,529.65,Success,DQ-T08
2026-06-15,EG707758852,LDEBIT,GW-NILE,Success,0,5040.88,EGP,72.21,31.22,40.99,Success,DQ-T08
2026-02-14,EG723843125,WALLET,GW-NILE,CHARGEBACK?,128,35832.73,EGP,969.05,520.1,448.95,,DQ-T05
2024-10-10,XX147415469,BNPL,GW-NILE,Success,2,2081.87,EGP,102.57,60.74,41.83,Success,DQ-T04
2024-12-11,XX980012854,CARD,GW-ORION,Success,100,22134.68,AED,504.21,305.62,198.59,Success,DQ-T04
2024-10-02,AE172124002,LDEBIT,GW-NIMBUS,SETTLED,23,-2513.53,AED,-35.82,-15.11,-20.71,Success,DQ-T07
,AE333371080,CARD,GW-ORION,Failed,2,639.77,AED,0.0,0.09,-0.09,Failed,DQ-T02
,SA508515348,TOKEN,GW-ORION,DECLINED,2,369.37,SAR,0.0,0.09,-0.09,Failed,DQ-T02
,EG728358410,TOKEN,GW-ATLAS,Success,4,4920.46,EGP,122.54,88.9,33.64,Success,DQ-T02
2024-12-13,AE345303542,TOKEN,GW-ORION,Success,0,160.65,AED,5.57,3.01,2.56,Success,DQ-T08
2026-02-04,XX963675839,LDEBIT,GW-NIMBUS,Voided,3,665.41,SAR,0.0,0.17,-0.17,Voided,DQ-T04
2026-03-07,SA814924785,CARD,GW-ATLAS,UNKNOWN,5,4345.71,SAR,98.96,64.75,34.21,,DQ-T05
,EG728358410,LDEBIT,GW-NILE,Success,5,9289.24,EGP,105.24,46.27,58.97,Success,DQ-T02
2026-03-10,EG529532780,TOKEN,GW-NILE,CHARGEBACK?,5,8234.29,EGP,223.91,117.42,106.49,,DQ-T05
,SA479684490,CARD,GW-ORION,Refunded,1,29.97,SAR,0.0,0.56,-0.56,Refunded,DQ-T02
,SA705652485,LDEBIT,GW-NIMBUS,Failed,8,983.57,SAR,0.0,0.45,-0.45,Failed,DQ-T02
2025-05-20,EG981274071,TOKEN,GW-NILE,UNKNOWN,9,3757.52,EGP,0.0,3.59,-3.59,,DQ-T05
2025-11-23,EG761087060,TOKEN,GW-ATLAS,CHARGEBACK?,42,63898.54,EGP,1706.75,1124.57,582.18,,DQ-T05
2025-01-28,SA925677957,CARD,GW-ATLAS,Success,7,-3448.35,SAR,-85.31,-52.22,-33.09,Success,DQ-T07
2026-05-23,AE107661633,CARD,GW-NIMBUS,PENDING_REVIEW,2,279.37,AED,0.0,0.11,-0.11,,DQ-T05
2025-10-06,EG486344028,LDEBIT,GW-NILE,CHARGEBACK?,58,19100.7,EGP,363.91,179.56,184.35,,DQ-T05
2025-05-06,AE881349842,CARD,GW-ORION,PENDING_REVIEW,1,3410.77,AED,0.0,0.04,-0.04,,DQ-T05
2024-07-02,SA592950341,LDEBIT,GW-NIMBUS,PENDING_REVIEW,6,1505.79,SAR,18.63,7.79,10.84,,DQ-T05
,AE987618927,BNPL,GW-ATLAS,Refunded,1,36.54,AED,0.0,0.55,-0.55,Refunded,DQ-T02
,EG554455116,WALLET,GW-NILE,Success,1,7498.35,EGP,139.8,62.54,77.26,Success,DQ-T02
,SA295911590,LDEBIT,GW-NIMBUS,Success,6,1204.53,SAR,14.74,6.43,8.31,Success,DQ-T02
,EG762971123,WALLET,GW-NILE,Success,1,2012.53,EGP,40.19,18.11,22.08,Success,DQ-T02
2025-10-13,SA647753119,CARD,GW-NIMBUS,PENDING_REVIEW,1,108.68,SAR,0.0,0.06,-0.06,,DQ-T05
2026-02-04,SA251636450,TOKEN,GW-ORION,Success,13,-860.19,SAR,-25.87,-14.34,-11.53,Success,DQ-T07
2026-03-02,SA256650029,CARD,GW-NIMBUS,Success,0,22347.84,SAR,559.0,345.33,213.67,Success,DQ-T08
,SA382289892,LDEBIT,GW-NIMBUS,Failed,2,415.89,SAR,0.0,0.11,-0.11,Failed,DQ-T02
2024-11-08,EG728979434,LDEBIT,GW-NILE,PENDING_REVIEW,2,5301.49,EGP,65.72,24.89,40.83,,DQ-T05
2026-06-23,SA196173797,TOKEN,GW-ORION,UNKNOWN,7,566.35,SAR,15.43,9.09,6.34,,DQ-T05
2026-03-12,EG123423908,CARD,GW-NILE,Success,7,-19095.2,EGP,-484.94,-251.15,-233.79,Success,DQ-T07
,EG249264164,CARD,GW-ATLAS,Success,12,10101.99,EGP,295.36,189.99,105.37,Success,DQ-T02
,EG744158614,TOKEN,GW-ATLAS,Failed,1,1485.55,EGP,0.0,0.99,-0.99,Failed,DQ-T02
,EG486344028,LDEBIT,GW-NILE,Voided,1,337.17,EGP,0.0,0.41,-0.41,Voided,DQ-T02
2025-10-29,XX557724980,TOKEN,GW-NILE,Success,20,21133.58,EGP,570.91,319.65,251.26,Success,DQ-T04
2025-03-02,SA954952952,LDEBIT,GW-NIMBUS,Success,214,-9711.04,SAR,-146.36,-79.81,-66.55,Success,DQ-T07
2026-05-13,EG792191738,LDEBIT,GW-NILE,Success,0,22924.31,EGP,345.16,145.17,199.99,Success,DQ-T08
2025-01-07,OM761371745,CARD,GW-ATLAS,CHARGEBACK?,1,164.14,OMR,0.0,0.01,-0.01,,DQ-T05
2025-09-05,XX141110162,CARD,GW-ATLAS,Voided,1,1309.97,EGP,0.0,1.02,-1.02,Voided,DQ-T04
2025-10-02,OM236113503,CARD,GW-NIMBUS,UNKNOWN,1,27.25,OMR,0.0,0.01,-0.01,,DQ-T05
,SA912413819,CARD,GW-ORION,Success,375,12665.88,SAR,408.13,246.05,162.08,Success,DQ-T02
,EG998632198,BNPL,GW-NILE,Success,12,20177.08,EGP,864.59,585.78,278.81,Success,DQ-T02
,EG191889591,TOKEN,GW-NILE,Success,5,5948.03,EGP,162.41,87.73,74.68,Success,DQ-T02
,AE671906697,CARD,GW-ORION,Success,2243,142795.61,AED,2619.36,2320.77,298.59,Success,DQ-T02
2025-09-02,SA624172387,LDEBIT,GW-NIMBUS,Success,11,-383.35,SAR,-6.52,-3.58,-2.94,Success,DQ-T07
2026-01-10,XX395541924,BNPL,GW-ATLAS,Voided,4,239.88,SAR,0.0,0.3,-0.3,Voided,DQ-T04
2025-03-22,SA912413819,TOKEN,GW-ATLAS,Success,147,-4888.08,SAR,-160.66,-114.7,-45.96,Success,DQ-T07
,OM730950792,CARD,GW-NIMBUS,Success,3,37.42,OMR,0.93,0.58,0.35,Success,DQ-T02
,EG728358410,LDEBIT,GW-NILE,Declined,1,1592.34,EGP,0.0,0.4,-0.4,Failed,DQ-T02
,EG447972836,LDEBIT,GW-NILE,Failed,1,1132.6,EGP,0.0,0.39,-0.39,Failed,DQ-T02
,EG259754316,TOKEN,GW-ATLAS,Failed,2,747.85,EGP,0.0,1.98,-1.98,Failed,DQ-T02
2024-10-27,AE123781768,CARD,GW-ORION,PENDING_REVIEW,489,24201.67,AED,410.04,417.12,-7.08,,DQ-T05
,EG259754316,CARD,GW-ATLAS,Failed,5,1948.8,EGP,0.0,5.16,-5.16,Failed,DQ-T02
2025-02-15,AE904440734,CARD,GW-ATLAS,CHARGEBACK?,2,96.98,AED,0.0,0.15,-0.15,,DQ-T05
2026-04-02,AE786280232,BANKTR,GW-NIMBUS,Success,8,-20431.2,AED,-54.84,-20.94,-33.9,Success,DQ-T07
2025-07-28,EG292925935,TOKEN,GW-ATLAS,PENDING_REVIEW,1,976.97,EGP,0.0,1.0,-1.0,,DQ-T05
2026-02-08,XX517005713,CARD,GW-ATLAS,Success,3,3829.35,AED,83.28,56.65,26.63,Success,DQ-T04
,EG482640702,WALLET,GW-NILE,Success,23,59214.38,EGP,1174.09,518.92,655.17,Success,DQ-T02
,SA352518639,BANKTR,GW-NIMBUS,Voided,4,1657.17,SAR,0.0,0.22,-0.22,Voided,DQ-T02
2025-08-18,SA988802623,LDEBIT,GW-NIMBUS,Success,9,-2130.18,SAR,-25.99,-11.1,-14.89,Success,DQ-T07
2025-02-12,AE410140017,LDEBIT,GW-NIMBUS,Success,0,18976.55,AED,144.3,104.23,40.07,Success,DQ-T08
2025-09-21,AE678947423,CARD,GW-ATLAS,PENDING_REVIEW,13,2851.17,AED,71.18,45.1,26.08,,DQ-T05
2024-10-08,OM936304206,LDEBIT,GW-NIMBUS,Success,5,-72.34,OMR,-0.86,-0.41,-0.45,Success,DQ-T07
2026-01-08,XX294257227,CARD,GW-ATLAS,Failed,152,23530.32,SAR,0.0,11.4,-11.4,Failed,DQ-T04
2025-11-16,SA722880043,CARD,GW-NIMBUS,Success,0,7462.96,SAR,169.79,102.21,67.58,Success,DQ-T08
,AE360087333,TOKEN,GW-ORION,Success,9,464.66,AED,14.06,8.15,5.91,Success,DQ-T02
,SA972748866,LDEBIT,GW-NIMBUS,Success,394,51516.51,SAR,399.38,298.31,101.07,Success,DQ-T02
2024-09-19,SA914955375,LDEBIT,GW-NIMBUS,Success,0,160.41,SAR,1.9,0.89,1.01,Success,DQ-T08
2025-09-13,XX474245250,CARD,GW-NIMBUS,Success,4,7238.62,SAR,164.01,98.7,65.31,Success,DQ-T04
2026-02-10,AE787062785,LDEBIT,GW-NIMBUS,UNKNOWN,2,293.96,AED,0.0,0.11,-0.11,,DQ-T05
,SA247609412,LDEBIT,GW-NIMBUS,Voided,2,105.0,SAR,0.0,0.11,-0.11,Voided,DQ-T02
2026-04-30,XX579455945,CARD,GW-ORION,Success,26,1678.75,SAR,50.04,27.32,22.72,Success,DQ-T04
,SA426436949,BNPL,GW-ATLAS,Voided,2,136.79,SAR,0.0,0.15,-0.15,Voided,DQ-T02
2024-10-15,EG816834588,CARD,GW-NILE,PENDING_REVIEW,3,4915.79,EGP,121.54,67.46,54.08,,DQ-T05
2026-05-30,SA936227927,CARD,GW-ATLAS,PENDING_REVIEW,7,5639.82,SAR,130.99,84.17,46.82,,DQ-T05
2024-10-08,XX553562281,TOKEN,GW-ORION,Voided,1,51.18,SAR,0.0,0.04,-0.04,Voided,DQ-T04
2024-07-21,EG728358410,TOKEN,GW-ATLAS,Success,5,-9210.62,EGP,-216.73,-157.06,-59.67,Success,DQ-T07
2026-05-05,XX656282389,CARD,GW-ATLAS,FAILED,2,8146.74,EGP,0.0,2.06,-2.06,Failed,DQ-T04
,AE205330599,CARD,GW-ORION,Failed,1,137.34,AED,0.0,0.04,-0.04,Failed,DQ-T02
,EG292925935,TOKEN,GW-ATLAS,Success,4,4468.53,EGP,126.69,82.75,43.94,Success,DQ-T02
,EG723843125,WALLET,GW-NILE,Voided,1,271.93,EGP,0.0,0.4,-0.4,Voided,DQ-T02
,EG998632198,BNPL,GW-NILE,APPROVED,9,13405.19,EGP,574.41,389.6,184.81,Success,DQ-T02
,SA139966565,CARD,GW-ATLAS,Voided,1,41.62,SAR,0.0,0.08,-0.08,Voided,DQ-T02
2025-09-28,XX279687246,TOKEN,GW-ATLAS,APPROVED,9,44599.07,EGP,1076.52,708.26,368.26,Success,DQ-T04
2025-01-26,EG290794122,CARD,GW-NILE,CAPTURED,10,-33104.66,EGP,-789.36,-428.19,-361.17,Success,DQ-T07
2025-12-17,SA306273888,TOKEN,GW-NIMBUS,PENDING_REVIEW,30,2689.77,SAR,80.27,44.97,35.3,,DQ-T05
,SA259363162,CARD,GW-ATLAS,Failed,2,241.9,SAR,0.0,0.15,-0.15,Failed,DQ-T02
2025-11-28,EG344164016,TOKEN,GW-NILE,UNKNOWN,1,338.97,EGP,0.0,0.41,-0.41,,DQ-T05
2025-11-19,AE547591847,TOKEN,GW-NIMBUS,Success,7,-1296.85,AED,-31.88,-19.83,-12.05,Success,DQ-T07
2025-10-29,AE123781768,LDEBIT,GW-NIMBUS,Success,0,6394.82,AED,53.45,50.26,3.19,Success,DQ-T08
,AE468236624,CARD,GW-ORION,Failed,1,1542.6,AED,0.0,0.04,-0.04,Failed,DQ-T02
2026-06-04,XX562500643,LDEBIT,GW-NILE,Success,1,3483.18,EGP,41.37,15.91,25.46,Success,DQ-T04
2024-10-02,EG123423908,LDEBIT,GW-NILE,Success,0,2989.63,EGP,36.78,13.81,22.97,Success,DQ-T08
,SA589749602,CARD,GW-ORION,Success,111,20016.13,SAR,489.39,281.37,208.02,Success,DQ-T02
,AE707625102,CARD,GW-NIMBUS,Failed,2,562.68,AED,0.0,0.11,-0.11,Failed,DQ-T02
2025-10-20,SA944601083,CARD,GW-ATLAS,Success,22,-7594.57,SAR,-190.78,-116.83,-73.95,Success,DQ-T07
