merchant_id,payment_method,mdr_pct,fixed_fee_usd,effective_from,merchant_key
M00169,LDEBIT,0.01117,0.053,2021-10-16,168
M00169,WALLET,0.01828,0.053,2021-10-16,168
M00170,CARD,0.01584,0.072,2021-10-16,169
M00170,TOKEN,0.01619,0.072,2021-10-16,169
M00170,LDEBIT,0.00775,0.036,2021-10-16,169
M00170,WALLET,0.01267,0.036,2021-10-16,169
M00171,CARD,0.02286,0.1,2021-10-19,170
M00171,TOKEN,0.02336,0.1,2021-10-19,170
M00172,CARD,0.0236,0.1,2021-10-20,171
M00172,TOKEN,0.02413,0.1,2021-10-20,171
M00172,LDEBIT,0.01154,0.05,2021-10-20,171
M00172,WALLET,0.01888,0.05,2021-10-20,171
M00172,BNPL,0.0472,0.0,2021-10-20,171
M00173,CARD,0.01602,0.07,2021-10-21,172
M00173,LDEBIT,0.00783,0.035,2021-10-21,172
M00174,CARD,0.02334,0.105,2021-10-24,173
M00174,LDEBIT,0.01141,0.053,2021-10-24,173
M00175,CARD,0.02255,0.1,2021-10-27,174
M00175,TOKEN,0.02305,0.1,2021-10-27,174
M00175,LDEBIT,0.01102,0.05,2021-10-27,174
M00175,WALLET,0.01804,0.05,2021-10-27,174
M00175,BNPL,0.0451,0.0,2021-10-27,174
M00176,CARD,0.02245,0.105,2021-11-03,175
M00176,LDEBIT,0.01098,0.053,2021-11-03,175
M00176,WALLET,0.01796,0.053,2021-11-03,175
M00177,CARD,0.02285,0.105,2021-11-04,176
M00177,LDEBIT,0.01117,0.053,2021-11-04,176
M00178,CARD,0.02224,0.1,2021-11-09,177
M00178,TOKEN,0.02274,0.1,2021-11-09,177
M00178,LDEBIT,0.01088,0.05,2021-11-09,177
M00179,CARD,0.02254,0.105,2021-11-11,178
M00179,LDEBIT,0.01102,0.053,2021-11-11,178
M00179,WALLET,0.01803,0.053,2021-11-11,178
M00180,CARD,0.02244,0.1,2021-11-12,179
M00180,TOKEN,0.02294,0.1,2021-11-12,179
M00180,LDEBIT,0.01097,0.05,2021-11-12,179
M00180,BNPL,0.04488,0.0,2021-11-12,179
M00181,CARD,0.02112,0.1,2021-11-14,180
M00181,TOKEN,0.02159,0.1,2021-11-14,180
M00181,BNPL,0.04225,0.0,2021-11-14,180
M00182,CARD,0.02481,0.105,2021-11-16,181
M00182,LDEBIT,0.01213,0.053,2021-11-16,181
M00182,TOKEN,0.02536,0.105,2021-11-16,181
M00183,CARD,0.02222,0.1,2021-11-23,183
M00183,TOKEN,0.02272,0.1,2021-11-23,183
M00183,LDEBIT,0.01086,0.05,2021-11-23,183
M00183,BNPL,0.04444,0.0,2021-11-23,183
M00184,CARD,0.02256,0.1,2021-11-23,184
M00184,TOKEN,0.02306,0.1,2021-11-23,184
M00184,LDEBIT,0.01103,0.05,2021-11-23,184
M00184,WALLET,0.01805,0.05,2021-11-23,184
M00184,BNPL,0.04512,0.0,2021-11-23,184
M00185,CARD,0.02519,0.105,2021-11-23,185
M00185,LDEBIT,0.01232,0.053,2021-11-23,185
M00185,TOKEN,0.02575,0.105,2021-11-23,185
M00185,WALLET,0.02016,0.053,2021-11-23,185
M00186,CARD,0.02226,0.105,2021-11-24,186
M00186,LDEBIT,0.01088,0.053,2021-11-24,186
M00187,CARD,0.02552,0.105,2021-11-24,187
M00187,TOKEN,0.02609,0.105,2021-11-24,187
M00187,LDEBIT,0.01248,0.053,2021-11-24,187
M00187,WALLET,0.02042,0.053,2021-11-24,187
M00187,BNPL,0.05105,0.0,2021-11-24,187
M00188,CARD,0.02385,0.105,2021-11-25,188
M00188,LDEBIT,0.01166,0.053,2021-11-25,188
M00189,CARD,0.02297,0.105,2021-11-28,189
M00189,LDEBIT,0.01123,0.053,2021-11-28,189
M00189,TOKEN,0.02348,0.105,2021-11-28,189
M00190,CARD,0.02155,0.1,2021-11-28,190
M00190,TOKEN,0.02203,0.1,2021-11-28,190
M00190,LDEBIT,0.01054,0.05,2021-11-28,190
M00190,BNPL,0.0431,0.0,2021-11-28,190
M00191,CARD,0.02237,0.1,2021-12-03,191
M00191,TOKEN,0.02287,0.1,2021-12-03,191
M00191,LDEBIT,0.01094,0.05,2021-12-03,191
M00192,CARD,0.01668,0.07,2021-12-03,192
M00192,LDEBIT,0.00815,0.035,2021-12-03,192
M00192,WALLET,0.01334,0.035,2021-12-03,192
M00193,CARD,0.02341,0.105,2021-12-10,193
M00193,LDEBIT,0.01145,0.053,2021-12-10,193
M00194,CARD,0.02188,0.1,2021-12-13,194
M00194,TOKEN,0.02237,0.1,2021-12-13,194
M00195,CARD,0.02133,0.1,2021-12-16,195
M00195,TOKEN,0.0218,0.1,2021-12-16,195
M00195,LDEBIT,0.01043,0.05,2021-12-16,195
M00196,CARD,0.02199,0.105,2021-12-17,196
M00196,LDEBIT,0.01075,0.053,2021-12-17,196
M00196,TOKEN,0.02248,0.105,2021-12-17,196
M00196,WALLET,0.01759,0.053,2021-12-17,196
M00197,CARD,0.02343,0.105,2021-12-17,197
M00197,LDEBIT,0.01146,0.053,2021-12-17,197
M00197,TOKEN,0.02395,0.105,2021-12-17,197
M00197,WALLET,0.01875,0.053,2021-12-17,197
M00198,CARD,0.02025,0.072,2021-12-23,198
M00198,TOKEN,0.0207,0.072,2021-12-23,198
M00199,CARD,0.02161,0.105,2021-12-27,199
M00199,LDEBIT,0.01056,0.053,2021-12-27,199
M00199,WALLET,0.01728,0.053,2021-12-27,199
M00200,CARD,0.01405,0.07,2021-12-28,200
M00200,LDEBIT,0.00687,0.035,2021-12-28,200
M00201,CARD,0.02347,0.105,2021-12-30,201
M00201,LDEBIT,0.01147,0.053,2021-12-30,201
M00202,CARD,0.02443,0.105,2022-01-11,202
M00202,LDEBIT,0.01194,0.053,2022-01-11,202
M00202,TOKEN,0.02497,0.105,2022-01-11,202
M00203,CARD,0.02389,0.105,2022-01-17,203
M00203,LDEBIT,0.01168,0.053,2022-01-17,203
M00204,CARD,0.02188,0.105,2022-01-18,204
M00204,LDEBIT,0.0107,0.053,2022-01-18,204
M00204,TOKEN,0.02237,0.105,2022-01-18,204
M00205,CARD,0.01337,0.072,2022-01-18,205
M00205,LDEBIT,0.00653,0.036,2022-01-18,205
M00205,TOKEN,0.01366,0.072,2022-01-18,205
M00205,WALLET,0.01069,0.036,2022-01-18,205
M00206,CARD,0.02443,0.105,2022-01-18,206
M00206,TOKEN,0.02497,0.105,2022-01-18,206
M00206,LDEBIT,0.01194,0.053,2022-01-18,206
M00206,WALLET,0.01955,0.053,2022-01-18,206
M00206,BNPL,0.04886,0.0,2022-01-18,206
M00207,CARD,0.02311,0.1,2022-01-19,207
M00207,TOKEN,0.02363,0.1,2022-01-19,207
M00208,CARD,0.02329,0.1,2022-01-26,208
M00208,TOKEN,0.0238,0.1,2022-01-26,208
M00209,CARD,0.02291,0.1,2022-01-27,209
M00209,TOKEN,0.02342,0.1,2022-01-27,209
M00210,BANKTR,0.002,0.42,2022-01-31,210
M00210,CARD,0.01502,0.07,2022-01-31,210
M00211,CARD,0.02236,0.1,2022-02-03,211
M00211,TOKEN,0.02286,0.1,2022-02-03,211
M00211,LDEBIT,0.01093,0.05,2022-02-03,211
M00211,BNPL,0.04473,0.0,2022-02-03,211
M00212,CARD,0.02211,0.1,2022-02-04,212
M00212,TOKEN,0.0226,0.1,2022-02-04,212
M00213,CARD,0.02322,0.105,2022-02-06,213
M00213,TOKEN,0.02374,0.105,2022-02-06,213
M00213,LDEBIT,0.01135,0.053,2022-02-06,213
M00213,WALLET,0.01858,0.053,2022-02-06,213
M00214,CARD,0.02336,0.105,2022-02-06,214
M00214,LDEBIT,0.01142,0.053,2022-02-06,214
M00214,TOKEN,0.02388,0.105,2022-02-06,214
M00214,WALLET,0.01869,0.053,2022-02-06,214
M00215,CARD,0.02188,0.1,2022-02-06,215
M00215,TOKEN,0.02236,0.1,2022-02-06,215
M00215,LDEBIT,0.0107,0.05,2022-02-06,215
M00215,WALLET,0.0175,0.05,2022-02-06,215
M00216,CARD,0.02329,0.1,2022-02-08,216
M00216,TOKEN,0.02381,0.1,2022-02-08,216
M00216,LDEBIT,0.01139,0.05,2022-02-08,216
M00217,BANKTR,0.00215,0.42,2022-02-10,217
M00217,CARD,0.01613,0.07,2022-02-10,217
M00218,CARD,0.02218,0.105,2022-02-10,218
M00218,LDEBIT,0.01085,0.053,2022-02-10,218
M00218,WALLET,0.01775,0.053,2022-02-10,218
M00219,CARD,0.02458,0.105,2022-02-10,219
M00219,LDEBIT,0.01202,0.053,2022-02-10,219
M00219,TOKEN,0.02513,0.105,2022-02-10,219
M00219,WALLET,0.01967,0.053,2022-02-10,219
M00220,CARD,0.02142,0.1,2022-02-14,220
M00220,TOKEN,0.0219,0.1,2022-02-14,220
M00220,LDEBIT,0.01047,0.05,2022-02-14,220
M00220,WALLET,0.01714,0.05,2022-02-14,220
M00220,BNPL,0.04285,0.0,2022-02-14,220
M00221,CARD,0.01677,0.07,2022-02-19,221
M00221,LDEBIT,0.0082,0.035,2022-02-19,221
M00221,WALLET,0.01342,0.035,2022-02-19,221
M00222,CARD,0.02404,0.105,2022-02-20,222
M00222,LDEBIT,0.01175,0.053,2022-02-20,222
M00222,TOKEN,0.02458,0.105,2022-02-20,222
M00222,WALLET,0.01923,0.053,2022-02-20,222
M00223,CARD,0.02171,0.1,2022-02-21,223
M00223,TOKEN,0.02219,0.1,2022-02-21,223
M00224,CARD,0.0223,0.1,2022-02-23,224
M00224,TOKEN,0.02279,0.1,2022-02-23,224
M00224,LDEBIT,0.0109,0.05,2022-02-23,224
M00225,CARD,0.0225,0.105,2022-02-24,225
M00225,LDEBIT,0.011,0.053,2022-02-24,225
M00226,CARD,0.02296,0.1,2022-02-26,226
M00226,TOKEN,0.02347,0.1,2022-02-26,226
M00226,LDEBIT,0.01123,0.05,2022-02-26,226
M00226,WALLET,0.01837,0.05,2022-02-26,226
M00227,BANKTR,0.00205,0.42,2022-02-28,227
M00227,CARD,0.01541,0.07,2022-02-28,227
M00228,CARD,0.0116,0.072,2022-03-03,228
M00228,LDEBIT,0.00567,0.036,2022-03-03,228
M00228,TOKEN,0.01186,0.072,2022-03-03,228
M00229,CARD,0.02528,0.105,2022-03-07,229
M00229,TOKEN,0.02584,0.105,2022-03-07,229
M00229,LDEBIT,0.01236,0.053,2022-03-07,229
M00230,CARD,0.02392,0.1,2022-03-08,230
M00230,TOKEN,0.02446,0.1,2022-03-08,230
M00231,BANKTR,0.00225,0.42,2022-03-09,231
M00231,CARD,0.01685,0.07,2022-03-09,231
M00232,CARD,0.02432,0.105,2022-03-10,232
M00232,TOKEN,0.02486,0.105,2022-03-10,232
M00232,LDEBIT,0.01189,0.053,2022-03-10,232
M00233,CARD,0.02257,0.1,2022-03-12,233
M00233,TOKEN,0.02307,0.1,2022-03-12,233
M00233,LDEBIT,0.01103,0.05,2022-03-12,233
M00233,WALLET,0.01805,0.05,2022-03-12,233
M00234,BANKTR,0.00195,0.42,2022-03-15,234
M00234,CARD,0.0146,0.07,2022-03-15,234
M00235,CARD,0.02302,0.105,2022-03-16,235
M00235,LDEBIT,0.01125,0.053,2022-03-16,235
M00235,TOKEN,0.02353,0.105,2022-03-16,235
M00236,CARD,0.01608,0.07,2022-03-16,236
M00236,LDEBIT,0.00786,0.035,2022-03-16,236
M00236,WALLET,0.01287,0.035,2022-03-16,236
M00237,CARD,0.02152,0.1,2022-03-19,237
M00237,TOKEN,0.022,0.1,2022-03-19,237
M00237,LDEBIT,0.01052,0.05,2022-03-19,237
M00237,BNPL,0.04304,0.0,2022-03-19,237
M00238,CARD,0.02229,0.1,2022-03-21,238
M00238,TOKEN,0.02279,0.1,2022-03-21,238
M00239,CARD,0.02414,0.105,2022-03-22,239
M00239,LDEBIT,0.0118,0.053,2022-03-22,239
M00239,TOKEN,0.02468,0.105,2022-03-22,239
M00240,CARD,0.02273,0.1,2022-03-26,240
M00240,TOKEN,0.02324,0.1,2022-03-26,240
M00240,LDEBIT,0.01111,0.05,2022-03-26,240
M00240,BNPL,0.04546,0.0,2022-03-26,240
M00241,CARD,0.02435,0.1,2022-03-30,241
M00241,TOKEN,0.02489,0.1,2022-03-30,241
M00241,LDEBIT,0.01191,0.05,2022-03-30,241
M00241,WALLET,0.01948,0.05,2022-03-30,241
M00242,CARD,0.0237,0.105,2022-04-06,242
M00242,LDEBIT,0.01158,0.053,2022-04-06,242
M00242,TOKEN,0.02422,0.105,2022-04-06,242
M00243,BANKTR,0.00209,0.42,2022-04-08,243
M00243,CARD,0.01569,0.07,2022-04-08,243
M00244,BANKTR,0.0021,0.42,2022-04-13,244
M00244,CARD,0.01573,0.07,2022-04-13,244
M00245,CARD,0.02188,0.1,2022-04-17,245
M00245,TOKEN,0.02237,0.1,2022-04-17,245
M00245,LDEBIT,0.0107,0.05,2022-04-17,245
M00245,WALLET,0.01751,0.05,2022-04-17,245
M00245,BNPL,0.04376,0.0,2022-04-17,245
M00246,CARD,0.022,0.1,2022-04-19,246
M00246,TOKEN,0.02249,0.1,2022-04-19,246
M00246,LDEBIT,0.01076,0.05,2022-04-19,246
M00246,WALLET,0.0176,0.05,2022-04-19,246
M00247,BANKTR,0.00196,0.42,2022-04-20,247
M00247,CARD,0.01471,0.07,2022-04-20,247
M00248,CARD,0.0249,0.105,2022-04-23,248
M00248,LDEBIT,0.01217,0.053,2022-04-23,248
M00248,TOKEN,0.02545,0.105,2022-04-23,248
M00249,BANKTR,0.00204,0.42,2022-04-29,249
M00249,CARD,0.01534,0.07,2022-04-29,249
M00250,CARD,0.02363,0.105,2022-05-01,250
M00250,LDEBIT,0.01155,0.053,2022-05-01,250
M00250,TOKEN,0.02416,0.105,2022-05-01,250
M00251,CARD,0.02406,0.105,2022-05-01,251
M00251,LDEBIT,0.01176,0.053,2022-05-01,251
M00251,WALLET,0.01925,0.053,2022-05-01,251
M00252,CARD,0.02436,0.105,2022-05-06,252
M00252,TOKEN,0.0249,0.105,2022-05-06,252
M00252,LDEBIT,0.01191,0.053,2022-05-06,252
M00252,BNPL,0.04872,0.0,2022-05-06,252
M00253,CARD,0.02359,0.105,2022-05-06,253
M00253,TOKEN,0.02412,0.105,2022-05-06,253
M00253,LDEBIT,0.01153,0.053,2022-05-06,253
M00254,CARD,0.02283,0.105,2022-05-16,254
M00254,TOKEN,0.02334,0.105,2022-05-16,254
M00254,LDEBIT,0.01116,0.053,2022-05-16,254
M00254,WALLET,0.01826,0.053,2022-05-16,254
M00254,BNPL,0.04566,0.0,2022-05-16,254
M00255,CARD,0.02365,0.105,2022-05-17,255
M00255,LDEBIT,0.01156,0.053,2022-05-17,255
M00255,TOKEN,0.02417,0.105,2022-05-17,255
M00255,WALLET,0.01892,0.053,2022-05-17,255
M00256,BANKTR,0.00203,0.42,2022-05-17,256
M00256,CARD,0.01521,0.07,2022-05-17,256
M00257,CARD,0.02241,0.105,2022-05-21,257
M00257,LDEBIT,0.01096,0.053,2022-05-21,257
M00258,CARD,0.01652,0.07,2022-05-22,258
M00258,LDEBIT,0.00808,0.035,2022-05-22,258
M00258,WALLET,0.01322,0.035,2022-05-22,258
M00259,CARD,0.02371,0.1,2022-05-22,259
M00259,TOKEN,0.02424,0.1,2022-05-22,259
M00259,LDEBIT,0.01159,0.05,2022-05-22,259
M00259,WALLET,0.01897,0.05,2022-05-22,259
M00259,BNPL,0.04742,0.0,2022-05-22,259
M00260,CARD,0.01911,0.072,2022-05-23,260
M00260,LDEBIT,0.00934,0.036,2022-05-23,260
M00261,CARD,0.02469,0.105,2022-05-23,261
M00261,TOKEN,0.02523,0.105,2022-05-23,261
M00262,CARD,0.02262,0.1,2022-05-24,262
M00262,TOKEN,0.02313,0.1,2022-05-24,262
M00263,CARD,0.02434,0.105,2022-05-24,263
M00263,LDEBIT,0.0119,0.053,2022-05-24,263
M00263,WALLET,0.01947,0.053,2022-05-24,263
M00264,CARD,0.02264,0.1,2022-05-26,264
M00264,TOKEN,0.02314,0.1,2022-05-26,264
M00265,CARD,0.0248,0.105,2022-05-26,265
M00265,LDEBIT,0.01213,0.053,2022-05-26,265
M00266,CARD,0.02425,0.105,2022-05-27,266
M00266,TOKEN,0.02479,0.105,2022-05-27,266
M00266,LDEBIT,0.01186,0.053,2022-05-27,266
M00267,CARD,0.01542,0.07,2022-05-29,267
M00267,LDEBIT,0.00754,0.035,2022-05-29,267
M00268,CARD,0.02255,0.105,2022-06-01,268
M00268,LDEBIT,0.01103,0.053,2022-06-01,268
M00268,WALLET,0.01804,0.053,2022-06-01,268
M00269,CARD,0.02324,0.105,2022-06-09,269
M00269,LDEBIT,0.01136,0.053,2022-06-09,269
M00269,TOKEN,0.02376,0.105,2022-06-09,269
M00269,WALLET,0.01859,0.053,2022-06-09,269
M00270,CARD,0.02368,0.1,2022-06-11,270
M00270,TOKEN,0.0242,0.1,2022-06-11,270
M00271,CARD,0.0228,0.105,2022-06-13,271
M00271,TOKEN,0.0233,0.105,2022-06-13,271
M00271,LDEBIT,0.01114,0.053,2022-06-13,271
M00271,WALLET,0.01824,0.053,2022-06-13,271
M00272,CARD,0.02521,0.105,2022-06-14,272
M00272,LDEBIT,0.01232,0.053,2022-06-14,272
M00272,TOKEN,0.02577,0.105,2022-06-14,272
M00273,CARD,0.02299,0.1,2022-06-18,273
M00273,TOKEN,0.0235,0.1,2022-06-18,273
M00273,LDEBIT,0.01124,0.05,2022-06-18,273
M00274,CARD,0.02394,0.1,2022-06-19,274
M00274,TOKEN,0.02447,0.1,2022-06-19,274
M00275,CARD,0.01669,0.072,2022-06-21,275
M00275,LDEBIT,0.00816,0.036,2022-06-21,275
M00275,TOKEN,0.01707,0.072,2022-06-21,275
M00276,CARD,0.0232,0.105,2022-06-23,276
M00276,LDEBIT,0.01134,0.053,2022-06-23,276
M00277,CARD,0.02228,0.1,2022-06-24,277
M00277,TOKEN,0.02277,0.1,2022-06-24,277
M00277,LDEBIT,0.01089,0.05,2022-06-24,277
M00277,WALLET,0.01782,0.05,2022-06-24,277
M00278,CARD,0.02487,0.105,2022-06-26,278
M00278,LDEBIT,0.01216,0.053,2022-06-26,278
M00278,TOKEN,0.02542,0.105,2022-06-26,278
M00279,CARD,0.02428,0.105,2022-06-27,279
M00279,LDEBIT,0.01187,0.053,2022-06-27,279
M00279,TOKEN,0.02482,0.105,2022-06-27,279
M00279,WALLET,0.01942,0.053,2022-06-27,279
M00280,BANKTR,0.00205,0.42,2022-06-28,280
M00280,CARD,0.01534,0.07,2022-06-28,280
M00281,CARD,0.02425,0.105,2022-06-29,281
M00281,LDEBIT,0.01186,0.053,2022-06-29,281
M00281,TOKEN,0.02479,0.105,2022-06-29,281
M00282,CARD,0.02275,0.105,2022-07-01,282
M00282,LDEBIT,0.01112,0.053,2022-07-01,282
M00282,WALLET,0.0182,0.053,2022-07-01,282
M00283,CARD,0.02252,0.1,2022-07-01,283
M00283,TOKEN,0.02302,0.1,2022-07-01,283
M00283,LDEBIT,0.01101,0.05,2022-07-01,283
M00283,WALLET,0.01802,0.05,2022-07-01,283
M00284,CARD,0.02396,0.105,2022-07-03,284
M00284,LDEBIT,0.01171,0.053,2022-07-03,284
M00284,TOKEN,0.02449,0.105,2022-07-03,284
M00284,WALLET,0.01917,0.053,2022-07-03,284
M00285,CARD,0.01595,0.072,2022-07-04,285
M00285,TOKEN,0.0163,0.072,2022-07-04,285
M00285,LDEBIT,0.0078,0.036,2022-07-04,285
M00286,CARD,0.02501,0.105,2022-07-08,286
M00286,LDEBIT,0.01223,0.053,2022-07-08,286
M00286,TOKEN,0.02556,0.105,2022-07-08,286
M00286,WALLET,0.02001,0.053,2022-07-08,286
M00287,CARD,0.02215,0.1,2022-07-10,287
M00287,TOKEN,0.02265,0.1,2022-07-10,287
M00287,LDEBIT,0.01083,0.05,2022-07-10,287
M00288,CARD,0.02329,0.105,2022-07-12,288
M00288,TOKEN,0.0238,0.105,2022-07-12,288
M00288,LDEBIT,0.01138,0.053,2022-07-12,288
M00289,CARD,0.02408,0.105,2022-07-14,289
M00289,TOKEN,0.02461,0.105,2022-07-14,289
M00289,LDEBIT,0.01177,0.053,2022-07-14,289
M00289,WALLET,0.01926,0.053,2022-07-14,289
M00289,BNPL,0.04816,0.0,2022-07-14,289
M00290,CARD,0.02327,0.1,2022-07-14,290
M00290,TOKEN,0.02379,0.1,2022-07-14,290
M00290,BNPL,0.04655,0.0,2022-07-14,290
M00291,CARD,0.02417,0.105,2022-07-18,291
M00291,LDEBIT,0.01182,0.053,2022-07-18,291
M00291,TOKEN,0.02471,0.105,2022-07-18,291
M00292,CARD,0.02329,0.105,2022-07-19,292
M00292,LDEBIT,0.01139,0.053,2022-07-19,292
M00292,TOKEN,0.02381,0.105,2022-07-19,292
M00292,WALLET,0.01863,0.053,2022-07-19,292
M00293,CARD,0.02398,0.105,2022-07-22,293
M00293,LDEBIT,0.01172,0.053,2022-07-22,293
M00293,TOKEN,0.02451,0.105,2022-07-22,293
M00294,CARD,0.02191,0.1,2022-07-23,294
M00294,TOKEN,0.0224,0.1,2022-07-23,294
M00294,BNPL,0.04382,0.0,2022-07-23,294
M00295,BANKTR,0.00226,0.42,2022-07-24,295
M00295,CARD,0.01698,0.07,2022-07-24,295
M00296,BANKTR,0.00206,0.42,2022-07-24,296
M00296,CARD,0.01549,0.07,2022-07-24,296
M00297,CARD,0.02403,0.1,2022-07-24,297
M00297,TOKEN,0.02456,0.1,2022-07-24,297
M00298,CARD,0.02185,0.1,2022-07-24,298
M00298,TOKEN,0.02233,0.1,2022-07-24,298
M00299,CARD,0.01531,0.07,2022-07-25,299
M00299,LDEBIT,0.00749,0.035,2022-07-25,299
M00300,CARD,0.02156,0.1,2022-07-25,300
M00300,TOKEN,0.02204,0.1,2022-07-25,300
M00300,LDEBIT,0.01054,0.05,2022-07-25,300
M00300,WALLET,0.01725,0.05,2022-07-25,300
M00301,CARD,0.0233,0.105,2022-07-25,301
M00301,LDEBIT,0.01139,0.053,2022-07-25,301
M00301,WALLET,0.01864,0.053,2022-07-25,301
M00302,CARD,0.02408,0.105,2022-07-27,302
M00302,LDEBIT,0.01177,0.053,2022-07-27,302
M00303,CARD,0.02343,0.1,2022-07-29,303
M00303,TOKEN,0.02395,0.1,2022-07-29,303
M00303,LDEBIT,0.01146,0.05,2022-07-29,303
M00303,BNPL,0.04687,0.0,2022-07-29,303
M00304,CARD,0.02218,0.1,2022-07-29,304
M00304,TOKEN,0.02267,0.1,2022-07-29,304
M00304,LDEBIT,0.01084,0.05,2022-07-29,304
M00305,BANKTR,0.00215,0.42,2022-08-01,305
M00305,CARD,0.01611,0.07,2022-08-01,305
M00306,CARD,0.02429,0.105,2022-08-02,306
M00306,LDEBIT,0.01188,0.053,2022-08-02,306
M00306,TOKEN,0.02483,0.105,2022-08-02,306
M00307,CARD,0.022,0.1,2022-08-08,307
M00307,TOKEN,0.02249,0.1,2022-08-08,307
M00307,LDEBIT,0.01075,0.05,2022-08-08,307
M00308,CARD,0.02389,0.1,2022-08-09,308
M00308,TOKEN,0.02442,0.1,2022-08-09,308
M00308,LDEBIT,0.01168,0.05,2022-08-09,308
M00309,CARD,0.0249,0.105,2022-08-11,309
M00309,LDEBIT,0.01217,0.053,2022-08-11,309
M00309,TOKEN,0.02545,0.105,2022-08-11,309
M00310,CARD,0.02253,0.1,2022-08-13,310
M00310,TOKEN,0.02303,0.1,2022-08-13,310
M00310,LDEBIT,0.01102,0.05,2022-08-13,310
M00310,BNPL,0.04506,0.0,2022-08-13,310
M00311,CARD,0.02277,0.105,2022-08-15,311
M00311,TOKEN,0.02328,0.105,2022-08-15,311
M00311,LDEBIT,0.01113,0.053,2022-08-15,311
M00311,WALLET,0.01822,0.053,2022-08-15,311
M00312,CARD,0.01377,0.072,2022-08-19,323
M00312,LDEBIT,0.00673,0.036,2022-08-19,323
M00313,CARD,0.0239,0.105,2022-08-21,312
M00313,TOKEN,0.02443,0.105,2022-08-21,312
M00313,LDEBIT,0.01169,0.053,2022-08-21,312
M00313,WALLET,0.01912,0.053,2022-08-21,312
M00314,CARD,0.02324,0.105,2022-08-24,313
M00314,LDEBIT,0.01136,0.053,2022-08-24,313
M00314,TOKEN,0.02376,0.105,2022-08-24,313
M00314,WALLET,0.0186,0.053,2022-08-24,313
M00315,CARD,0.02373,0.105,2022-08-24,314
M00315,LDEBIT,0.0116,0.053,2022-08-24,314
M00315,WALLET,0.01898,0.053,2022-08-24,314
M00316,CARD,0.02188,0.1,2022-08-24,315
M00316,TOKEN,0.02237,0.1,2022-08-24,315
M00316,LDEBIT,0.0107,0.05,2022-08-24,315
M00317,CARD,0.02132,0.105,2022-08-25,316
M00317,LDEBIT,0.01042,0.053,2022-08-25,316
M00317,TOKEN,0.0218,0.105,2022-08-25,316
M00318,CARD,0.02251,0.1,2022-08-31,317
M00318,TOKEN,0.02301,0.1,2022-08-31,317
M00318,LDEBIT,0.011,0.05,2022-08-31,317
M00318,WALLET,0.01801,0.05,2022-08-31,317
M00318,BNPL,0.04502,0.0,2022-08-31,317
M00319,CARD,0.02242,0.105,2022-09-05,318
M00319,LDEBIT,0.01096,0.053,2022-09-05,318
M00319,TOKEN,0.02292,0.105,2022-09-05,318
M00320,CARD,0.02385,0.105,2022-09-06,319
M00320,TOKEN,0.02438,0.105,2022-09-06,319
M00320,LDEBIT,0.01166,0.053,2022-09-06,319
M00321,CARD,0.02325,0.105,2022-09-09,320
M00321,LDEBIT,0.01137,0.053,2022-09-09,320
M00322,CARD,0.0244,0.105,2022-09-11,321
M00322,LDEBIT,0.01193,0.053,2022-09-11,321
M00322,WALLET,0.01952,0.053,2022-09-11,321
M00323,CARD,0.02409,0.1,2022-09-11,322
M00323,TOKEN,0.02462,0.1,2022-09-11,322
M00323,LDEBIT,0.01178,0.05,2022-09-11,322
M00323,WALLET,0.01927,0.05,2022-09-11,322
M00323,BNPL,0.04817,0.0,2022-09-11,322
M00324,CARD,0.02284,0.105,2022-09-15,324
M00324,LDEBIT,0.01117,0.053,2022-09-15,324
M00325,BANKTR,0.00214,0.42,2022-09-16,325
M00325,CARD,0.01607,0.07,2022-09-16,325
M00326,CARD,0.02349,0.105,2022-09-16,326
M00326,LDEBIT,0.01148,0.053,2022-09-16,326
M00326,TOKEN,0.02401,0.105,2022-09-16,326
M00327,CARD,0.02201,0.1,2022-09-19,327
M00327,TOKEN,0.0225,0.1,2022-09-19,327
M00328,BANKTR,0.00205,0.42,2022-09-22,328
M00328,CARD,0.01535,0.07,2022-09-22,328
M00329,CARD,0.0232,0.1,2022-09-24,329
M00329,TOKEN,0.02372,0.1,2022-09-24,329
M00330,CARD,0.0236,0.105,2022-09-25,330
M00330,LDEBIT,0.01154,0.053,2022-09-25,330
M00330,TOKEN,0.02412,0.105,2022-09-25,330
M00331,CARD,0.01406,0.072,2022-09-26,331
M00331,TOKEN,0.01438,0.072,2022-09-26,331
M00332,CARD,0.01532,0.072,2022-09-26,332
M00332,TOKEN,0.01566,0.072,2022-09-26,332
M00332,LDEBIT,0.00749,0.036,2022-09-26,332
M00332,WALLET,0.01225,0.036,2022-09-26,332
M00332,BNPL,0.03063,0.0,2022-09-26,332
M00333,CARD,0.02475,0.105,2022-09-27,333
M00333,LDEBIT,0.0121,0.053,2022-09-27,333
M00333,TOKEN,0.0253,0.105,2022-09-27,333
M00334,CARD,0.02213,0.1,2022-09-27,334
M00334,TOKEN,0.02262,0.1,2022-09-27,334
M00334,LDEBIT,0.01082,0.05,2022-09-27,334
M00335,CARD,0.02483,0.105,2022-09-28,335
M00335,LDEBIT,0.01214,0.053,2022-09-28,335
M00336,CARD,0.02113,0.1,2022-10-02,336
M00336,TOKEN,0.02159,0.1,2022-10-02,336
M00336,LDEBIT,0.01033,0.05,2022-10-02,336
M00336,WALLET,0.0169,0.05,2022-10-02,336
