merchant_key,merchant_id,mid,merchant_name,country_code,segment,vertical,service,integration_type,settlement_type,account_manager,signup_date,live_date,first_txn_date,live_date_corrected,last_txn_date,days_signup_to_live,days_live_to_first_txn,is_activated,lifecycle_status,signup_cohort,live_cohort,live_fy,is_new_in_period,signup_date_key,live_date_key,first_txn_date_key,last_txn_date_key
202,M00202,SA205739809,Amber Cafe,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Turki Al-Shammari,2022-01-11,2022-01-30,2024-07-01,0,2026-06-30,19.0,883.0,0,Active,2022-01,2022-01,2022.0,0,20220111,20220130,20240701,20260630
203,M00203,SA545085858,Falcon Mart,SA,SME,Retail,Payment Links,Payment Links,T+2,Turki Al-Shammari,2022-01-17,2022-01-27,,0,,10.0,,0,Live - never transacted,2022-01,2022-01,2022.0,0,20220117,20220127,,
204,M00204,SA196173797,Swift Stores,SA,SME,Retail,POS Acceptance,POS Terminal,Instant,Turki Al-Shammari,2022-01-18,2022-02-20,2024-07-01,0,2026-06-30,33.0,862.0,0,Active,2022-01,2022-02,2022.0,0,20220118,20220220,20240701,20260630
205,M00205,EG275709942,Cedar Deals,EG,Enterprise,E-commerce,POS Acceptance,POS Terminal,T+1,Mai Ragab,2022-01-18,2022-02-21,2024-07-01,0,2026-06-30,34.0,861.0,0,Active,2022-01,2022-02,2022.0,0,20220118,20220221,20240701,20260630
206,M00206,EG911025364,Nova Bakery,EG,SME,Food & Beverage,Online Checkout,Hosted Checkout,T+1,Nadia Fouad,2022-01-18,2022-02-08,2024-07-01,0,2026-06-30,21.0,874.0,0,Active,2022-01,2022-02,2022.0,0,20220118,20220208,20240701,20260630
207,M00207,EG165126097,Palm Basket,EG,Online,E-commerce,Subscriptions,Direct API,T+2,Mai Ragab,2022-01-19,2022-04-14,2024-07-01,0,2026-06-30,85.0,809.0,0,Active,2022-01,2022-04,2022.0,0,20220119,20220414,20240701,20260630
208,M00208,AE678947423,Golden Shop,AE,Online,E-commerce,Online Checkout,Hosted Checkout,Instant,Layla Haddad,2022-01-26,2022-03-07,2024-07-01,0,2025-10-31,40.0,847.0,0,Churned,2022-01,2022-03,2022.0,0,20220126,20220307,20240701,20251031
209,M00209,EG744158614,Zenith Basket,EG,Online,E-commerce,Subscriptions,Direct API,T+2,Mai Ragab,2022-01-27,2022-02-28,2024-07-01,0,2026-06-30,32.0,854.0,0,Active,2022-01,2022-02,2022.0,0,20220127,20220228,20240701,20260630
210,M00210,EG207904094,Oasis Wholesale,EG,B2B,Distribution & Wholesale,B2B Collections,Payment Links,Weekly,Karim Ezzat,2022-01-31,2022-02-08,,0,,8.0,,0,Live - never transacted,2022-01,2022-02,2022.0,0,20220131,20220208,,
211,M00211,SA794064500,Cedar Online,SA,Online,E-commerce,Online Checkout,Direct API,T+2,Turki Al-Shammari,2022-02-03,,,0,,,,0,Onboarding (not live),2022-02,,,0,20220203,,,
212,M00212,AE346681166,Urban Shop,AE,Online,E-commerce,Online Checkout,E-commerce Plugin,T+2,Layla Haddad,2022-02-04,2022-02-19,2024-07-01,0,2026-06-30,15.0,863.0,0,Active,2022-02,2022-02,2022.0,0,20220204,20220219,20240701,20260630
213,M00213,EG622517179,Golden Bakery,EG,SME,Food & Beverage,Online Checkout,E-commerce Plugin,T+1,Hany Soliman,2022-02-06,2022-02-18,2024-07-01,0,2026-06-30,12.0,864.0,0,Active,2022-02,2022-02,2022.0,0,20220206,20220218,20240701,20260630
214,M00214,EG728979434,Crescent Services,EG,SME,Professional Services,POS Acceptance,POS Terminal,Instant,Hany Soliman,2022-02-06,2022-03-13,2024-07-01,0,2025-09-30,35.0,841.0,0,Churned,2022-02,2022-03,2022.0,0,20220206,20220313,20240701,20250930
215,M00215,EG105628327,Green Online,EG,Online,E-commerce,Online Checkout,Hosted Checkout,T+1,Karim Ezzat,2022-02-06,2022-02-18,,0,,12.0,,0,Live - never transacted,2022-02,2022-02,2022.0,0,20220206,20220218,,
216,M00216,OM713381935,Horizon Schools,OM,Online,Education,Online Checkout,Hosted Checkout,T+1,Salim Al-Harthy,2022-02-08,2022-03-14,2024-07-01,0,2026-06-30,34.0,840.0,0,Active,2022-02,2022-03,2022.0,0,20220208,20220314,20240701,20260630
217,M00217,AE339334302,Silver Supply,AE,B2B,Distribution & Wholesale,B2B Collections,Direct API,Weekly,Yousef Al-Marri,2022-02-10,2022-03-30,2024-07-02,0,2026-06-30,48.0,825.0,0,Active,2022-02,2022-03,2022.0,0,20220210,20220330,20240702,20260630
218,M00218,EG935471821,Silver Kitchen,EG,SME,Food & Beverage,Payment Links,Payment Links,T+2,Nadia Fouad,2022-02-10,2022-02-12,,0,,2.0,,0,Live - never transacted,2022-02,2022-02,2022.0,0,20220210,20220212,,
219,M00219,EG768201701,Bright Roastery,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Mai Ragab,2022-02-10,,,0,,,,0,Onboarding (not live),2022-02,,,0,20220210,,,
220,M00220,EG998632198,Prime Cart,EG,Online,E-commerce,Online Checkout,Hosted Checkout,T+1,Hany Soliman,2022-02-14,2022-03-21,2024-07-01,0,2026-06-30,35.0,833.0,0,Active,2022-02,2022-03,2022.0,0,20220214,20220321,20240701,20260630
221,M00221,EG286990334,Amber Wholesale,EG,B2B,Distribution & Wholesale,Payment Links,Payment Links,Weekly,Hany Soliman,2022-02-19,2022-02-21,2024-07-01,0,2026-06-30,2.0,861.0,0,Active,2022-02,2022-02,2022.0,0,20220219,20220221,20240701,20260630
222,M00222,EG839115780,Golden Institute,EG,SME,Education,POS Acceptance,POS Terminal,Instant,Karim Ezzat,2022-02-20,2022-03-04,2024-07-01,0,2026-06-30,12.0,850.0,0,Active,2022-02,2022-03,2022.0,0,20220220,20220304,20240701,20260630
223,M00223,AE782539735,Urban Cloud,AE,Online,Digital Services,Online Checkout,Hosted Checkout,T+2,Layla Haddad,2022-02-21,2022-03-30,2024-07-01,0,2026-06-30,37.0,824.0,0,Active,2022-02,2022-03,2022.0,0,20220221,20220330,20240701,20260630
224,M00224,OM362279591,Nova Tours,OM,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Salim Al-Harthy,2022-02-23,2022-04-21,2024-07-02,0,2026-06-28,57.0,803.0,0,Active,2022-02,2022-04,2022.0,0,20220223,20220421,20240702,20260628
225,M00225,AE605101733,Urban Pharmacy,AE,SME,Healthcare,Payment Links,Payment Links,T+1,Yousef Al-Marri,2022-02-24,2022-03-03,,0,,7.0,,0,Live - never transacted,2022-02,2022-03,2022.0,0,20220224,20220303,,
226,M00226,EG987489356,Sand Cloud,EG,Online,Digital Services,Online Checkout,Hosted Checkout,Instant,Karim Ezzat,2022-02-26,2022-03-08,2024-07-01,0,2026-06-30,10.0,846.0,0,Active,2022-02,2022-03,2022.0,0,20220226,20220308,20240701,20260630
227,M00227,EG933744774,Oasis Freight,EG,B2B,Logistics,B2B Collections,Direct API,T+1,Nadia Fouad,2022-02-28,2022-06-22,2024-07-07,0,2026-06-30,114.0,746.0,0,Active,2022-02,2022-06,2022.0,0,20220228,20220622,20240707,20260630
228,M00228,AE123781768,Sand Bakery,AE,Enterprise,Food & Beverage,POS Acceptance,POS Terminal,T+1,Layla Haddad,2022-03-03,2022-04-02,2024-07-01,0,2026-06-30,30.0,821.0,0,Active,2022-03,2022-04,2022.0,0,20220303,20220402,20240701,20260630
229,M00229,OM509470813,Blue EdTech,OM,SME,Education,Online Checkout,Direct API,Instant,Salim Al-Harthy,2022-03-07,,,0,,,,0,Onboarding (not live),2022-03,,,0,20220307,,,
230,M00230,AE174460555,Blue Online,AE,Online,E-commerce,Subscriptions,Direct API,Instant,Layla Haddad,2022-03-08,2022-04-14,2024-07-01,0,2026-06-30,37.0,809.0,0,Active,2022-03,2022-04,2022.0,0,20220308,20220414,20240701,20260630
231,M00231,EG613159214,Pearl Telecom,EG,B2B,Telecom & Utilities,B2B Collections,Payment Links,T+1,Hany Soliman,2022-03-09,2022-03-13,2024-07-02,0,2026-06-30,4.0,842.0,0,Active,2022-03,2022-03,2022.0,0,20220309,20220313,20240702,20260630
232,M00232,OM765991018,Metro Medical,OM,SME,Healthcare,Online Checkout,Direct API,T+2,Salim Al-Harthy,2022-03-10,2022-05-26,2024-07-01,0,2026-06-30,77.0,767.0,0,Active,2022-03,2022-05,2022.0,0,20220310,20220526,20240701,20260630
233,M00233,EG235600888,Bright EdTech,EG,Online,Education,Online Checkout,E-commerce Plugin,T+2,Karim Ezzat,2022-03-12,2022-03-22,2024-07-01,0,2026-06-30,10.0,832.0,0,Active,2022-03,2022-03,2022.0,0,20220312,20220322,20240701,20260630
234,M00234,EG485824653,Amber Supply,EG,B2B,Distribution & Wholesale,B2B Collections,Payment Links,Weekly,Nadia Fouad,2022-03-15,2022-03-18,,0,,3.0,,0,Live - never transacted,2022-03,2022-03,2022.0,0,20220315,20220318,,
235,M00235,AE707625102,Golden Services,AE,SME,Unclassified,POS Acceptance,POS Terminal,T+2,Yousef Al-Marri,2022-03-16,2022-03-31,2024-07-01,0,2026-06-29,15.0,823.0,0,Active,2022-03,2022-03,2022.0,0,20220316,20220331,20240701,20260629
236,M00236,EG656793347,Zenith Supply,EG,B2B,Distribution & Wholesale,Payment Links,Payment Links,Weekly,Mai Ragab,2022-03-16,2022-03-20,2024-07-01,0,2026-06-29,4.0,834.0,0,Active,2022-03,2022-03,2022.0,0,20220316,20220320,20240701,20260629
237,M00237,SA796857151,Green Journeys,SA,Online,Travel & Hospitality,Online Checkout,Direct API,T+2,Turki Al-Shammari,2022-03-19,2022-06-21,2024-07-01,0,2026-06-30,94.0,741.0,0,Active,2022-03,2022-06,2022.0,0,20220319,20220621,20240701,20260630
238,M00238,AE162515553,Royal Travel,AE,Online,Travel & Hospitality,Online Checkout,Hosted Checkout,T+1,Layla Haddad,2022-03-21,2022-04-07,2024-07-01,0,2026-06-30,17.0,816.0,0,Active,2022-03,2022-04,2022.0,0,20220321,20220407,20240701,20260630
239,M00239,OM667112904,Crescent Roastery,OM,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Salim Al-Harthy,2022-03-22,2022-04-19,2024-07-02,0,2026-06-30,28.0,805.0,0,Active,2022-03,2022-04,2022.0,0,20220322,20220419,20240702,20260630
240,M00240,SA508515348,Bright Basket,SA,Online,E-commerce,Online Checkout,Direct API,T+2,Reem Al-Ghamdi,2022-03-26,2022-04-30,2024-07-01,0,2026-06-30,35.0,793.0,0,Active,2022-03,2022-04,2022.0,0,20220326,20220430,20240701,20260630
241,M00241,EG799575469,Horizon Apps,EG,Online,Digital Services,Online Checkout,Direct API,T+2,Nadia Fouad,2022-03-30,2022-06-19,2024-07-01,0,2026-06-30,81.0,743.0,0,Active,2022-03,2022-06,2022.0,0,20220330,20220619,20240701,20260630
242,M00242,SA190250693,Zenith Institute,SA,SME,Education,POS Acceptance,POS Terminal,T+2,Reem Al-Ghamdi,2022-04-06,2022-05-05,2024-07-02,0,2026-06-30,29.0,789.0,0,Active,2022-04,2022-05,2022.0,0,20220406,20220505,20240702,20260630
243,M00243,SA575207038,Falcon Cargo,SA,B2B,Logistics,B2B Collections,Payment Links,Weekly,Reem Al-Ghamdi,2022-04-08,2022-04-17,2024-07-01,0,2026-06-30,9.0,806.0,0,Active,2022-04,2022-04,2022.0,0,20220408,20220417,20240701,20260630
244,M00244,EG508110442,Palm Distribution,EG,B2B,Distribution & Wholesale,B2B Collections,Payment Links,T+1,Nadia Fouad,2022-04-13,2022-04-17,2024-07-03,0,2026-06-30,4.0,808.0,0,Active,2022-04,2022-04,2022.0,0,20220413,20220417,20240703,20260630
245,M00245,EG259754316,Coral Games,EG,Online,Digital Services,Online Checkout,Direct API,T+2,Mai Ragab,2022-04-17,2022-07-06,2024-07-01,0,2026-06-30,80.0,726.0,0,Active,2022-04,2022-07,2023.0,0,20220417,20220706,20240701,20260630
246,M00246,EG550259154,Royal Cloud,EG,Online,Digital Services,Online Checkout,Direct API,T+2,Mai Ragab,2022-04-19,2022-06-20,2024-07-01,0,2026-06-30,62.0,742.0,0,Active,2022-04,2022-06,2022.0,0,20220419,20220620,20240701,20260630
247,M00247,SA352518639,Horizon Legal,SA,B2B,Professional Services,B2B Collections,Direct API,T+1,Turki Al-Shammari,2022-04-20,2022-07-07,2024-07-01,0,2026-06-30,78.0,725.0,0,Active,2022-04,2022-07,2023.0,0,20220420,20220707,20240701,20260630
248,M00248,SA716580826,Royal Roastery,SA,SME,Food & Beverage,POS Acceptance,POS Terminal,Instant,Omar Al-Anazi,2022-04-23,2022-05-12,2024-07-01,0,2026-06-29,19.0,781.0,0,Active,2022-04,2022-05,2022.0,0,20220423,20220512,20240701,20260629
249,M00249,EG246247584,Urban Services,EG,B2B,Professional Services,B2B Collections,Payment Links,Weekly,Karim Ezzat,2022-04-29,2022-05-02,,0,,3.0,,0,Live - never transacted,2022-04,2022-05,2022.0,0,20220429,20220502,,
250,M00250,AE889475271,Sand Kitchen,AE,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Layla Haddad,2022-05-01,2022-05-25,2024-07-02,0,2026-06-30,24.0,769.0,0,Active,2022-05,2022-05,2022.0,0,20220501,20220525,20240702,20260630
251,M00251,EG584658548,Horizon Bakery,EG,SME,Food & Beverage,Payment Links,Payment Links,T+1,Karim Ezzat,2022-05-01,2022-05-05,,0,,4.0,,0,Live - never transacted,2022-05,2022-05,2022.0,0,20220501,20220505,,
252,M00252,SA577673991,Crescent Labs,SA,SME,Healthcare,Online Checkout,E-commerce Plugin,T+1,Omar Al-Anazi,2022-05-06,2022-05-11,2024-07-01,0,2026-06-29,5.0,782.0,0,Active,2022-05,2022-05,2022.0,0,20220506,20220511,20240701,20260629
253,M00253,SA251636450,Nova Kitchen,SA,SME,Food & Beverage,Online Checkout,Hosted Checkout,T+2,Omar Al-Anazi,2022-05-06,2022-06-07,2024-07-02,0,2026-06-30,32.0,756.0,0,Active,2022-05,2022-06,2022.0,0,20220506,20220607,20240702,20260630
254,M00254,EG237932689,Green Kitchen,EG,SME,Food & Beverage,Online Checkout,Direct API,T+1,Hany Soliman,2022-05-16,2022-07-20,2024-07-03,0,2026-06-30,65.0,714.0,0,Active,2022-05,2022-07,2023.0,0,20220516,20220720,20240703,20260630
255,M00255,EG310107271,Palm Partners,EG,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Nadia Fouad,2022-05-17,2022-06-07,2024-07-01,0,2025-02-28,21.0,755.0,0,Churned,2022-05,2022-06,2022.0,0,20220517,20220607,20240701,20250228
256,M00256,EG309629254,Falcon Freight,EG,B2B,Logistics,B2B Collections,Payment Links,Weekly,Mai Ragab,2022-05-17,,,0,,,,0,Onboarding (not live),2022-05,,,0,20220517,,,
257,M00257,AE584770998,Zenith Boutique,AE,SME,Retail,Payment Links,Payment Links,T+1,Yousef Al-Marri,2022-05-21,2022-05-28,2024-07-02,0,2024-12-31,7.0,766.0,0,Churned,2022-05,2022-05,2022.0,0,20220521,20220528,20240702,20241231
258,M00258,EG614021979,Coral Power,EG,B2B,Telecom & Utilities,Payment Links,Payment Links,Weekly,Nadia Fouad,2022-05-22,2022-05-25,,0,,3.0,,0,Live - never transacted,2022-05,2022-05,2022.0,0,20220522,20220525,,
259,M00259,EG509980512,Swift Kitchen,EG,Online,Food & Beverage,Online Checkout,E-commerce Plugin,T+1,Nadia Fouad,2022-05-22,2022-06-02,2024-07-01,0,2026-06-30,11.0,760.0,0,Active,2022-05,2022-06,2022.0,0,20220522,20220602,20240701,20260630
260,M00260,AE937738745,Blue Market,AE,Enterprise,Retail,Payment Links,Payment Links,T+1,Layla Haddad,2022-05-23,2022-05-28,,0,,5.0,,0,Live - never transacted,2022-05,2022-05,2022.0,0,20220523,20220528,,
261,M00261,AE205330599,Silver Boutique,AE,SME,Retail,Online Checkout,Direct API,T+1,Yousef Al-Marri,2022-05-23,2022-09-08,2024-07-01,0,2026-06-30,108.0,662.0,0,Active,2022-05,2022-09,2023.0,0,20220523,20220908,20240701,20260630
262,M00262,AE688405384,Horizon Cart,AE,Online,E-commerce,Online Checkout,Direct API,T+2,Yousef Al-Marri,2022-05-24,,,0,,,,0,Onboarding (not live),2022-05,,,0,20220524,,,
263,M00263,EG400875498,Prime Advisory,EG,SME,Professional Services,Payment Links,Payment Links,T+2,Mai Ragab,2022-05-24,2022-06-02,2024-07-01,0,2026-06-30,9.0,760.0,0,Active,2022-05,2022-06,2022.0,0,20220524,20220602,20240701,20260630
264,M00264,AE360087333,Blue Digital,AE,Online,Digital Services,Subscriptions,Direct API,T+1,Layla Haddad,2022-05-26,2022-06-30,2024-07-01,0,2026-06-30,35.0,732.0,0,Active,2022-05,2022-06,2022.0,0,20220526,20220630,20240701,20260630
265,M00265,SA582972742,Green Medical,SA,SME,Healthcare,Payment Links,Payment Links,Instant,Reem Al-Ghamdi,2022-05-26,2022-05-31,2024-07-01,0,2026-06-30,5.0,762.0,0,Active,2022-05,2022-05,2022.0,0,20220526,20220531,20240701,20260630
266,M00266,SA597581402,Green Cafe,SA,SME,Food & Beverage,Online Checkout,Direct API,T+2,Turki Al-Shammari,2022-05-27,,,0,,,,0,Onboarding (not live),2022-05,,,0,20220527,,,
267,M00267,OM958516072,Crescent Trading,OM,B2B,Distribution & Wholesale,Payment Links,Payment Links,T+1,Salim Al-Harthy,2022-05-29,2022-06-01,2024-07-01,0,2026-06-30,3.0,761.0,0,Active,2022-05,2022-06,2022.0,0,20220529,20220601,20240701,20260630
268,M00268,EG304469248,Falcon Institute,EG,SME,Education,Payment Links,Payment Links,T+2,Karim Ezzat,2022-06-01,2022-06-10,2024-07-01,0,2026-06-27,9.0,752.0,0,Active,2022-06,2022-06,2022.0,0,20220601,20220610,20240701,20260627
269,M00269,EG249264164,Royal Pharmacy,EG,SME,Healthcare,POS Acceptance,POS Terminal,T+2,Nadia Fouad,2022-06-09,2022-06-23,2024-07-01,0,2026-06-30,14.0,739.0,0,Active,2022-06,2022-06,2022.0,0,20220609,20220623,20240701,20260630
270,M00270,AE521533668,Nova Online,AE,Online,E-commerce,Online Checkout,Direct API,T+2,Yousef Al-Marri,2022-06-11,2022-07-12,2024-07-01,0,2026-06-30,31.0,720.0,0,Active,2022-06,2022-07,2023.0,0,20220611,20220712,20240701,20260630
271,M00271,EG511893937,Cedar Medical,EG,SME,Healthcare,Online Checkout,Direct API,T+2,Hany Soliman,2022-06-13,2022-10-08,2024-07-02,0,2026-06-27,117.0,633.0,0,Active,2022-06,2022-10,2023.0,0,20220613,20221008,20240702,20260627
272,M00272,AE934873526,Nova Partners,AE,SME,Professional Services,POS Acceptance,POS Terminal,T+2,Layla Haddad,2022-06-14,2022-07-17,2024-07-02,0,2026-06-30,33.0,716.0,0,Active,2022-06,2022-07,2023.0,0,20220614,20220717,20240702,20260630
273,M00273,SA955742346,Sand Schools,SA,Online,Education,Online Checkout,Direct API,T+2,Reem Al-Ghamdi,2022-06-18,2022-07-20,2024-07-01,0,2026-06-30,32.0,712.0,0,Active,2022-06,2022-07,2023.0,0,20220618,20220720,20240701,20260630
274,M00274,SA110751010,Falcon Games,SA,Online,Digital Services,Subscriptions,Direct API,T+2,Omar Al-Anazi,2022-06-19,2022-08-05,2024-07-01,0,2026-06-30,47.0,696.0,0,Active,2022-06,2022-08,2023.0,0,20220619,20220805,20240701,20260630
275,M00275,SA414248851,Pearl Care,SA,Enterprise,Healthcare,POS Acceptance,POS Terminal,T+1,Omar Al-Anazi,2022-06-21,2022-07-20,,0,,29.0,,0,Live - never transacted,2022-06,2022-07,2023.0,0,20220621,20220720,,
276,M00276,OM909997571,Horizon EdTech,OM,SME,Education,Payment Links,Payment Links,Instant,Salim Al-Harthy,2022-06-23,2022-06-27,,0,,4.0,,0,Live - never transacted,2022-06,2022-06,2022.0,0,20220623,20220627,,
277,M00277,EG724883181,Horizon Cloud,EG,Online,Digital Services,Online Checkout,Direct API,T+2,Hany Soliman,2022-06-24,2022-09-23,2024-07-01,0,2026-06-30,91.0,647.0,0,Active,2022-06,2022-09,2023.0,0,20220624,20220923,20240701,20260630
278,M00278,SA434781636,Nova Mart,SA,SME,Retail,POS Acceptance,POS Terminal,Instant,Turki Al-Shammari,2022-06-26,2022-07-10,2024-07-01,0,2026-06-30,14.0,722.0,0,Active,2022-06,2022-07,2023.0,0,20220626,20220710,20240701,20260630
279,M00279,EG435300882,Green Grill,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Mai Ragab,2022-06-27,2022-07-07,,0,,10.0,,0,Live - never transacted,2022-06,2022-07,2023.0,0,20220627,20220707,,
280,M00280,EG728794730,Falcon Telecom,EG,B2B,Telecom & Utilities,B2B Collections,Payment Links,T+1,Karim Ezzat,2022-06-28,2022-06-30,,0,,2.0,,0,Live - never transacted,2022-06,2022-06,2022.0,0,20220628,20220630,,
281,M00281,SA847687864,Royal Labs,SA,SME,Healthcare,POS Acceptance,POS Terminal,T+2,Turki Al-Shammari,2022-06-29,2022-07-12,2024-07-01,0,2026-06-30,13.0,720.0,0,Active,2022-06,2022-07,2023.0,0,20220629,20220712,20240701,20260630
282,M00282,EG248756723,Metro Cafe,EG,SME,Food & Beverage,Payment Links,Payment Links,T+2,Nadia Fouad,2022-07-01,2022-07-11,2024-07-02,0,2026-06-30,10.0,722.0,0,Active,2022-07,2022-07,2023.0,0,20220701,20220711,20240702,20260630
283,M00283,EG488319036,Golden Streaming,EG,Online,Digital Services,Online Checkout,Direct API,T+2,Karim Ezzat,2022-07-01,2022-09-20,,0,,81.0,,0,Live - never transacted,2022-07,2022-09,2023.0,0,20220701,20220920,,
284,M00284,EG874835199,Golden Kitchen,EG,SME,Food & Beverage,POS Acceptance,POS Terminal,T+2,Karim Ezzat,2022-07-03,2022-08-07,2024-07-02,0,2024-12-30,35.0,695.0,0,Churned,2022-07,2022-08,2023.0,0,20220703,20220807,20240702,20241230
285,M00285,SA860742247,Zenith Medical,SA,Enterprise,Healthcare,Online Checkout,E-commerce Plugin,Weekly,Turki Al-Shammari,2022-07-04,2022-07-11,2024-07-01,0,2026-06-30,7.0,721.0,0,Active,2022-07,2022-07,2023.0,0,20220704,20220711,20240701,20260630
286,M00286,EG758836714,Urban Clinics,EG,SME,Healthcare,POS Acceptance,POS Terminal,T+2,Hany Soliman,2022-07-08,2022-08-09,2024-07-01,0,2026-06-30,32.0,692.0,0,Active,2022-07,2022-08,2023.0,0,20220708,20220809,20240701,20260630
287,M00287,OM781490538,Horizon Academy,OM,Online,Education,Online Checkout,Direct API,T+2,Salim Al-Harthy,2022-07-10,2022-08-25,2024-07-02,0,2026-06-30,46.0,677.0,0,Active,2022-07,2022-08,2023.0,0,20220710,20220825,20240702,20260630
288,M00288,SA586124263,Pearl Kitchen,SA,SME,Food & Beverage,Online Checkout,Hosted Checkout,T+2,Turki Al-Shammari,2022-07-12,2022-08-13,2024-07-01,0,2026-03-31,32.0,688.0,0,Churned,2022-07,2022-08,2023.0,0,20220712,20220813,20240701,20260331
289,M00289,EG730609269,Palm Consulting,EG,SME,Professional Services,Online Checkout,Direct API,T+2,Nadia Fouad,2022-07-14,2022-09-10,2024-07-01,0,2026-06-27,58.0,660.0,0,Active,2022-07,2022-09,2023.0,0,20220714,20220910,20240701,20260627
290,M00290,AE738504243,Prime Online,AE,Online,E-commerce,Online Checkout,E-commerce Plugin,T+1,Layla Haddad,2022-07-14,2022-07-24,2024-07-01,0,2026-06-30,10.0,708.0,0,Active,2022-07,2022-07,2023.0,0,20220714,20220724,20240701,20260630
291,M00291,OM214883127,Blue Bakery,OM,SME,Food & Beverage,POS Acceptance,POS Terminal,T+1,Salim Al-Harthy,2022-07-18,2022-08-13,2024-07-01,0,2026-06-30,26.0,688.0,0,Active,2022-07,2022-08,2023.0,0,20220718,20220813,20240701,20260630
292,M00292,EG345706176,Oasis Partners,EG,SME,Professional Services,POS Acceptance,POS Terminal,Instant,Karim Ezzat,2022-07-19,2022-08-05,2024-07-01,0,2026-06-30,17.0,696.0,0,Active,2022-07,2022-08,2023.0,0,20220719,20220805,20240701,20260630
293,M00293,AE436682771,Metro Care,AE,SME,Healthcare,POS Acceptance,POS Terminal,T+1,Yousef Al-Marri,2022-07-22,2022-08-16,2024-07-03,0,2026-06-29,25.0,687.0,0,Active,2022-07,2022-08,2023.0,0,20220722,20220816,20240703,20260629
294,M00294,AE784175593,Horizon Basket,AE,Online,E-commerce,Online Checkout,Direct API,T+2,Yousef Al-Marri,2022-07-23,,,0,,,,0,Onboarding (not live),2022-07,,,0,20220723,,,
295,M00295,EG342155019,Swift Trading,EG,B2B,Distribution & Wholesale,B2B Collections,Payment Links,T+1,Nadia Fouad,2022-07-24,2022-07-26,2024-07-01,0,2026-06-30,2.0,706.0,0,Active,2022-07,2022-07,2023.0,0,20220724,20220726,20240701,20260630
296,M00296,SA363626228,Metro Trading,SA,B2B,Distribution & Wholesale,B2B Collections,Payment Links,Weekly,Reem Al-Ghamdi,2022-07-24,2022-08-01,2024-07-03,0,2024-11-28,8.0,702.0,0,Churned,2022-07,2022-08,2023.0,0,20220724,20220801,20240703,20241128
297,M00297,EG774885021,Urban Learning,EG,Online,Education,Subscriptions,Direct API,T+1,Nadia Fouad,2022-07-24,2022-09-10,2024-07-01,0,2026-06-30,48.0,660.0,0,Active,2022-07,2022-09,2023.0,0,20220724,20220910,20240701,20260630
298,M00298,AE741353303,Silver Apps,AE,Online,Digital Services,Online Checkout,Direct API,T+2,Yousef Al-Marri,2022-07-24,2022-08-30,2024-07-01,0,2026-06-30,37.0,671.0,0,Active,2022-07,2022-08,2023.0,0,20220724,20220830,20240701,20260630
299,M00299,SA337097778,Pearl Services,SA,B2B,Professional Services,Payment Links,Payment Links,T+1,Omar Al-Anazi,2022-07-25,2022-08-01,2024-07-02,0,2026-06-30,7.0,701.0,0,Active,2022-07,2022-08,2023.0,0,20220725,20220801,20240702,20260630
300,M00300,EG217500923,Green Roastery,EG,Online,Food & Beverage,Online Checkout,Direct API,T+2,Nadia Fouad,2022-07-25,2022-10-22,2024-07-01,0,2026-06-30,89.0,618.0,0,Active,2022-07,2022-10,2023.0,0,20220725,20221022,20240701,20260630
301,M00301,EG696983188,Coral Cafe,EG,SME,Food & Beverage,Payment Links,Payment Links,T+1,Nadia Fouad,2022-07-25,2022-07-31,2024-07-01,0,2026-06-30,6.0,701.0,0,Active,2022-07,2022-07,2023.0,0,20220725,20220731,20240701,20260630
302,M00302,SA166309903,Coral Advisory,SA,SME,Professional Services,Payment Links,Payment Links,T+1,Reem Al-Ghamdi,2022-07-27,2022-07-29,,0,,2.0,,0,Live - never transacted,2022-07,2022-07,2023.0,0,20220727,20220729,,
303,M00303,SA556781756,Nova Roastery,SA,Online,Food & Beverage,Online Checkout,Hosted Checkout,T+2,Reem Al-Ghamdi,2022-07-29,2022-08-10,2024-07-01,0,2026-06-30,12.0,691.0,0,Active,2022-07,2022-08,2023.0,0,20220729,20220810,20240701,20260630
304,M00304,SA479684490,Urban Streaming,SA,Online,Digital Services,Online Checkout,Direct API,T+1,Turki Al-Shammari,2022-07-29,2022-11-13,2024-07-01,0,2026-06-30,107.0,596.0,0,Active,2022-07,2022-11,2023.0,0,20220729,20221113,20240701,20260630
305,M00305,AE172157388,Cedar Supply,AE,B2B,Distribution & Wholesale,B2B Collections,Direct API,T+1,Yousef Al-Marri,2022-08-01,2022-10-16,2024-07-01,0,2026-06-30,76.0,624.0,0,Active,2022-08,2022-10,2023.0,0,20220801,20221016,20240701,20260630
306,M00306,OM978131111,Pearl Market,OM,SME,Retail,POS Acceptance,POS Terminal,Instant,Salim Al-Harthy,2022-08-02,2022-08-21,2024-07-02,0,2026-06-30,19.0,681.0,0,Active,2022-08,2022-08,2023.0,0,20220802,20220821,20240702,20260630
