month_key,merchant_key,payment_method,gateway,status,currency,txn_count,amount_usd,gmv_usd,refund_usd,revenue_usd,expected_revenue_usd,cost_usd,gp_usd,gmv_local,date_key
202411,541,LDEBIT,GW-NILE,Success,EGP,9049,215477.4795,215477.4795,0.0,1754.3799,1754.3796,1189.3989,564.981,10515150.17,20241101
202411,541,LDEBIT,GW-NILE,Voided,EGP,96,2298.2428,0.0,0.0,0.0,0.0,0.768,-0.768,0.0,20241101
202411,541,TOKEN,GW-ATLAS,Failed,EGP,182,4357.0872,0.0,0.0,0.0,0.0,3.6399,-3.6399,0.0,20241101
202411,541,TOKEN,GW-ATLAS,Refunded,EGP,207,4988.3927,0.0,4988.3927,0.0,0.0,31.0501,-31.0501,0.0,20241101
202411,541,TOKEN,GW-ATLAS,Success,EGP,4691,112648.0782,112648.0782,0.0,1899.0545,1899.0541,2050.3717,-151.3172,5497147.37,20241101
202411,541,TOKEN,GW-ATLAS,Voided,EGP,60,1436.4024,0.0,0.0,0.0,0.0,1.2008,-1.2008,0.0,20241101
202411,541,WALLET,GW-NILE,Failed,EGP,476,11395.4566,0.0,0.0,0.0,0.0,3.8088,-3.8088,0.0,20241101
202411,541,WALLET,GW-NILE,Refunded,EGP,184,4217.7575,0.0,4217.7575,0.0,0.0,27.6,-27.6,0.0,20241101
202411,541,WALLET,GW-NILE,Success,EGP,4605,109743.611,109743.611,0.0,1355.4007,1355.4005,1050.0985,305.3022,5355411.39,20241101
202411,541,WALLET,GW-NILE,Voided,EGP,53,1268.8221,0.0,0.0,0.0,0.0,0.424,-0.424,0.0,20241101
202411,542,CARD,GW-ATLAS,Failed,EGP,306,7870.1068000000005,0.0,0.0,0.0,0.0,6.1203,-6.1203,0.0,20241101
202411,542,CARD,GW-ATLAS,Refunded,EGP,92,2400.9657,0.0,2400.9657,0.0,0.0,13.8,-13.8,0.0,20241101
202411,542,CARD,GW-ATLAS,Success,EGP,1885,48828.7163,48828.7163,0.0,1245.1535,1245.1534,851.4128,393.7407,2382807.18,20241101
202411,542,CARD,GW-ATLAS,Voided,EGP,13,334.35,0.0,0.0,0.0,0.0,0.2609,-0.2609,0.0,20241101
202411,542,LDEBIT,GW-NILE,Failed,EGP,40,1028.7712,0.0,0.0,0.0,0.0,0.32,-0.32,0.0,20241101
202411,542,LDEBIT,GW-NILE,Refunded,EGP,15,340.0188,0.0,340.0188,0.0,0.0,2.25,-2.25,0.0,20241101
202411,542,LDEBIT,GW-NILE,Success,EGP,410,10356.102,10356.102,0.0,130.0674,130.0676,56.2924,73.77499999999999,505370.53,20241101
202411,542,LDEBIT,GW-NILE,Voided,EGP,7,180.0344,0.0,0.0,0.0,0.0,0.056,-0.056,0.0,20241101
202411,542,TOKEN,GW-NILE,Failed,EGP,49,1260.2452,0.0,0.0,0.0,0.0,0.392,-0.392,0.0,20241101
202411,542,TOKEN,GW-NILE,Refunded,EGP,27,743.228,0.0,743.228,0.0,0.0,4.05,-4.05,0.0,20241101
202411,542,TOKEN,GW-NILE,Success,EGP,559,14582.572400000001,14582.572400000001,0.0,378.4664,378.4663,213.3673,165.0991,711619.32,20241101
202411,542,TOKEN,GW-NILE,Voided,EGP,6,154.3155,0.0,0.0,0.0,0.0,0.048,-0.048,0.0,20241101
202411,542,WALLET,GW-NILE,Failed,EGP,83,2134.7014,0.0,0.0,0.0,0.0,0.664,-0.664,0.0,20241101
202411,542,WALLET,GW-NILE,Refunded,EGP,31,702.3326,0.0,702.3326,0.0,0.0,4.65,-4.65,0.0,20241101
202411,542,WALLET,GW-NILE,Success,EGP,721,18646.4597,18646.4597,0.0,358.8199,358.8204,176.2717,182.5482,909934.1799999999,20241101
202411,542,WALLET,GW-NILE,Voided,EGP,6,154.3152,0.0,0.0,0.0,0.0,0.048,-0.048,0.0,20241101
202411,543,CARD,GW-ATLAS,Failed,EGP,431,2794.7183,0.0,0.0,0.0,0.0,8.6201,-8.6201,0.0,20241101
202411,543,CARD,GW-ATLAS,Refunded,EGP,65,370.94100000000003,0.0,370.94100000000003,0.0,0.0,9.75,-9.75,0.0,20241101
202411,543,CARD,GW-ATLAS,Success,EGP,3148,20443.2095,20443.2095,0.0,781.9282000000001,781.9273000000001,531.0143,250.9139,997614.31,20241101
202411,543,CARD,GW-ATLAS,Voided,EGP,37,239.9182,0.0,0.0,0.0,0.0,0.7409,-0.7409,0.0,20241101
202411,543,TOKEN,GW-ATLAS,Failed,EGP,75,486.3206,0.0,0.0,0.0,0.0,1.5004,-1.5004,0.0,20241101
202411,543,TOKEN,GW-ATLAS,Refunded,EGP,24,136.7235,0.0,136.7235,0.0,0.0,3.6,-3.6,0.0,20241101
202411,543,TOKEN,GW-ATLAS,Success,EGP,1047,6763.931,6763.931,0.0,262.70550000000003,262.7052,179.749,82.9565,330075.11,20241101
202411,543,TOKEN,GW-ATLAS,Voided,EGP,12,77.8116,0.0,0.0,0.0,0.0,0.241,-0.241,0.0,20241101
202411,544,CARD,GW-ATLAS,Failed,OMR,5,470.377,0.0,0.0,0.0,0.0,0.13,-0.13,0.0,20241101
202411,544,CARD,GW-ATLAS,Success,OMR,50,4610.0129,4610.0129,0.0,109.62259999999999,109.6209,70.9493,38.6733,1772.55,20241101
202411,544,CARD,GW-ATLAS,Voided,OMR,1,94.0702,0.0,0.0,0.0,0.0,0.026,-0.026,0.0,20241101
202411,544,LDEBIT,GW-NIMBUS,Failed,OMR,1,94.0702,0.0,0.0,0.0,0.0,0.026,-0.026,0.0,20241101
202411,544,LDEBIT,GW-NIMBUS,Success,OMR,25,2276.5148,2276.5148,0.0,26.5019,26.526,11.3654,15.1365,875.32,20241101
202411,544,TOKEN,GW-NIMBUS,Failed,OMR,1,94.0702,0.0,0.0,0.0,0.0,0.026,-0.026,0.0,20241101
202411,544,TOKEN,GW-NIMBUS,Refunded,OMR,1,147.3602,0.0,147.3602,0.0,0.0,0.156,-0.156,0.0,20241101
202411,544,TOKEN,GW-NIMBUS,Success,OMR,9,901.0145,901.0145,0.0,21.7944,21.7944,13.1859,8.6085,346.44,20241101
202411,545,BNPL,GW-NILE,Failed,EGP,39,1245.1089,0.0,0.0,0.0,0.0,0.312,-0.312,0.0,20241101
202411,545,BNPL,GW-NILE,Refunded,EGP,3,98.8905,0.0,98.8905,0.0,0.0,0.44999999999999996,-0.44999999999999996,0.0,20241101
202411,545,BNPL,GW-NILE,Success,EGP,131,4076.0135,4076.0135,0.0,166.7901,166.7901,118.437,48.3531,198906.6,20241101
202411,545,BNPL,GW-NILE,Voided,EGP,1,31.9259,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,545,CARD,GW-NILE,Failed,EGP,79,2522.1435,0.0,0.0,0.0,0.0,0.632,-0.632,0.0,20241101
202411,545,CARD,GW-NILE,Refunded,EGP,15,459.471,0.0,459.471,0.0,0.0,2.25,-2.25,0.0,20241101
202411,545,CARD,GW-NILE,Success,EGP,623,20213.2216,20213.2216,0.0,475.8627,475.8627,278.6092,197.2535,986391.0599999999,20241101
202411,545,CARD,GW-NILE,Voided,EGP,10,319.2588,0.0,0.0,0.0,0.0,0.08,-0.08,0.0,20241101
202411,545,LDEBIT,GW-NILE,Failed,EGP,7,223.4812,0.0,0.0,0.0,0.0,0.056,-0.056,0.0,20241101
202411,545,LDEBIT,GW-NILE,Refunded,EGP,6,233.72820000000002,0.0,233.72820000000002,0.0,0.0,0.8999999999999999,-0.8999999999999999,0.0,20241101
202411,545,LDEBIT,GW-NILE,Success,EGP,115,3693.3266,3693.3266,0.0,42.6837,42.6834,18.9829,23.7008,180231.75,20241101
202411,545,TOKEN,GW-ATLAS,Failed,EGP,17,542.7399,0.0,0.0,0.0,0.0,0.3409,-0.3409,0.0,20241101
202411,545,TOKEN,GW-ATLAS,Refunded,EGP,7,286.2508,0.0,286.2508,0.0,0.0,1.05,-1.05,0.0,20241101
202411,545,TOKEN,GW-ATLAS,Success,EGP,152,4813.5949,4813.5949,0.0,115.9,115.9002,84.0296,31.8704,234900.07,20241101
202411,545,TOKEN,GW-ATLAS,Voided,EGP,1,31.9259,0.0,0.0,0.0,0.0,0.0201,-0.0201,0.0,20241101
202411,545,WALLET,GW-NILE,Failed,EGP,46,1468.5899,0.0,0.0,0.0,0.0,0.368,-0.368,0.0,20241101
202411,545,WALLET,GW-NILE,Refunded,EGP,12,351.7492,0.0,351.7492,0.0,0.0,1.8,-1.8,0.0,20241101
202411,545,WALLET,GW-NILE,Success,EGP,222,6929.3656,6929.3656,0.0,124.53359999999999,124.5337,63.8984,60.6352,338148.2,20241101
202411,545,WALLET,GW-NILE,Voided,EGP,1,31.9259,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,546,CARD,GW-NILE,Failed,EGP,9,1743.058,0.0,0.0,0.0,0.0,0.07200000000000001,-0.07200000000000001,0.0,20241101
202411,546,CARD,GW-NILE,Refunded,EGP,4,825.9856,0.0,825.9856,0.0,0.0,0.6,-0.6,0.0,20241101
202411,546,CARD,GW-NILE,Success,EGP,88,16976.6567,16976.6567,0.0,397.0557,397.0561,210.9303,186.1254,828448.97,20241101
202411,546,LDEBIT,GW-NILE,Failed,EGP,3,581.0193,0.0,0.0,0.0,0.0,0.024,-0.024,0.0,20241101
202411,546,LDEBIT,GW-NILE,Success,EGP,21,4073.4422,4073.4422,0.0,46.5914,46.591,17.2322,29.3592,198781.12,20241101
202411,546,LDEBIT,GW-NILE,Voided,EGP,1,193.6731,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,546,TOKEN,GW-NILE,Failed,EGP,4,774.6924,0.0,0.0,0.0,0.0,0.032,-0.032,0.0,20241101
202411,546,TOKEN,GW-NILE,Refunded,EGP,1,303.4462,0.0,303.4462,0.0,0.0,0.15,-0.15,0.0,20241101
202411,546,TOKEN,GW-NILE,Success,EGP,25,5438.8451,5438.8451,0.0,129.66,129.6605,69.8551,59.8049,265411.83,20241101
202411,546,TOKEN,GW-NILE,Voided,EGP,1,193.6731,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,546,WALLET,GW-NILE,Failed,EGP,10,1936.7312,0.0,0.0,0.0,0.0,0.08,-0.08,0.0,20241101
202411,546,WALLET,GW-NILE,Refunded,EGP,2,520.3533,0.0,520.3533,0.0,0.0,0.3,-0.3,0.0,20241101
202411,546,WALLET,GW-NILE,Success,EGP,40,6945.278,6945.278,0.0,129.0982,129.0986,57.657000000000004,71.4412,338924.71,20241101
202411,546,WALLET,GW-NILE,Voided,EGP,1,193.6731,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,547,CARD,GW-ATLAS,Failed,OMR,4,612.2236,0.0,0.0,0.0,0.0,0.104,-0.104,0.0,20241101
202411,547,CARD,GW-ATLAS,Success,OMR,31,4455.0325,4455.0325,0.0,114.3043,114.3189,67.2301,47.0742,1712.96,20241101
202411,547,LDEBIT,GW-NIMBUS,Success,OMR,8,1181.4825,1181.4825,0.0,14.824300000000001,14.8263,5.669700000000001,9.154599999999999,454.28,20241101
202411,547,TOKEN,GW-NIMBUS,Success,OMR,3,387.8804,387.8804,0.0,10.1951,10.2021,5.6177,4.5774,149.14,20241101
202411,549,CARD,GW-ATLAS,Failed,EGP,4,110.1452,0.0,0.0,0.0,0.0,0.0804,-0.0804,0.0,20241101
202411,549,CARD,GW-ATLAS,Refunded,EGP,2,54.4493,0.0,54.4493,0.0,0.0,0.3,-0.3,0.0,20241101
202411,549,CARD,GW-ATLAS,Success,EGP,73,2010.5455,2010.5455,0.0,49.4408,49.4409,34.7161,14.7247,98113.22,20241101
202411,549,CARD,GW-ATLAS,Voided,EGP,1,27.5363,0.0,0.0,0.0,0.0,0.0201,-0.0201,0.0,20241101
202411,549,LDEBIT,GW-NILE,Failed,EGP,1,27.5363,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,549,LDEBIT,GW-NILE,Success,EGP,22,600.3639000000001,600.3639000000001,0.0,7.2534,7.2536000000000005,3.2015000000000002,4.0519,29297.34,20241101
202411,549,TOKEN,GW-NILE,Refunded,EGP,1,16.5785,0.0,16.5785,0.0,0.0,0.15,-0.15,0.0,20241101
202411,549,TOKEN,GW-NILE,Success,EGP,21,527.7356,527.7356,0.0,13.4088,13.4095,7.7624,5.6464,25753.12,20241101
202411,549,WALLET,GW-NILE,Failed,EGP,4,110.1449,0.0,0.0,0.0,0.0,0.032,-0.032,0.0,20241101
202411,549,WALLET,GW-NILE,Success,EGP,26,705.8009999999999,705.8009999999999,0.0,13.1363,13.1365,6.6269,6.5094,34442.590000000004,20241101
202411,549,WALLET,GW-NILE,Voided,EGP,1,27.5363,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,551,CARD,GW-ATLAS,Failed,AED,1,402.516,0.0,0.0,0.0,0.0,0.0191,-0.0191,0.0,20241101
202411,551,CARD,GW-ATLAS,Success,AED,6,2820.7434,2820.7434,0.0,61.1327,61.1331,41.5685,19.564200000000003,10359.18,20241101
202411,551,TOKEN,GW-ATLAS,Success,AED,2,1296.6698999999999,1296.6698999999999,0.0,28.6371,28.6359,19.7549,8.8822,4762.02,20241101
202411,552,BNPL,GW-ATLAS,Failed,SAR,181,2911.3149,0.0,0.0,0.0,0.0,3.6109,-3.6109,0.0,20241101
202411,552,BNPL,GW-ATLAS,Refunded,SAR,1,9.0187,0.0,9.0187,0.0,0.0,0.1493,-0.1493,0.0,20241101
202411,552,BNPL,GW-ATLAS,Success,SAR,552,9144.898799999999,9144.898799999999,0.0,409.5999,409.6001,327.0854,82.5145,34293.37,20241101
202411,552,BNPL,GW-ATLAS,Voided,SAR,6,96.5118,0.0,0.0,0.0,0.0,0.1278,-0.1278,0.0,20241101
202411,552,CARD,GW-ORION,Failed,SAR,293,4712.7973,0.0,0.0,0.0,0.0,3.5147,-3.5147,0.0,20241101
202411,552,CARD,GW-ORION,Refunded,SAR,8,110.66139999999999,0.0,110.66139999999999,0.0,0.0,1.1945999999999999,-1.1945999999999999,0.0,20241101
202411,552,CARD,GW-ORION,Success,SAR,2424,39546.2319,39546.2319,0.0,1127.8427,1127.8403,651.2079,476.6348,148298.37,20241101
202411,552,CARD,GW-ORION,Voided,SAR,36,579.0423,0.0,0.0,0.0,0.0,0.419,-0.419,0.0,20241101
202411,552,LDEBIT,GW-NIMBUS,Failed,SAR,101,1624.5412000000001,0.0,0.0,0.0,0.0,1.5093,-1.5093,0.0,20241101
202411,552,LDEBIT,GW-NIMBUS,Refunded,SAR,4,68.7867,0.0,68.7867,0.0,0.0,0.5972,-0.5972,0.0,20241101
202411,552,LDEBIT,GW-NIMBUS,Success,SAR,1167,18893.64,18893.64,0.0,265.2347,265.2354,137.5357,127.699,70851.15,20241101
202411,552,LDEBIT,GW-NIMBUS,Voided,SAR,12,193.02100000000002,0.0,0.0,0.0,0.0,0.1893,-0.1893,0.0,20241101
202411,552,TOKEN,GW-NIMBUS,Failed,SAR,50,804.2291,0.0,0.0,0.0,0.0,0.7492,-0.7492,0.0,20241101
202411,552,TOKEN,GW-NIMBUS,Refunded,SAR,5,97.608,0.0,97.608,0.0,0.0,0.7465999999999999,-0.7465999999999999,0.0,20241101
202411,552,TOKEN,GW-NIMBUS,Success,SAR,672,11004.1332,11004.1332,0.0,319.0772,319.0845,197.7413,121.3359,41265.5,20241101
202411,552,TOKEN,GW-NIMBUS,Voided,SAR,8,128.6798,0.0,0.0,0.0,0.0,0.1253,-0.1253,0.0,20241101
202411,553,CARD,GW-ATLAS,Failed,EGP,16,882.1669999999999,0.0,0.0,0.0,0.0,0.3202,-0.3202,0.0,20241101
202411,553,CARD,GW-ATLAS,Refunded,EGP,2,162.40089999999998,0.0,162.40089999999998,0.0,0.0,0.3,-0.3,0.0,20241101
202411,553,CARD,GW-ATLAS,Success,EGP,126,7207.1006,7207.1006,0.0,188.5783,188.5788,114.4042,74.1741,351701.46,20241101
202411,553,CARD,GW-ATLAS,Voided,EGP,4,220.5416,0.0,0.0,0.0,0.0,0.0804,-0.0804,0.0,20241101
202411,553,LDEBIT,GW-NILE,Failed,EGP,3,165.40619999999998,0.0,0.0,0.0,0.0,0.024,-0.024,0.0,20241101
202411,553,LDEBIT,GW-NILE,Refunded,EGP,1,80.8921,0.0,80.8921,0.0,0.0,0.15,-0.15,0.0,20241101
202411,553,LDEBIT,GW-NILE,Success,EGP,66,3806.8659000000002,3806.8659000000002,0.0,48.7992,48.7997,17.7276,31.0716,185772.4,20241101
202411,553,LDEBIT,GW-NILE,Voided,EGP,2,110.2708,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20241101
202411,553,TOKEN,GW-NILE,Failed,EGP,2,110.2708,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20241101
202411,553,TOKEN,GW-NILE,Success,EGP,33,1911.4034,1911.4034,0.0,51.001799999999996,51.0015,25.8326,25.1692,93275.14,20241101
202411,553,TOKEN,GW-NILE,Voided,EGP,1,55.1354,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,553,WALLET,GW-NILE,Failed,EGP,5,275.67699999999996,0.0,0.0,0.0,0.0,0.04,-0.04,0.0,20241101
202411,553,WALLET,GW-NILE,Success,EGP,40,2169.5964,2169.5964,0.0,44.3617,44.3619,18.9738,25.387900000000002,105874.78,20241101
202411,555,CARD,GW-ORION,Failed,AED,76,70583.5999,0.0,0.0,0.0,0.0,0.9148000000000001,-0.9148000000000001,0.0,20241101
202411,555,CARD,GW-ORION,Refunded,AED,3,3556.8006,0.0,3556.8006,0.0,0.0,0.4493,-0.4493,0.0,20241101
202411,555,CARD,GW-ORION,Success,AED,852,785388.3158,785388.3158,0.0,13034.2545,13034.2549,10119.3737,2914.8808,2884338.59,20241101
202411,555,CARD,GW-ORION,Voided,AED,12,11144.7816,0.0,0.0,0.0,0.0,0.1389,-0.1389,0.0,20241101
202411,555,LDEBIT,GW-NIMBUS,Failed,AED,13,12073.516899999999,0.0,0.0,0.0,0.0,0.2067,-0.2067,0.0,20241101
202411,555,LDEBIT,GW-NIMBUS,Refunded,AED,2,1364.9448,0.0,1364.9448,0.0,0.0,0.2996,-0.2996,0.0,20241101
202411,555,LDEBIT,GW-NIMBUS,Success,AED,250,238461.081,238461.081,0.0,1935.5154,1935.5155,1084.3213,851.1941,875748.3200000001,20241101
202411,555,LDEBIT,GW-NIMBUS,Voided,AED,3,2786.1974999999998,0.0,0.0,0.0,0.0,0.0489,-0.0489,0.0,20241101
202411,556,BNPL,GW-ATLAS,Failed,AED,292,3993.4459,0.0,0.0,0.0,0.0,5.8358,-5.8358,0.0,20241101
202411,556,BNPL,GW-ATLAS,Refunded,AED,10,138.4589,0.0,138.4589,0.0,0.0,1.4977999999999998,-1.4977999999999998,0.0,20241101
202411,556,BNPL,GW-ATLAS,Success,AED,915,12385.5874,12385.5874,0.0,574.3174,574.3196,446.3419,127.97550000000001,45486.07,20241101
202411,556,BNPL,GW-ATLAS,Voided,AED,7,95.7384,0.0,0.0,0.0,0.0,0.1363,-0.1363,0.0,20241101
202411,556,CARD,GW-ATLAS,Failed,AED,638,8725.3996,0.0,0.0,0.0,0.0,12.762,-12.762,0.0,20241101
202411,556,CARD,GW-ATLAS,Refunded,AED,93,1401.5684,0.0,1401.5684,0.0,0.0,13.9469,-13.9469,0.0,20241101
202411,556,CARD,GW-ATLAS,Success,AED,4119,56147.548,56147.548,0.0,1713.3969,1713.4003,1123.4336,589.9633,206201.87,20241101
202411,556,CARD,GW-ATLAS,Voided,AED,60,820.577,0.0,0.0,0.0,0.0,1.1928,-1.1928,0.0,20241101
202411,556,TOKEN,GW-ORION,Failed,AED,95,1299.2404,0.0,0.0,0.0,0.0,1.1381000000000001,-1.1381000000000001,0.0,20241101
202411,556,TOKEN,GW-ORION,Refunded,AED,22,321.2961,0.0,321.2961,0.0,0.0,3.2946999999999997,-3.2946999999999997,0.0,20241101
202411,556,TOKEN,GW-ORION,Success,AED,1076,14879.7795,14879.7795,0.0,460.2477,460.2508,261.928,198.3197,54645.99,20241101
202411,556,TOKEN,GW-ORION,Voided,AED,19,259.8608,0.0,0.0,0.0,0.0,0.2152,-0.2152,0.0,20241101
202411,557,CARD,GW-ORION,Failed,SAR,413,18913.6691,0.0,0.0,0.0,0.0,4.9521,-4.9521,0.0,20241101
202411,557,CARD,GW-ORION,Refunded,SAR,162,7780.9226,0.0,7780.9226,0.0,0.0,24.293400000000002,-24.293400000000002,0.0,20241101
202411,557,CARD,GW-ORION,Success,SAR,4234,196702.6746,196702.6746,0.0,5175.7335,5175.7367,2773.6505,2402.083,737635.03,20241101
202411,557,CARD,GW-ORION,Voided,SAR,49,2243.9871,0.0,0.0,0.0,0.0,0.5815,-0.5815,0.0,20241101
202411,557,TOKEN,GW-ORION,Failed,SAR,65,2976.7257,0.0,0.0,0.0,0.0,0.7787,-0.7787,0.0,20241101
202411,557,TOKEN,GW-ORION,Refunded,SAR,65,3283.3014000000003,0.0,3283.3014000000003,0.0,0.0,9.7494,-9.7494,0.0,20241101
202411,557,TOKEN,GW-ORION,Success,SAR,1454,66607.0614,66607.0614,0.0,1789.9388,1789.9285,972.3894,817.5494,249776.48,20241101
202411,557,TOKEN,GW-ORION,Voided,SAR,10,457.9496,0.0,0.0,0.0,0.0,0.10959999999999999,-0.10959999999999999,0.0,20241101
202411,559,BNPL,GW-ATLAS,Failed,EGP,8,1078.6291,0.0,0.0,0.0,0.0,0.1603,-0.1603,0.0,20241101
202411,559,BNPL,GW-ATLAS,Success,EGP,24,3569.2975,3569.2975,0.0,158.7978,158.7981,123.835,34.9628,174179.22,20241101
202411,559,CARD,GW-NILE,Failed,EGP,15,2022.4296,0.0,0.0,0.0,0.0,0.12,-0.12,0.0,20241101
202411,559,CARD,GW-NILE,Refunded,EGP,5,526.9579,0.0,526.9579,0.0,0.0,0.75,-0.75,0.0,20241101
202411,559,CARD,GW-NILE,Success,EGP,128,17090.2381,17090.2381,0.0,393.0577,393.0579,214.4308,178.6269,833991.66,20241101
202411,559,CARD,GW-NILE,Voided,EGP,1,134.8286,0.0,0.0,0.0,0.0,0.008,-0.008,0.0,20241101
202411,559,LDEBIT,GW-NILE,Failed,EGP,4,539.3144,0.0,0.0,0.0,0.0,0.032,-0.032,0.0,20241101
202411,559,LDEBIT,GW-NILE,Refunded,EGP,1,140.8742,0.0,140.8742,0.0,0.0,0.15,-0.15,0.0,20241101
202411,559,LDEBIT,GW-NILE,Success,EGP,26,3659.3997,3659.3997,0.0,41.114,41.1143,15.7308,25.3832,178576.14,20241101
202411,559,TOKEN,GW-NILE,Failed,EGP,2,269.6572,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20241101
202411,559,TOKEN,GW-NILE,Refunded,EGP,1,103.2291,0.0,103.2291,0.0,0.0,0.15,-0.15,0.0,20241101
202411,559,TOKEN,GW-NILE,Success,EGP,31,4153.2092999999995,4153.2092999999995,0.0,97.5435,97.54390000000001,53.9733,43.5702,202673.71,20241101
202411,559,WALLET,GW-NILE,Failed,EGP,12,1617.9436,0.0,0.0,0.0,0.0,0.096,-0.096,0.0,20241101
202411,559,WALLET,GW-NILE,Refunded,EGP,4,540.3486,0.0,540.3486,0.0,0.0,0.6,-0.6,0.0,20241101
202411,559,WALLET,GW-NILE,Success,EGP,57,7221.6996,7221.6996,0.0,131.3954,131.3963,60.490700000000004,70.9047,352413.88,20241101
202411,561,CARD,GW-NIMBUS,Failed,SAR,1,173.3067,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20241101
202411,561,CARD,GW-NIMBUS,Success,SAR,7,1409.912,1409.912,0.0,33.447900000000004,33.4448,19.4853,13.9626,5287.17,20241101
202411,561,LDEBIT,GW-NIMBUS,Failed,SAR,1,173.3067,0.0,0.0,0.0,0.0,0.016,-0.016,0.0,20241101
202411,561,LDEBIT,GW-NIMBUS,Success,SAR,8,1410.3948,1410.3948,0.0,16.4161,16.4179,6.704000000000001,9.7121,5288.98,20241101
202411,561,TOKEN,GW-NIMBUS,Success,SAR,6,1076.8028,1076.8028,0.0,26.16,26.161,15.4694,10.6906,4038.0099999999998,20241101
202411,562,CARD,GW-ORION,Failed,AED,51,2813.089,0.0,0.0,0.0,0.0,0.6126,-0.6126,0.0,20241101
202411,562,CARD,GW-ORION,Refunded,AED,4,165.75900000000001,0.0,165.75900000000001,0.0,0.0,0.5991,-0.5991,0.0,20241101
202411,562,CARD,GW-ORION,Success,AED,346,19391.3138,19391.3138,0.0,470.5158,470.5167,269.1818,201.334,71214.6,20241101
202411,562,CARD,GW-ORION,Voided,AED,2,110.3172,0.0,0.0,0.0,0.0,0.0218,-0.0218,0.0,20241101
202411,562,TOKEN,GW-ATLAS,Failed,AED,12,661.9032,0.0,0.0,0.0,0.0,0.237,-0.237,0.0,20241101
202411,562,TOKEN,GW-ATLAS,Refunded,AED,1,43.9837,0.0,43.9837,0.0,0.0,0.1498,-0.1498,0.0,20241101
202411,562,TOKEN,GW-ATLAS,Success,AED,98,5651.6433,5651.6433,0.0,139.6187,139.6181,92.7025,46.9162,20755.66,20241101
202411,562,TOKEN,GW-ATLAS,Voided,AED,1,55.1586,0.0,0.0,0.0,0.0,0.0191,-0.0191,0.0,20241101
202411,563,CARD,GW-NIMBUS,Failed,AED,57,1953.5985,0.0,0.0,0.0,0.0,0.8662,-0.8662,0.0,20241101
202411,563,CARD,GW-NIMBUS,Refunded,AED,4,142.5459,0.0,142.5459,0.0,0.0,0.5991,-0.5991,0.0,20241101
202411,563,CARD,GW-NIMBUS,Success,AED,438,15410.2546,15410.2546,0.0,412.9094,412.9081,236.5091,176.4003,56594.159999999996,20241101
202411,563,CARD,GW-NIMBUS,Voided,AED,3,102.8211,0.0,0.0,0.0,0.0,0.0489,-0.0489,0.0,20241101
202411,563,LDEBIT,GW-NIMBUS,Failed,AED,12,411.2842,0.0,0.0,0.0,0.0,0.19039999999999999,-0.19039999999999999,0.0,20241101
202411,563,LDEBIT,GW-NIMBUS,Refunded,AED,5,175.07420000000002,0.0,175.07420000000002,0.0,0.0,0.7489999999999999,-0.7489999999999999,0.0,20241101
202411,563,LDEBIT,GW-NIMBUS,Success,AED,144,4767.4036,4767.4036,0.0,63.1205,63.1246,27.9347,35.1858,17508.29,20241101
202411,563,LDEBIT,GW-NIMBUS,Voided,AED,4,137.0948,0.0,0.0,0.0,0.0,0.0652,-0.0652,0.0,20241101
202411,564,CARD,GW-ORION,Failed,SAR,56,616.5974,0.0,0.0,0.0,0.0,0.6694,-0.6694,0.0,20241101
202411,564,CARD,GW-ORION,Refunded,SAR,3,38.234700000000004,0.0,38.234700000000004,0.0,0.0,0.44789999999999996,-0.44789999999999996,0.0,20241101
202411,564,CARD,GW-ORION,Success,SAR,492,5370.7545,5370.7545,0.0,178.248,178.2487,98.128,80.12,20140.33,20241101
202411,564,CARD,GW-ORION,Voided,SAR,7,77.0748,0.0,0.0,0.0,0.0,0.0801,-0.0801,0.0,20241101
202411,564,LDEBIT,GW-NIMBUS,Failed,SAR,21,231.2241,0.0,0.0,0.0,0.0,0.3199,-0.3199,0.0,20241101
202411,564,LDEBIT,GW-NIMBUS,Success,SAR,288,3145.1118,3145.1118,0.0,51.4959,51.495599999999996,27.1094,24.3865,11794.17,20241101
202411,564,LDEBIT,GW-NIMBUS,Voided,SAR,4,44.042699999999996,0.0,0.0,0.0,0.0,0.0613,-0.0613,0.0,20241101
202411,564,TOKEN,GW-NIMBUS,Failed,SAR,7,77.0747,0.0,0.0,0.0,0.0,0.1066,-0.1066,0.0,20241101
202411,564,TOKEN,GW-NIMBUS,Success,SAR,144,1544.8665,1544.8665,0.0,52.352,52.3514,30.9865,21.365499999999997,5793.25,20241101
