date,date_key,month_key,year_month,year,month_num,month_name,fiscal_year,fiscal_year_label,fiscal_month_num,fiscal_quarter,weekday_name,is_weekend
2025-04-09,20250409,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Wednesday,0
2025-04-10,20250410,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Thursday,0
2025-04-11,20250411,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Friday,1
2025-04-12,20250412,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Saturday,1
2025-04-13,20250413,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Sunday,0
2025-04-14,20250414,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Monday,0
2025-04-15,20250415,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Tuesday,0
2025-04-16,20250416,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Wednesday,0
2025-04-17,20250417,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Thursday,0
2025-04-18,20250418,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Friday,1
2025-04-19,20250419,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Saturday,1
2025-04-20,20250420,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Sunday,0
2025-04-21,20250421,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Monday,0
2025-04-22,20250422,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Tuesday,0
2025-04-23,20250423,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Wednesday,0
2025-04-24,20250424,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Thursday,0
2025-04-25,20250425,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Friday,1
2025-04-26,20250426,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Saturday,1
2025-04-27,20250427,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Sunday,0
2025-04-28,20250428,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Monday,0
2025-04-29,20250429,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Tuesday,0
2025-04-30,20250430,202504,2025-04,2025,4,Apr,2025,FY2025,10,Q4,Wednesday,0
2025-05-01,20250501,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Thursday,0
2025-05-02,20250502,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Friday,1
2025-05-03,20250503,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Saturday,1
2025-05-04,20250504,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Sunday,0
2025-05-05,20250505,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Monday,0
2025-05-06,20250506,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Tuesday,0
2025-05-07,20250507,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Wednesday,0
2025-05-08,20250508,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Thursday,0
2025-05-09,20250509,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Friday,1
2025-05-10,20250510,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Saturday,1
2025-05-11,20250511,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Sunday,0
2025-05-12,20250512,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Monday,0
2025-05-13,20250513,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Tuesday,0
2025-05-14,20250514,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Wednesday,0
2025-05-15,20250515,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Thursday,0
2025-05-16,20250516,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Friday,1
2025-05-17,20250517,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Saturday,1
2025-05-18,20250518,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Sunday,0
2025-05-19,20250519,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Monday,0
2025-05-20,20250520,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Tuesday,0
2025-05-21,20250521,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Wednesday,0
2025-05-22,20250522,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Thursday,0
2025-05-23,20250523,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Friday,1
2025-05-24,20250524,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Saturday,1
2025-05-25,20250525,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Sunday,0
2025-05-26,20250526,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Monday,0
2025-05-27,20250527,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Tuesday,0
2025-05-28,20250528,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Wednesday,0
2025-05-29,20250529,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Thursday,0
2025-05-30,20250530,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Friday,1
2025-05-31,20250531,202505,2025-05,2025,5,May,2025,FY2025,11,Q4,Saturday,1
2025-06-01,20250601,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Sunday,0
2025-06-02,20250602,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Monday,0
2025-06-03,20250603,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Tuesday,0
2025-06-04,20250604,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Wednesday,0
2025-06-05,20250605,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Thursday,0
2025-06-06,20250606,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Friday,1
2025-06-07,20250607,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Saturday,1
2025-06-08,20250608,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Sunday,0
2025-06-09,20250609,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Monday,0
2025-06-10,20250610,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Tuesday,0
2025-06-11,20250611,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Wednesday,0
2025-06-12,20250612,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Thursday,0
2025-06-13,20250613,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Friday,1
2025-06-14,20250614,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Saturday,1
2025-06-15,20250615,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Sunday,0
2025-06-16,20250616,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Monday,0
2025-06-17,20250617,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Tuesday,0
2025-06-18,20250618,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Wednesday,0
2025-06-19,20250619,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Thursday,0
2025-06-20,20250620,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Friday,1
2025-06-21,20250621,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Saturday,1
2025-06-22,20250622,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Sunday,0
2025-06-23,20250623,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Monday,0
2025-06-24,20250624,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Tuesday,0
2025-06-25,20250625,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Wednesday,0
2025-06-26,20250626,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Thursday,0
2025-06-27,20250627,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Friday,1
2025-06-28,20250628,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Saturday,1
2025-06-29,20250629,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Sunday,0
2025-06-30,20250630,202506,2025-06,2025,6,Jun,2025,FY2025,12,Q4,Monday,0
2025-07-01,20250701,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Tuesday,0
2025-07-02,20250702,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Wednesday,0
2025-07-03,20250703,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Thursday,0
2025-07-04,20250704,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Friday,1
2025-07-05,20250705,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Saturday,1
2025-07-06,20250706,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Sunday,0
2025-07-07,20250707,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Monday,0
2025-07-08,20250708,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Tuesday,0
2025-07-09,20250709,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Wednesday,0
2025-07-10,20250710,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Thursday,0
2025-07-11,20250711,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Friday,1
2025-07-12,20250712,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Saturday,1
2025-07-13,20250713,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Sunday,0
2025-07-14,20250714,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Monday,0
2025-07-15,20250715,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Tuesday,0
2025-07-16,20250716,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Wednesday,0
2025-07-17,20250717,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Thursday,0
2025-07-18,20250718,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Friday,1
2025-07-19,20250719,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Saturday,1
2025-07-20,20250720,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Sunday,0
2025-07-21,20250721,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Monday,0
2025-07-22,20250722,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Tuesday,0
2025-07-23,20250723,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Wednesday,0
2025-07-24,20250724,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Thursday,0
2025-07-25,20250725,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Friday,1
2025-07-26,20250726,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Saturday,1
2025-07-27,20250727,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Sunday,0
2025-07-28,20250728,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Monday,0
2025-07-29,20250729,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Tuesday,0
2025-07-30,20250730,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Wednesday,0
2025-07-31,20250731,202507,2025-07,2025,7,Jul,2026,FY2026,1,Q1,Thursday,0
2025-08-01,20250801,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Friday,1
2025-08-02,20250802,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Saturday,1
2025-08-03,20250803,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Sunday,0
2025-08-04,20250804,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Monday,0
2025-08-05,20250805,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Tuesday,0
2025-08-06,20250806,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Wednesday,0
2025-08-07,20250807,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Thursday,0
2025-08-08,20250808,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Friday,1
2025-08-09,20250809,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Saturday,1
2025-08-10,20250810,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Sunday,0
2025-08-11,20250811,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Monday,0
2025-08-12,20250812,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Tuesday,0
2025-08-13,20250813,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Wednesday,0
2025-08-14,20250814,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Thursday,0
2025-08-15,20250815,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Friday,1
2025-08-16,20250816,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Saturday,1
2025-08-17,20250817,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Sunday,0
2025-08-18,20250818,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Monday,0
2025-08-19,20250819,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Tuesday,0
2025-08-20,20250820,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Wednesday,0
2025-08-21,20250821,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Thursday,0
2025-08-22,20250822,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Friday,1
2025-08-23,20250823,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Saturday,1
2025-08-24,20250824,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Sunday,0
2025-08-25,20250825,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Monday,0
2025-08-26,20250826,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Tuesday,0
2025-08-27,20250827,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Wednesday,0
2025-08-28,20250828,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Thursday,0
2025-08-29,20250829,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Friday,1
2025-08-30,20250830,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Saturday,1
2025-08-31,20250831,202508,2025-08,2025,8,Aug,2026,FY2026,2,Q1,Sunday,0
2025-09-01,20250901,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Monday,0
2025-09-02,20250902,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Tuesday,0
2025-09-03,20250903,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Wednesday,0
2025-09-04,20250904,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Thursday,0
2025-09-05,20250905,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Friday,1
2025-09-06,20250906,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Saturday,1
2025-09-07,20250907,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Sunday,0
2025-09-08,20250908,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Monday,0
2025-09-09,20250909,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Tuesday,0
2025-09-10,20250910,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Wednesday,0
2025-09-11,20250911,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Thursday,0
2025-09-12,20250912,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Friday,1
2025-09-13,20250913,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Saturday,1
2025-09-14,20250914,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Sunday,0
2025-09-15,20250915,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Monday,0
2025-09-16,20250916,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Tuesday,0
2025-09-17,20250917,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Wednesday,0
2025-09-18,20250918,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Thursday,0
2025-09-19,20250919,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Friday,1
2025-09-20,20250920,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Saturday,1
2025-09-21,20250921,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Sunday,0
2025-09-22,20250922,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Monday,0
2025-09-23,20250923,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Tuesday,0
2025-09-24,20250924,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Wednesday,0
2025-09-25,20250925,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Thursday,0
2025-09-26,20250926,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Friday,1
2025-09-27,20250927,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Saturday,1
2025-09-28,20250928,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Sunday,0
2025-09-29,20250929,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Monday,0
2025-09-30,20250930,202509,2025-09,2025,9,Sep,2026,FY2026,3,Q1,Tuesday,0
2025-10-01,20251001,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Wednesday,0
2025-10-02,20251002,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Thursday,0
2025-10-03,20251003,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Friday,1
2025-10-04,20251004,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Saturday,1
2025-10-05,20251005,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Sunday,0
2025-10-06,20251006,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Monday,0
2025-10-07,20251007,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Tuesday,0
2025-10-08,20251008,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Wednesday,0
2025-10-09,20251009,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Thursday,0
2025-10-10,20251010,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Friday,1
2025-10-11,20251011,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Saturday,1
2025-10-12,20251012,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Sunday,0
2025-10-13,20251013,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Monday,0
2025-10-14,20251014,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Tuesday,0
2025-10-15,20251015,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Wednesday,0
2025-10-16,20251016,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Thursday,0
2025-10-17,20251017,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Friday,1
2025-10-18,20251018,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Saturday,1
2025-10-19,20251019,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Sunday,0
2025-10-20,20251020,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Monday,0
2025-10-21,20251021,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Tuesday,0
2025-10-22,20251022,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Wednesday,0
2025-10-23,20251023,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Thursday,0
2025-10-24,20251024,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Friday,1
2025-10-25,20251025,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Saturday,1
2025-10-26,20251026,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Sunday,0
2025-10-27,20251027,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Monday,0
2025-10-28,20251028,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Tuesday,0
2025-10-29,20251029,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Wednesday,0
2025-10-30,20251030,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Thursday,0
2025-10-31,20251031,202510,2025-10,2025,10,Oct,2026,FY2026,4,Q2,Friday,1
2025-11-01,20251101,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Saturday,1
2025-11-02,20251102,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Sunday,0
2025-11-03,20251103,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Monday,0
2025-11-04,20251104,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Tuesday,0
2025-11-05,20251105,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Wednesday,0
2025-11-06,20251106,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Thursday,0
2025-11-07,20251107,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Friday,1
2025-11-08,20251108,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Saturday,1
2025-11-09,20251109,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Sunday,0
2025-11-10,20251110,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Monday,0
2025-11-11,20251111,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Tuesday,0
2025-11-12,20251112,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Wednesday,0
2025-11-13,20251113,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Thursday,0
2025-11-14,20251114,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Friday,1
2025-11-15,20251115,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Saturday,1
2025-11-16,20251116,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Sunday,0
2025-11-17,20251117,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Monday,0
2025-11-18,20251118,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Tuesday,0
2025-11-19,20251119,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Wednesday,0
2025-11-20,20251120,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Thursday,0
2025-11-21,20251121,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Friday,1
2025-11-22,20251122,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Saturday,1
2025-11-23,20251123,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Sunday,0
2025-11-24,20251124,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Monday,0
2025-11-25,20251125,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Tuesday,0
2025-11-26,20251126,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Wednesday,0
2025-11-27,20251127,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Thursday,0
2025-11-28,20251128,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Friday,1
2025-11-29,20251129,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Saturday,1
2025-11-30,20251130,202511,2025-11,2025,11,Nov,2026,FY2026,5,Q2,Sunday,0
2025-12-01,20251201,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Monday,0
2025-12-02,20251202,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Tuesday,0
2025-12-03,20251203,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Wednesday,0
2025-12-04,20251204,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Thursday,0
2025-12-05,20251205,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Friday,1
2025-12-06,20251206,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Saturday,1
2025-12-07,20251207,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Sunday,0
2025-12-08,20251208,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Monday,0
2025-12-09,20251209,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Tuesday,0
2025-12-10,20251210,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Wednesday,0
2025-12-11,20251211,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Thursday,0
2025-12-12,20251212,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Friday,1
2025-12-13,20251213,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Saturday,1
2025-12-14,20251214,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Sunday,0
2025-12-15,20251215,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Monday,0
2025-12-16,20251216,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Tuesday,0
2025-12-17,20251217,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Wednesday,0
2025-12-18,20251218,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Thursday,0
2025-12-19,20251219,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Friday,1
2025-12-20,20251220,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Saturday,1
2025-12-21,20251221,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Sunday,0
2025-12-22,20251222,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Monday,0
2025-12-23,20251223,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Tuesday,0
2025-12-24,20251224,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Wednesday,0
2025-12-25,20251225,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Thursday,0
2025-12-26,20251226,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Friday,1
2025-12-27,20251227,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Saturday,1
2025-12-28,20251228,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Sunday,0
2025-12-29,20251229,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Monday,0
2025-12-30,20251230,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Tuesday,0
2025-12-31,20251231,202512,2025-12,2025,12,Dec,2026,FY2026,6,Q2,Wednesday,0
2026-01-01,20260101,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Thursday,0
2026-01-02,20260102,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Friday,1
2026-01-03,20260103,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Saturday,1
2026-01-04,20260104,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Sunday,0
2026-01-05,20260105,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Monday,0
2026-01-06,20260106,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Tuesday,0
2026-01-07,20260107,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Wednesday,0
2026-01-08,20260108,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Thursday,0
2026-01-09,20260109,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Friday,1
2026-01-10,20260110,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Saturday,1
2026-01-11,20260111,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Sunday,0
2026-01-12,20260112,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Monday,0
2026-01-13,20260113,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Tuesday,0
2026-01-14,20260114,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Wednesday,0
2026-01-15,20260115,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Thursday,0
2026-01-16,20260116,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Friday,1
2026-01-17,20260117,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Saturday,1
2026-01-18,20260118,202601,2026-01,2026,1,Jan,2026,FY2026,7,Q3,Sunday,0
